email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
replacementsub351@qq.com,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,0,0,2,1,1,2,2,2,2,1,1,2
retiredshack97@gmail.com,0,2,1,1,0,2,2,2,2,2,1,1,1,2,2,2,1,1,0,1,2,2,2,1,1,1,1,0,2,2,2,2
retiredspice520@163.com,0,1,2,2,2,1,2,1,2,2,1,1,0,0,2,1,2,1,1,1,0,1,2,1,1,2,2,2,2,2,2,2
moisthat885@gmail.com,0,2,2,0,0,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,0,2,2,2,1,2,1,1,2,1
foundbeans91@163.com,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,0,2,2,2,2,1,1,1,1,2,1,0,0,1
buriedcup124@yahoo.com,1,2,1,1,2,1,1,1,0,2,1,2,1,2,1,2,2,1,2,1,2,0,2,2,2,0,2,1,2,2,2,1
foldingblanket123@qq.com,2,2,2,1,2,2,0,2,1,1,2,1,2,0,1,1,2,2,2,1,0,2,1,2,2,0,2,1,1,1,1,2
replacementspice591@163.com,0,1,1,1,1,2,1,1,2,0,2,1,2,0,2,2,1,2,2,1,2,2,2,1,1,0,2,2,2,2,0,2
foldingshack148@gmail.com,0,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,2,0,1
soiledjug360@yahoo.com,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,0,1,2,2,2,2,1,2,0,0,2,1,1,1
retiredchrysler146@outlook.com,2,2,1,2,0,2,1,2,0,2,2,2,2,2,1,2,1,2,0,1,1,2,2,1,0,0,2,0,1,1,1,2
oldchrysler964@163.com,0,2,2,2,0,1,1,2,2,1,2,0,1,2,1,1,2,1,2,2,1,0,2,2,1,2,1,0,1,2,2,2
soiledbeans664@outlook.com,2,2,2,1,1,0,2,2,2,1,2,2,0,1,1,1,0,1,1,1,0,2,2,2,2,2,1,0,2,2,0,2
soiledcup60@qq.com,2,1,1,2,2,1,2,1,0,1,2,1,2,2,2,2,0,2,1,2,2,1,2,1,2,0,2,1,0,2,0,1
acientrug262@gmail.com,2,2,1,2,1,2,1,2,0,2,2,2,2,2,1,1,1,1,1,0,1,0,1,1,1,2,2,1,2,2,2,2
extraspice861@outlook.com,2,2,2,2,2,1,1,2,0,0,1,2,1,1,1,2,1,1,2,2,0,1,2,0,2,2,0,1,0,2,2,2
newsnake821@gmail.com,2,1,1,0,0,1,2,2,2,2,2,1,0,1,1,1,1,2,2,2,2,0,2,2,1,1,2,2,1,2,1,2
milkysub801@163.com,1,1,1,2,2,0,2,1,2,1,1,2,1,2,2,2,0,2,0,2,2,1,2,2,1,0,1,0,2,0,2,2
soiledsnake79@yahoo.com,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2
replacementtide904@outlook.com,2,1,2,1,0,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,0,2,0,2,1,0,1,2,1,1,1,1
replacementbeans194@yahoo.com,1,1,2,0,0,2,2,1,0,2,2,1,2,2,2,2,1,1,2,1,0,2,0,2,2,0,0,2,1,1,2,2
dailybeans457@163.com,2,2,1,2,2,0,0,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,0,0,2
clamyspice389@163.com,2,2,1,2,2,2,2,1,0,2,2,1,0,2,2,1,2,1,1,2,0,1,2,1,1,0,1,1,2,2,1,2
coldtide977@gmail.com,2,2,1,2,2,2,1,0,2,2,1,1,2,1,2,2,2,1,1,2,1,0,2,2,1,1,1,0,1,2,2,1
usedblanket979@163.com,0,2,2,1,1,1,2,2,2,1,2,1,0,1,0,2,2,2,2,1,1,2,2,1,2,0,2,2,1,0,1,2
soiledshirt718@outlook.com,2,1,2,1,1,2,2,2,2,1,0,2,2,2,1,1,2,1,2,0,0,2,2,1,1,1,1,2,1,2,1,2
hotrug368@outlook.com,2,1,2,1,2,1,1,1,0,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1,0,1,0,2,2
usedrug938@yahoo.com,2,2,1,2,2,0,2,2,0,2,1,1,1,2,2,2,0,1,2,2,1,2,0,2,1,2,0,0,2,1,1,0
freshyrug186@163.com,1,2,2,1,2,2,2,2,2,1,0,1,2,1,1,2,2,1,1,2,2,1,2,2,0,0,1,1,2,1,2,1
freshytide794@qq.com,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,0,1,1,2,1,1,0,2,2,2,1,2,0
coldtire692@yahoo.com,2,2,2,2,1,2,2,1,2,2,1,2,2,0,1,1,1,1,2,1,2,0,2,0,2,0,1,2,1,2,0,1
dirtyrug889@163.com,0,2,1,2,2,2,1,1,0,1,2,2,2,0,2,0,2,1,1,1,2,2,0,2,2,1,2,2,2,0,0,1
lostblanket503@163.com,2,1,2,1,2,0,2,2,1,1,1,1,2,2,2,2,1,1,0,2,0,2,2,0,2,2,1,0,1,1,2,2
slightlycup6@qq.com,2,0,1,0,2,2,2,1,1,2,1,2,0,2,1,2,1,2,1,2,1,2,2,0,0,2,2,2,1,0,2,0
deepskates63@qq.com,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,0,2,2,0,0,0,0,1,1,0,2,2,2,2,2,2
deepbread381@yahoo.com,0,1,1,2,2,2,1,2,2,2,1,1,0,2,1,1,2,2,1,0,2,2,0,2,0,2,2,2,0,0,1,2
moisthat761@outlook.com,2,1,1,2,0,0,2,2,1,1,2,2,1,0,2,1,2,2,1,1,2,2,2,2,1,2,2,0,2,0,1,0
freshyblanket717@outlook.com,2,1,1,2,1,1,2,1,0,2,1,2,0,0,2,2,2,2,2,1,2,1,2,2,1,0,2,0,1,1,2,2
oldbread551@yahoo.com,2,1,1,2,2,0,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,0,2,1,1,2,2,0,2,0,2,1
foldingchrysler304@outlook.com,2,2,1,1,0,2,2,2,1,0,2,1,2,2,1,1,2,2,0,2,1,2,2,0,2,1,2,0,2,1,1,1
foundshack286@163.com,1,1,2,1,2,2,2,2,2,1,2,2,2,1,0,2,2,1,2,1,1,1,0,2,1,2,1,0,2,0,2,0
soiledspice290@163.com,2,2,1,2,2,0,2,1,2,0,1,2,1,2,1,2,2,0,2,1,0,0,2,2,0,2,2,0,1,0,1,2
tiredtide263@outlook.com,0,2,1,2,1,1,1,1,2,0,1,1,2,0,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1
clamyjeep153@163.com,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,0,1,2
moistcup496@gmail.com,1,1,2,2,2,2,1,2,2,1,1,2,0,1,1,1,2,2,2,2,1,0,0,1,2,2,1,0,1,2,2,2
replacementshack38@163.com,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,0,2,2,1,1,0,1,2,2,0,0,0,2,2,1,2
extrashack431@yahoo.com,2,1,2,1,2,0,1,1,0,2,2,0,2,1,2,1,1,1,2,2,2,2,0,1,2,2,1,0,2,2,1,2
mostlyhat50@yahoo.com,2,2,1,1,0,2,1,2,2,1,2,1,0,2,1,1,2,1,2,1,2,0,1,2,2,2,2,0,0,0,2,2
deeprug933@163.com,2,1,1,1,2,0,2,1,0,0,2,1,1,2,1,2,2,2,1,2,2,2,0,2,1,0,2,2,0,2,2,0
slimyjeep670@gmail.com,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,0,2,1,1,1,0,0,0,2,2,2,1
oldspice866@163.com,1,2,2,1,0,2,1,1,1,1,1,2,2,2,2,0,0,2,2,1,2,2,1,1,0,2,2,0,2,2,1,2
replacementbeans665@yahoo.com,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,0,1,2,0,2,1,0,1,2,2
oldblanket905@163.com,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,0,0,2,1,0,2
milkytide458@163.com,1,1,1,2,2,1,1,1,2,1,2,0,1,2,1,2,2,2,0,1,2,2,2,2,2,2,1,0,2,0,1,2
replacementsnake840@yahoo.com,2,2,1,1,0,0,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1
olddrum912@yahoo.com,0,1,2,2,2,0,2,2,0,1,2,1,2,0,2,1,2,1,2,2,0,2,0,2,1,2,1,2,2,0,0,1
clamyhat383@163.com,0,1,2,1,2,0,2,2,2,0,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,0,2,2,2,2,1,1
buriedjug927@qq.com,2,2,2,1,0,2,2,1,0,2,2,1,1,1,1,1,2,2,1,1,1,2,0,2,0,2,2,0,1,2,2,2
deepshirt307@yahoo.com,1,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,0,2,2,2,0,2,2,2,2,0,1,2
freshybread143@gmail.com,2,2,1,1,0,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,0,2,0,0,2,2,1,2,2,2
deeptire133@outlook.com,2,1,1,0,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,0,2,2,1,2,2,2,1,1,2
dryhat911@yahoo.com,2,1,2,0,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,0,2,2,1,0,1,0
freshyblanket453@gmail.com,1,1,1,1,0,2,2,2,2,2,2,2,2,0,1,1,2,1,2,2,0,1,0,2,2,0,2,0,2,2,1,1
milkybeans665@163.com,0,1,2,2,2,0,2,1,1,0,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1
usedtide37@163.com,2,2,1,0,2,2,1,1,2,1,1,2,1,2,2,1,1,2,0,1,2,2,2,2,2,0,1,2,2,1,1,1
newdrum817@outlook.com,1,2,1,1,0,2,1,2,2,0,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,0,2,2,1,0,2
mostlyshirt458@yahoo.com,0,2,2,1,1,1,2,2,2,0,2,2,1,1,2,1,2,2,1,0,1,2,2,1,0,2,1,2,2,1,2,1
soiledrug889@gmail.com,2,2,0,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,0,1,2,2,2,1,1,2,1,2,1,1
extracola140@gmail.com,0,1,1,2,0,2,1,2,2,1,1,2,2,0,2,2,1,2,0,1,2,1,2,2,0,2,0,1,2,2,2,0
mostlybike595@gmail.com,2,1,1,2,2,0,2,1,1,2,2,2,1,1,2,2,2,1,0,2,0,1,2,2,1,2,0,2,1,2,0,1
replacementdrum860@gmail.com,1,1,1,1,2,2,1,2,2,2,2,1,2,0,2,1,1,2,1,1,1,0,0,2,2,2,2,2,1,1,2,2
slightlybread907@outlook.com,1,1,2,2,0,2,1,1,2,1,1,2,2,0,2,2,2,1,0,1,2,2,2,1,2,0,0,2,1,2,2,1
milkychrysler100@gmail.com,2,2,2,1,0,1,1,0,2,1,2,2,1,1,1,2,2,1,1,1,2,0,2,2,2,2,2,0,2,1,2,1
replacementbeans236@outlook.com,2,2,1,2,2,2,1,2,2,1,1,1,0,2,1,1,1,2,1,1,2,0,0,2,2,2,1,0,2,1,2,2
deepcola862@outlook.com,1,2,2,2,2,1,1,1,2,2,1,1,0,1,2,2,1,1,1,2,0,0,2,2,1,0,1,2,2,2,2,2
usedshirt122@163.com,2,2,1,1,0,0,2,1,2,1,1,2,2,2,2,2,2,1,1,0,1,0,0,2,1,2,2,1,2,2,1,2
foundtide258@yahoo.com,1,1,2,2,0,2,1,1,2,1,1,1,2,2,1,2,0,2,1,1,2,1,2,2,2,1,0,2,2,2,1,2
milkytide545@gmail.com,1,1,1,2,2,2,2,2,1,2,2,0,1,2,2,1,2,1,0,1,1,2,1,1,1,2,1,2,2,2,1,2
oldjeep399@outlook.com,0,0,2,2,0,1,1,0,2,2,2,1,2,2,2,2,0,0,2,1,2,0,0,2,1,2,1,2,2,0,1,2
slightlychrysler739@yahoo.com,2,2,0,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,0,0,1,0,2,0,1,1,1,2
milkybread911@163.com,1,2,1,2,2,0,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,0,1,1,2,1,1,2
soiledshirt927@gmail.com,2,2,1,1,0,2,1,2,0,2,2,2,1,0,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2
usedjeep501@outlook.com,1,1,2,2,0,2,2,2,0,2,2,1,2,2,1,1,0,0,2,2,1,2,0,2,1,0,0,2,2,1,1,2
fishybread363@yahoo.com,2,2,1,2,2,1,2,2,0,2,2,1,0,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,0,1,1,2
replacementtide600@outlook.com,2,0,0,1,0,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,0,2,2,1,1,2,1
dryjeep45@163.com,2,2,2,2,2,1,0,1,1,2,1,2,0,2,1,2,0,2,1,2,1,2,2,2,1,1,2,2,0,1,1,1
dailyjug835@163.com,0,1,2,2,2,0,2,1,2,0,1,1,2,2,1,2,1,2,1,0,2,0,0,1,2,2,0,0,2,2,2,2
extrarug864@qq.com,2,1,2,2,0,2,2,2,0,2,1,1,1,1,1,2,1,2,2,2,2,1,0,2,1,2,1,0,2,1,2,1
foldingtide644@gmail.com,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,0,0,2,1,2,2,1,1,2,1
buriedsnake868@qq.com,0,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,0,1,1,2,0,2,2,0,2
milkybread750@gmail.com,2,1,2,2,0,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,0,2
deeptire245@qq.com,1,1,2,2,2,1,2,1,2,0,1,2,2,2,1,1,0,2,2,2,1,1,0,2,2,0,2,0,2,1,1,2
dirtytide740@gmail.com,2,1,2,2,1,0,1,1,2,0,2,2,0,2,1,2,2,1,2,2,2,1,2,2,1,2,1,0,1,2,0,1
drydrum859@outlook.com,2,2,2,0,0,0,1,2,0,1,1,2,0,2,1,0,2,2,1,1,2,0,2,2,2,0,1,2,2,2,1,2
coldsnake814@gmail.com,2,2,1,1,0,2,1,1,0,1,0,2,2,2,1,1,2,1,1,1,2,2,0,0,2,2,2,2,2,1,2,2
dailycup910@outlook.com,2,1,2,2,2,2,1,2,0,1,1,2,0,2,2,2,2,2,1,2,1,2,0,1,1,0,1,2,1,1,2,1
clamyshirt500@qq.com,1,1,2,1,2,2,2,1,2,2,1,2,1,0,1,1,1,0,2,2,2,1,2,1,2,0,2,2,2,2,1,1
foldingcola241@outlook.com,1,2,2,1,1,1,1,0,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2
deepbeans875@qq.com,1,2,1,0,0,2,1,1,0,2,2,2,2,2,2,0,2,2,1,2,1,1,0,2,2,0,2,2,0,2,1,1
coldsnake27@gmail.com,2,0,2,0,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,0,2,2,0,2,0,2,2,2,0
clamybike977@163.com,0,2,2,2,0,1,1,1,0,2,2,0,2,2,1,2,2,2,2,2,0,2,1,1,2,2,1,0,1,0,0,2
deepdrum726@qq.com,0,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1,0,1,1,0,2,2,1,1,1,2,2,1,1,2
acientblanket702@qq.com,1,2,1,2,2,0,0,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,1,0,2,0,2,1,2,1
mostlyspice474@yahoo.com,2,2,2,1,0,2,1,1,1,2,2,1,1,0,2,1,2,2,1,1,1,2,2,0,2,2,1,2,2,0,1,2
slightlytire774@163.com,0,1,2,2,2,0,2,1,0,0,2,2,0,2,1,1,2,2,2,2,0,2,0,1,0,0,2,2,1,1,2,2
buriedhat948@gmail.com,2,0,1,1,2,2,1,2,2,2,1,2,0,2,2,1,1,1,1,2,1,2,0,2,2,2,1,0,1,1,2,2
foldingchrysler517@qq.com,2,1,1,1,2,1,1,0,2,1,0,2,2,0,2,1,1,2,1,1,0,2,2,2,2,0,2,0,2,2,2,2
fishywindow973@outlook.com,1,1,2,1,2,2,2,1,2,1,1,2,0,2,1,1,0,2,1,0,2,2,2,1,2,0,2,0,1,2,2,2
deepshack71@outlook.com,2,2,2,2,0,2,1,0,0,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,0,1,1,1,2
extrashoes592@yahoo.com,0,1,2,0,0,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,0,2,0,2,2,0,2,0,2,1,1,2
moistshirt918@163.com,2,1,2,1,0,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,0,1,2,2,2,0,1
acientsnake555@gmail.com,2,2,1,1,2,1,1,2,0,1,2,1,1,2,2,1,2,2,1,2,2,2,0,2,1,2,2,2,1,1,1,0
oldchrysler400@163.com,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,0,2,2,0,1,1,2,2,2,2
moistcup626@163.com,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,0,1,1,2,1,1,2,2,2,1,2,2,1,1,2,0
hottide136@yahoo.com,2,1,2,0,0,2,2,1,2,0,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,0,2,0,2,0,0,1
foldingrug539@yahoo.com,2,1,1,2,0,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,0,1,2,1,2
newshack421@163.com,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,0,2,2,2,1,0,1
moistcup153@163.com,0,2,1,2,2,0,1,1,2,1,1,2,2,0,1,2,2,1,1,2,2,1,0,1,0,0,2,2,2,2,2,2
dryspice502@gmail.com,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,0,2,2,0,1,2,1,1,2,1
foundbread558@outlook.com,1,1,2,0,2,0,2,2,0,2,2,1,2,2,2,1,2,1,2,2,1,2,0,2,2,0,0,2,1,1,1,0
newbike624@outlook.com,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,0,2,1,2,1,2,2,1,1,1
hotsnake106@qq.com,2,2,2,2,2,0,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,0,2,2,1,0,2,1,1,1,1,1
fishytire276@gmail.com,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,0,2,1,0,2,2,2,2,0,2
extrabread553@qq.com,2,1,1,0,0,2,2,1,2,0,2,1,2,0,2,2,1,2,2,2,0,1,0,2,1,1,0,2,2,1,2,2
acientblanket316@yahoo.com,1,2,1,2,0,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,0,1,2,2,2,0,2,2,2,1,1,0
fishycup117@163.com,0,1,1,2,2,2,1,2,1,2,1,2,0,2,1,2,1,2,1,2,2,2,0,1,2,2,0,0,2,0,2,1
foldingbike830@outlook.com,0,1,1,1,0,0,2,0,1,1,2,2,2,2,2,2,2,2,1,1,1,2,0,2,2,2,2,0,2,0,2,1
coldskates31@gmail.com,0,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,0,1,1,2,1,2,2,2,0,1
foldingtire631@163.com,0,2,2,2,2,1,1,2,2,0,2,1,2,2,2,2,1,1,2,2,1,1,2,1,1,0,2,0,2,0,1,0
acientbike19@outlook.com,2,2,2,2,2,2,1,1,2,1,1,2,1,0,1,1,0,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1
moistcola199@qq.com,2,0,2,2,2,2,1,1,2,2,1,2,1,0,1,1,2,1,1,2,0,2,2,2,2,2,2,0,1,0,0,1
usedcola992@yahoo.com,2,2,1,0,2,0,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2,0,1,0,2,0,1,2,0,2
replacementdrum150@163.com,0,0,1,1,0,0,1,1,0,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,0,1,2,2,2
replacementshirt40@163.com,2,1,2,2,2,0,2,1,1,0,1,1,2,0,2,1,2,2,1,2,0,0,2,0,2,2,2,0,2,0,1,2
tiredchrysler382@163.com,1,1,2,2,1,2,1,2,0,2,1,1,0,1,1,2,2,2,2,1,2,1,2,0,2,0,2,2,2,0,1,2
soiledblanket200@gmail.com,2,2,2,2,0,2,1,1,1,0,1,2,1,2,2,1,0,2,2,2,1,2,2,2,2,0,1,2,1,0,1,1
newtide937@yahoo.com,2,2,1,1,0,0,1,1,2,1,2,1,2,2,1,1,1,2,1,2,0,2,2,2,2,0,1,2,1,2,2,2
acientbread121@qq.com,2,1,2,2,2,0,2,1,2,2,1,1,2,1,1,1,1,2,1,2,0,2,0,1,2,1,2,0,2,1,2,2
usedshirt865@qq.com,2,0,2,1,2,1,1,2,0,1,2,2,2,1,2,2,2,1,1,0,1,2,0,2,1,2,2,0,1,0,2,2
hotskates95@qq.com,1,2,1,1,0,0,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,0,1,2,1,2,1,2
milkysub209@outlook.com,2,2,2,0,0,0,2,1,2,1,2,2,2,2,2,2,1,2,1,0,2,0,0,1,0,0,2,0,1,2,1,2
extraskates512@qq.com,2,0,2,2,0,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,0,1,0,0,2,1,2
slightlychrysler47@gmail.com,2,0,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,0,2,2,2,2,2,1
lostsub932@163.com,0,0,2,1,1,0,1,1,1,0,2,2,2,0,2,2,1,1,2,2,2,2,0,1,2,2,2,0,2,1,2,2
replacementcola583@163.com,1,2,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,0,2,2,2,1,2,1,2,2,1
usedbike751@qq.com,0,2,1,0,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2
mostlyjug153@163.com,0,2,2,2,0,2,1,2,2,0,1,1,2,1,2,1,2,1,2,0,1,2,0,1,1,2,1,2,2,2,2,1
hotshirt172@qq.com,2,1,1,2,2,1,2,2,0,1,1,2,0,2,1,2,1,2,0,0,1,0,2,2,2,1,2,2,1,2,2,1
soiledrug174@yahoo.com,0,1,2,2,1,1,2,1,0,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,0,2,2,2,1,0,2,2
slimyskates43@163.com,2,1,0,1,2,1,2,2,2,0,2,1,2,1,1,2,1,1,1,1,2,2,1,2,0,2,2,1,1,2,2,2
tiredtire285@yahoo.com,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,1,0,1,0,0,2,1,2,1,1,0,1,2,2,2,2,2
lostbike893@outlook.com,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,0,2,2,2,0,1,0,2,2,0,1
buriedjeep883@163.com,0,1,2,2,2,2,1,2,0,2,1,1,1,0,1,2,1,1,2,2,2,2,2,2,1,0,1,0,1,2,2,2
acientsub492@gmail.com,2,2,1,2,2,0,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,0,1,1,2,1,1,2,2,2,1
slimytire237@gmail.com,2,1,2,2,0,2,1,1,0,1,2,2,2,2,1,0,1,2,1,2,1,1,2,2,2,2,1,0,2,2,0,1
hotspice48@qq.com,2,1,1,1,0,0,2,2,0,1,2,1,2,2,1,2,2,2,0,0,2,2,2,0,2,2,0,2,1,2,1,1
dryjeep934@gmail.com,2,2,1,0,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,0,2,1,1,2
coldblanket968@gmail.com,2,2,2,1,0,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,0,2,0,1,0,0,1,2,1,2,2,1
lostshoes128@163.com,1,2,1,1,1,2,1,1,1,0,2,2,2,0,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2
soiledrug174@163.com,2,2,1,1,2,2,2,2,2,1,1,0,2,1,1,2,0,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1
acientbread947@163.com,2,2,1,0,2,2,1,2,2,2,2,0,0,2,1,1,0,2,1,2,1,0,1,2,1,2,1,1,2,2,2,1
clamyjug230@qq.com,0,1,1,1,2,0,2,2,2,2,2,1,1,1,2,1,0,2,1,1,0,2,1,2,2,0,2,0,2,2,2,2
retiredtide337@outlook.com,2,1,2,2,1,1,2,1,0,2,1,2,2,0,2,2,0,1,2,0,1,2,2,1,1,2,2,2,1,0,2,1
newbeans365@qq.com,2,1,0,2,2,1,2,1,0,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,0,2,1,1,2,2
useddrum754@163.com,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,0,0,2,2,1,1,0,1,2,2,2
slimydrum148@outlook.com,2,2,2,2,1,0,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,0,1,1,0,0,1,1,2,2,2
slightlycup715@gmail.com,1,2,1,2,2,0,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1
newsnake550@yahoo.com,2,2,0,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,0,1,0,0,1,1,2,0,2,2
slightlytire158@163.com,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,0,1,0,2,1,2,0,1,1,2,2,2,2,2,2,2
drycola993@163.com,1,1,0,1,0,2,2,2,2,2,1,2,0,1,2,2,2,2,1,1,1,0,2,2,1,2,2,1,1,2,0,2
moistjeep527@outlook.com,0,2,2,2,0,0,1,2,0,0,2,1,2,0,1,1,2,1,2,0,2,2,0,2,1,2,2,2,1,2,2,1
buriedshirt115@yahoo.com,1,1,2,2,0,1,0,2,2,0,2,2,0,2,2,2,0,2,1,1,2,2,0,0,2,0,2,2,0,2,0,1
fishyshack946@163.com,2,2,2,1,0,0,1,2,0,0,2,2,1,0,2,1,2,2,2,1,0,1,2,0,2,2,0,2,1,2,1,2
retiredsub891@163.com,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,0,1,1,1,2,2,2,1,2,0,2,2,1,1,2,2
replacementwindow606@outlook.com,0,2,2,1,2,1,2,1,2,0,1,2,1,2,2,1,2,1,1,2,1,2,0,1,2,2,2,1,2,2,0,1
lostshirt339@yahoo.com,2,2,2,0,1,1,1,2,1,2,1,2,1,2,1,2,0,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1
replacementsnake137@gmail.com,0,1,2,1,2,0,0,1,1,2,2,1,2,0,2,0,2,1,2,2,1,2,2,2,0,1,2,0,2,1,2,2
tiredskates490@gmail.com,0,0,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,0,1,2,2,0,2,1,2,1,2,2,0,0,2
fishytide407@gmail.com,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,0,2,1,1,0,1,1,1,2,2,1
mostlytire131@gmail.com,1,2,2,2,0,1,1,2,2,2,1,1,0,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,1,2,1
dailyhat533@outlook.com,1,2,2,0,0,2,1,1,2,1,0,1,2,2,2,2,1,2,2,2,1,2,2,0,0,2,1,2,0,0,0,2
hotcup793@outlook.com,0,2,2,1,0,0,1,1,1,2,2,1,2,2,2,0,2,0,2,2,0,2,0,2,0,0,2,0,2,2,2,1
