email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
slightlyrug271@yahoo.com,2,1,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1
foldingjeep939@qq.com,2,2,2,2,1,2,2,2,1,0,2,1,2,1,1,1,2,1,1,1
moistwindow592@outlook.com,1,2,2,0,2,1,0,1,1,2,2,2,2,1,0,0,1,2,2,2
fishybeans673@163.com,2,1,1,2,1,2,1,2,1,0,2,1,2,1,1,2,2,2,2,1
oldchrysler191@qq.com,1,2,2,0,1,2,1,2,1,2,1,2,1,2,1,0,2,2,1,2
fishycup876@qq.com,2,2,0,0,2,1,2,1,2,2,0,2,1,2,0,2,2,1,1,1
hotspice38@yahoo.com,1,1,1,0,2,2,2,0,2,2,1,2,1,2,1,1,1,2,2,2
dryskates413@yahoo.com,0,1,2,0,2,2,0,1,2,1,2,1,2,1,1,1,2,2,2,2
fishyrug448@yahoo.com,1,1,2,2,1,2,0,0,0,2,1,1,2,2,2,2,1,2,1,2
hottide167@outlook.com,2,1,1,2,2,2,0,1,2,2,1,2,1,1,2,1,2,0,2,1
hotsnake106@qq.com,2,2,1,1,2,2,0,2,0,1,2,2,2,2,2,1,0,1,1,1
foundtire912@qq.com,2,1,2,2,2,0,2,2,2,1,2,1,2,1,1,2,1,1,1,1
retiredcola606@qq.com,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2
fishybike254@qq.com,2,0,1,0,2,2,1,1,2,2,2,2,0,2,1,2,0,2,1,1
fishyrug633@163.com,2,1,1,0,2,1,1,0,0,2,2,2,1,1,2,2,2,2,1,2
slightlyhat58@gmail.com,2,2,2,0,2,1,0,2,0,1,1,2,2,1,2,1,2,2,1,1
burieddrum36@qq.com,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2
freshyrug186@163.com,2,2,1,2,2,2,0,2,2,1,2,1,1,1,1,1,1,1,2,2
dirtysub781@yahoo.com,1,2,2,0,2,2,0,1,2,1,1,2,2,1,1,2,2,1,1,2
hotbeans6@gmail.com,2,0,1,0,2,1,0,0,2,2,2,2,1,0,1,2,2,2,2,1
coldrug976@yahoo.com,2,0,1,0,1,2,0,0,2,2,2,1,0,2,2,1,1,2,2,2
lostskates583@163.com,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,0,1,2
hotshack271@qq.com,2,2,1,0,1,2,0,2,2,1,1,0,1,2,2,1,2,2,0,2
foundhat456@outlook.com,0,2,2,0,2,1,0,2,2,2,1,2,0,2,2,1,2,1,1,0
deepblanket548@outlook.com,1,1,1,1,2,0,2,1,2,1,2,2,2,1,2,2,1,2,1,2
oldjug810@qq.com,2,1,2,0,1,2,2,1,2,2,2,0,2,1,0,2,1,1,1,2
replacementshack38@163.com,2,2,0,2,1,2,2,2,1,0,1,1,2,1,1,2,2,0,1,2
tiredskates86@yahoo.com,2,1,2,2,1,2,0,1,2,2,1,2,0,2,1,1,2,1,1,2
slightlydrum888@yahoo.com,2,2,1,2,2,1,1,2,1,0,2,2,2,1,0,1,2,1,1,2
newchrysler981@gmail.com,0,0,1,1,2,2,1,1,2,2,1,2,2,1,2,2,0,1,2,2
buriedshoes758@outlook.com,2,1,1,2,2,2,0,1,2,1,1,2,0,1,1,2,2,2,1,2
replacementshirt358@yahoo.com,2,0,2,0,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1
losthat840@qq.com,1,0,2,0,0,2,1,2,2,1,1,2,0,0,2,2,2,2,1,2
soiledhat176@outlook.com,2,0,1,0,1,2,0,0,2,1,2,2,2,2,1,1,2,2,2,1
freshyblanket903@qq.com,0,2,1,2,2,2,2,1,2,0,2,2,1,0,1,0,1,2,1,2
freshytide614@gmail.com,0,1,1,2,1,2,2,2,0,2,0,2,1,2,2,1,2,1,2,1
replacementhat268@qq.com,1,2,1,0,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2
replacementbike38@yahoo.com,2,2,0,0,1,1,2,2,2,0,2,2,1,2,1,2,1,0,1,2
dirtyhat787@gmail.com,2,1,2,0,2,2,2,2,0,2,1,2,1,2,1,1,1,2,1,1
milkywindow853@yahoo.com,2,1,2,2,2,1,0,2,0,1,2,1,1,2,2,2,2,1,1,1
soiledshirt718@outlook.com,2,0,2,1,1,2,2,1,2,1,2,0,2,1,1,2,2,2,1,1
dirtysub288@163.com,2,1,1,0,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,0
clamyshack71@qq.com,2,2,2,1,2,2,2,1,1,2,1,0,0,0,2,1,2,1,1,2
deeptire624@163.com,1,0,2,2,1,2,0,2,0,1,1,2,1,2,2,1,1,2,2,2
deepshirt742@gmail.com,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2
clamybike977@163.com,1,2,2,2,1,0,2,1,2,2,1,2,2,1,2,1,0,1,0,2
deeptire133@outlook.com,2,1,0,1,2,2,0,0,0,2,2,2,2,1,0,2,1,2,1,2
soiledrug174@yahoo.com,2,2,2,0,1,1,1,1,0,2,1,2,2,1,2,2,1,0,2,2
clamyblanket825@qq.com,2,0,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,0,1,1
tiredhat236@yahoo.com,2,1,0,2,2,2,2,2,1,1,2,0,1,2,1,1,2,2,0,1
usedspice635@gmail.com,2,2,1,1,2,1,0,2,2,0,1,1,1,2,2,1,2,1,2,2
fishyjug479@qq.com,1,1,1,2,2,1,0,2,2,1,1,1,2,2,2,2,2,1,2,1
dirtydrum361@yahoo.com,1,1,0,2,1,0,2,2,1,1,2,2,2,1,2,1,2,2,2,1
newshirt323@gmail.com,1,2,2,1,1,2,2,2,2,1,1,1,2,1,0,2,2,2,1,1
soiledwindow838@yahoo.com,1,1,0,2,2,1,2,2,0,2,1,1,1,2,2,2,2,2,1,1
oldbeans441@qq.com,1,2,1,2,1,2,0,1,1,1,1,2,2,2,2,1,1,2,2,2
soiledsub160@yahoo.com,0,0,2,2,2,1,0,1,2,1,2,0,2,2,1,1,2,2,2,1
moistsnake909@outlook.com,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,0,1,2
hotspice194@gmail.com,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2
lostshirt339@yahoo.com,2,2,0,1,1,1,0,0,0,2,1,2,2,2,2,2,2,2,1,1
foldingrug539@yahoo.com,2,1,2,0,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1
moistbeans966@163.com,1,2,2,0,1,0,1,2,0,2,2,2,1,2,1,2,2,2,1,1
acienthat377@qq.com,1,2,2,2,1,2,1,2,0,2,2,2,1,1,1,1,0,2,2,1
oldspice866@163.com,1,2,0,2,1,2,2,0,0,2,1,2,1,1,2,2,1,2,1,2
foldingwindow502@yahoo.com,1,0,2,2,2,1,0,1,2,2,2,1,1,2,2,2,1,1,1,2
foldingwindow54@yahoo.com,2,2,1,2,2,2,1,2,0,1,1,2,2,1,1,2,2,1,1,1
slimyhat932@yahoo.com,1,2,2,2,1,0,2,2,2,1,1,1,2,2,2,1,1,1,2,1
mostlyshirt500@163.com,2,1,2,2,2,0,2,2,2,1,1,1,1,0,2,0,0,2,1,2
soiledwindow985@yahoo.com,1,2,1,2,1,0,2,2,2,1,1,1,1,2,1,2,2,1,2,2
freshyskates489@yahoo.com,2,1,1,2,1,2,0,2,1,1,2,1,1,1,2,2,2,2,1,2
freshytire380@163.com,2,1,1,2,1,2,0,2,2,1,2,2,1,2,1,1,2,1,2,1
acientrug266@gmail.com,1,2,1,2,2,2,1,1,2,1,1,0,2,2,1,1,1,2,2,2
dirtyshoes356@yahoo.com,2,2,0,2,2,1,0,2,0,2,1,2,1,2,1,1,0,0,2,2
usedcola992@yahoo.com,2,2,1,2,0,2,0,2,1,2,1,2,1,1,1,2,2,2,1,1
freshyhat343@gmail.com,2,2,2,2,2,1,1,2,0,1,1,2,2,2,0,0,2,1,1,1
oldwindow763@yahoo.com,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2
foldingskates208@gmail.com,2,1,0,2,2,2,0,0,2,2,1,1,2,0,1,2,2,2,1,1
milkyblanket205@yahoo.com,2,2,2,2,1,0,2,2,2,2,1,2,0,1,0,1,1,2,1,1
acientblanket702@qq.com,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1
coldhat974@gmail.com,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1
freshycola351@qq.com,1,2,1,2,0,0,1,2,2,2,2,2,1,1,0,1,2,1,2,2
hotspice48@qq.com,2,1,0,0,2,1,2,2,0,2,2,1,0,2,2,1,2,1,2,1
newsnake379@163.com,1,0,2,0,2,2,1,1,0,2,1,2,2,2,2,2,1,1,1,2
foldingshack729@gmail.com,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2
freshybread731@163.com,2,0,0,0,1,2,2,2,0,2,1,2,1,2,2,1,1,1,2,2
soiledblanket652@gmail.com,2,1,1,0,0,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2
retiredcup377@gmail.com,2,1,1,0,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2
dailycup813@yahoo.com,2,2,0,2,2,2,2,1,2,1,2,1,1,1,1,0,1,0,2,2
soiledsub246@outlook.com,2,2,0,2,1,2,2,1,0,2,1,1,2,0,1,1,2,1,2,2
slimyshack348@163.com,2,2,2,1,1,1,0,2,2,1,1,2,2,0,2,1,2,1,2,1
hotsnake893@163.com,1,0,2,0,2,1,2,2,1,1,2,1,2,2,1,2,2,1,0,2
replacementshoes858@gmail.com,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2
extrarug864@qq.com,2,2,2,0,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1
extracola140@gmail.com,0,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2
coldskates556@163.com,2,1,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2
deepshack879@outlook.com,2,2,2,2,2,0,0,0,0,1,1,2,1,1,2,2,2,1,0,2
acientrug262@gmail.com,2,1,1,1,1,2,2,1,0,1,2,1,1,1,2,2,2,2,2,2
tiredtide263@outlook.com,1,2,2,1,2,2,0,2,1,2,1,0,2,0,2,1,2,2,1,1
extrablanket867@gmail.com,2,2,0,2,2,0,2,2,0,1,2,2,0,2,0,1,0,1,2,1
extrabread553@qq.com,1,1,1,0,2,0,2,2,2,1,1,1,2,2,1,2,2,1,2,2
buriedtire207@gmail.com,2,1,1,2,2,2,2,2,0,2,2,2,0,0,2,1,1,1,0,1
moistshirt918@163.com,2,1,0,1,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1
fishydrum493@yahoo.com,1,2,2,2,1,2,2,2,0,2,2,1,2,1,1,1,1,1,1,2
replacementshirt545@gmail.com,1,0,0,1,2,2,0,2,1,2,1,2,2,1,2,1,2,2,2,1
clamytire651@gmail.com,2,0,1,2,0,1,0,0,0,2,2,2,0,2,1,2,1,2,2,2
newsnake550@yahoo.com,1,2,2,0,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2
clamyjeep169@163.com,1,2,2,1,1,1,0,2,0,2,2,1,2,2,2,1,2,2,1,1
slimyhat636@outlook.com,0,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2
losthat823@gmail.com,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2
mostlyspice339@gmail.com,2,1,1,2,2,2,2,2,2,1,2,0,1,1,1,1,2,1,1,2
foldingshack252@yahoo.com,2,2,2,0,2,1,2,1,2,1,2,0,2,1,0,1,1,2,1,2
buriedwindow446@outlook.com,1,2,1,2,2,2,2,0,0,0,2,1,1,2,0,2,2,2,1,0
foldingrug197@outlook.com,1,0,2,1,2,2,2,1,2,2,2,1,2,1,1,1,0,2,1,2
drybeans185@163.com,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,0,1,1,1
fishyspice176@qq.com,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,0,2,2
dirtysnake317@163.com,2,2,1,0,1,0,2,2,2,2,1,2,2,2,1,1,1,1,0,2
soiledtide149@qq.com,1,1,1,2,2,1,0,2,1,2,1,1,0,2,2,2,1,2,2,2
foundbread558@outlook.com,1,2,2,2,2,1,2,2,1,2,1,2,2,2,0,1,1,0,1,0
freshybread143@gmail.com,2,2,1,1,1,0,1,2,1,2,2,2,1,2,0,2,2,2,1,1
fishyshack946@163.com,2,1,2,2,1,1,0,1,0,2,2,2,0,2,2,1,1,2,1,2
acientsnake555@gmail.com,2,2,1,1,2,0,2,1,2,0,2,2,1,2,2,1,2,1,1,1
soiledskates976@163.com,2,1,1,2,1,1,0,1,2,2,2,0,2,0,2,2,2,2,0,1
soiledbeans664@outlook.com,2,1,1,2,1,0,0,2,2,0,1,2,2,2,0,2,0,2,1,2
coldsnake463@outlook.com,1,2,2,2,1,1,0,1,2,2,1,1,2,0,1,2,2,2,2,1
usedblanket979@163.com,2,2,0,1,1,1,2,0,2,2,1,0,2,2,2,2,0,1,1,2
buriedbeans162@outlook.com,2,2,2,1,2,2,1,1,0,1,1,2,2,1,2,1,2,2,0,1
foundskates539@outlook.com,2,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2,1,0,1,1
deepblanket891@outlook.com,1,2,1,2,1,1,1,0,0,2,1,2,2,0,2,2,1,2,2,2
acientshoes397@163.com,2,2,0,0,2,1,1,0,2,2,2,2,2,2,1,0,1,2,1,1
coldchrysler584@outlook.com,1,2,2,0,0,2,1,0,2,2,1,1,2,1,2,2,2,1,1,2
foldingskates613@gmail.com,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1
foldinghat152@qq.com,2,1,1,1,2,2,1,2,0,0,2,1,1,2,2,2,1,1,2,2
dirtyshack540@gmail.com,1,2,1,2,1,1,0,2,1,2,2,1,2,2,1,1,2,1,2,2
newhat705@yahoo.com,0,1,2,2,1,2,2,1,0,1,2,2,1,0,2,1,1,2,2,2
soiledshoes971@163.com,1,2,0,0,2,1,2,2,0,2,2,1,2,2,2,1,1,1,1,2
newjeep444@outlook.com,1,2,2,0,1,1,2,2,0,1,2,1,2,2,2,1,1,1,2,2
retiredsnake534@outlook.com,1,2,0,1,2,2,2,0,0,0,2,2,1,1,1,2,1,2,2,2
buriedtide794@163.com,1,0,2,2,2,2,0,0,1,2,2,2,1,1,2,1,2,2,1,1
dirtyrug889@163.com,2,1,2,2,2,1,2,0,2,1,1,2,2,1,1,2,0,2,0,1
clamyshirt749@163.com,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,1
mostlyspice127@gmail.com,2,0,2,0,2,0,2,2,2,1,2,1,1,1,2,2,2,1,1,1
usedcola500@yahoo.com,2,0,2,0,1,0,2,2,2,2,2,1,1,0,0,2,2,1,2,0
drycup651@163.com,2,2,1,0,1,1,2,2,0,2,2,2,1,2,1,1,1,2,2,1
buriedcola618@gmail.com,1,2,2,1,1,0,1,1,2,2,0,2,2,2,2,1,1,2,1,2
usedspice992@gmail.com,2,1,0,2,1,2,0,1,2,2,1,2,2,2,0,1,2,1,1,2
retiredchrysler146@outlook.com,1,2,2,2,0,1,0,2,0,2,2,2,0,2,2,1,0,0,1,2
foldingcola121@163.com,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1
buriedcup356@outlook.com,2,1,2,2,2,2,0,2,0,2,0,2,1,1,2,1,0,2,1,1
slimybread561@yahoo.com,1,2,2,0,2,2,2,2,0,1,2,1,1,0,1,2,1,2,2,1
deepcola862@outlook.com,1,0,2,0,1,2,2,1,0,0,2,2,1,1,1,2,2,2,2,2
newskates92@gmail.com,0,2,0,0,2,2,0,1,2,2,2,1,2,2,1,0,2,1,1,2
oldjeep399@outlook.com,1,0,2,0,2,2,0,1,0,2,2,1,2,2,1,2,1,2,1,2
deepcola71@qq.com,1,2,2,2,1,1,0,2,1,0,2,1,2,2,2,1,1,2,1,2
replacementsnake675@outlook.com,2,1,1,0,1,2,0,1,2,2,2,2,1,2,2,2,0,1,2,1
clamyspice605@yahoo.com,2,2,1,2,1,2,1,1,2,2,2,2,1,1,0,2,1,1,1,2
oldsnake198@outlook.com,1,2,0,0,2,2,0,2,0,2,1,1,2,1,2,1,2,1,2,2
moisttide935@gmail.com,1,2,1,2,2,2,1,2,1,2,0,1,2,2,2,1,1,1,1,2
oldchrysler400@163.com,1,2,1,2,1,1,0,2,2,1,2,0,1,2,2,1,2,2,2,1
lostdrum631@163.com,1,2,2,0,1,2,2,2,0,1,1,1,1,2,2,2,2,0,2,0
foundhat698@outlook.com,2,2,1,0,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1
hottire211@outlook.com,1,2,1,2,1,1,0,2,2,1,2,2,2,0,1,1,2,0,2,2
fishyspice921@outlook.com,1,2,2,2,2,2,0,0,2,1,1,1,0,2,2,2,1,1,1,2
slimytire345@gmail.com,1,2,1,2,1,2,0,2,2,1,2,2,1,1,2,1,2,1,1,2
slightlyhat370@outlook.com,1,2,2,0,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1
replacementbeans665@yahoo.com,2,2,2,1,2,2,1,2,0,1,1,1,0,2,1,1,2,0,2,2
tiredhat748@yahoo.com,1,2,2,0,2,2,0,1,2,1,2,1,1,2,1,1,2,2,2,1
tiredsnake664@outlook.com,2,2,0,0,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2
soiledsub30@qq.com,1,2,0,0,2,0,2,2,2,2,0,1,1,1,2,2,0,0,2,2
dryjug552@gmail.com,2,2,2,0,2,2,0,1,1,0,1,1,1,2,1,2,2,2,2,1
mostlytire131@gmail.com,1,2,2,2,2,1,0,1,1,2,1,2,2,2,1,1,1,2,1,2
freshyjug19@outlook.com,2,2,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2
newdrum817@outlook.com,1,2,1,0,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2
hotshirt172@qq.com,1,1,1,2,2,2,2,2,0,2,1,1,1,1,2,2,1,2,2,1
moistshoes107@qq.com,2,0,0,2,0,0,1,2,2,2,1,2,2,1,2,2,2,1,0,1
deepshirt307@yahoo.com,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,0
mostlyjeep956@outlook.com,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2
milkyrug473@yahoo.com,0,2,2,0,2,1,0,1,0,0,2,2,2,1,1,1,2,2,2,2
deepshoes686@163.com,1,2,1,0,2,2,1,2,2,1,1,2,1,1,0,2,2,1,2,2
slightlybread757@yahoo.com,1,2,1,0,2,2,2,2,0,1,1,2,2,0,2,0,2,1,2,1
fishytire276@gmail.com,0,1,2,0,0,2,2,2,2,1,1,2,1,2,1,2,2,0,0,2
dailyspice363@outlook.com,1,2,2,2,1,2,0,1,0,2,1,2,0,1,2,2,2,2,1,1
buriedblanket902@outlook.com,1,0,2,2,1,0,0,2,2,0,1,2,2,0,2,2,0,1,2,2
mostlycup968@yahoo.com,2,1,2,2,1,2,2,1,2,0,2,0,2,0,1,1,1,2,2,1
dailyskates789@outlook.com,2,2,1,0,1,2,2,0,0,1,2,1,2,1,2,1,2,2,2,1
acientjeep537@163.com,2,0,2,0,2,0,0,2,1,2,1,2,1,2,0,0,2,1,2,2
oldsnake346@yahoo.com,1,1,2,1,2,2,0,2,1,1,1,0,2,1,2,2,2,2,1,2
retiredtire193@yahoo.com,2,1,1,0,1,0,2,2,2,2,1,2,1,2,1,1,2,1,2,2
slightlytire383@qq.com,1,2,0,1,2,0,1,2,2,2,2,2,1,2,1,1,1,2,1,2
dailywindow99@gmail.com,2,2,1,0,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2
newchrysler335@outlook.com,2,1,1,0,1,2,2,2,0,2,2,1,2,0,1,2,2,2,1,0
newspice255@outlook.com,2,2,2,0,0,2,2,2,0,2,2,1,2,0,1,1,0,1,2,1
dailytire90@gmail.com,2,1,1,2,2,0,2,0,0,2,1,2,0,1,2,2,1,1,2,2
freshybike323@yahoo.com,2,2,0,0,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2
tiredspice581@qq.com,2,2,1,1,1,2,2,1,2,1,2,0,1,0,2,1,2,1,2,2
soiledhat544@outlook.com,1,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1
freshytide12@gmail.com,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1
dailytire844@yahoo.com,1,2,2,0,2,2,0,2,0,1,1,1,2,2,1,1,0,2,2,2
slimychrysler684@yahoo.com,2,1,1,2,1,1,2,1,2,2,2,0,2,1,1,2,2,0,2,1
mostlyblanket992@qq.com,0,0,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1
extrachrysler578@outlook.com,1,0,2,0,1,1,2,2,2,1,2,2,0,1,2,2,1,1,2,2
freshyshoes711@gmail.com,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,0,2,1,1,2
oldwindow820@qq.com,1,2,2,0,1,1,0,2,1,1,2,0,2,2,2,2,2,1,2,1
retiredsub891@163.com,1,1,1,1,1,1,2,2,2,2,2,0,2,1,2,2,1,1,2,2
foundwindow771@qq.com,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1
fishyjug865@163.com,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,2,0
clamyblanket985@qq.com,1,2,1,0,1,2,2,2,1,2,1,1,0,1,1,2,2,2,2,2
foundhat579@gmail.com,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2
buriedjeep883@163.com,1,2,2,2,1,2,0,2,2,1,2,1,1,1,1,2,1,2,2,1
slimyshirt299@163.com,2,2,1,1,1,2,2,1,0,0,2,2,2,0,1,2,2,2,1,1
slightlyshoes531@qq.com,2,1,1,0,1,2,2,2,0,2,1,1,2,1,2,1,2,2,1,2
tiredbike897@qq.com,2,1,1,0,1,0,2,0,1,0,2,1,2,2,2,2,1,2,2,2
clamyjeep185@163.com,1,2,2,0,1,1,1,2,1,2,2,0,2,2,1,1,2,1,2,2
lostblanket503@163.com,2,1,1,2,2,0,2,1,0,2,1,1,1,2,1,2,2,1,2,2
foundsub311@yahoo.com,0,2,1,0,1,1,2,1,2,2,2,1,2,2,0,2,2,1,1,2
milkybeans665@163.com,1,0,2,1,2,0,2,2,0,1,2,1,2,0,1,2,2,2,2,1
extrawindow359@outlook.com,2,2,0,2,2,2,2,1,1,2,1,2,1,1,1,2,2,0,0,1
dirtytire674@outlook.com,0,1,1,2,1,2,2,1,2,2,2,2,0,2,0,1,2,1,2,1
clamyrug518@163.com,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1
milkyhat906@gmail.com,2,0,2,2,2,0,2,0,2,0,1,2,1,0,1,1,2,2,2,0
soiledshack25@qq.com,2,1,2,1,2,2,2,1,2,1,2,1,0,1,2,1,2,1,2,1
slightlytide674@outlook.com,1,2,2,0,0,2,0,0,1,1,2,2,2,2,2,2,0,1,1,2
buriedjug172@yahoo.com,1,2,1,0,1,1,2,0,1,2,2,2,2,1,1,2,2,2,1,2
buriedblanket280@gmail.com,1,1,0,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2
usedspice200@qq.com,1,0,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,0,2,1
acientsub492@gmail.com,2,2,0,2,1,1,0,0,2,2,2,1,1,2,1,2,1,2,2,0
replacementsnake137@gmail.com,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2
slimybeans326@gmail.com,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1
extrabeans516@gmail.com,1,0,2,0,2,2,2,2,2,1,0,2,1,2,0,1,1,2,1,2
hotcup894@163.com,0,1,1,2,1,2,2,2,1,1,2,0,1,1,2,2,2,2,1,2
fishywindow737@yahoo.com,2,1,1,2,2,1,2,1,0,2,2,2,1,2,1,2,1,0,1,2
extrashoes369@outlook.com,2,2,1,2,1,1,0,0,0,2,1,2,2,1,2,2,1,2,1,2
dirtybeans888@outlook.com,0,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2
dirtysnake957@gmail.com,2,0,1,2,1,1,0,2,1,1,2,1,2,2,2,1,2,1,2,2
dirtyjug352@gmail.com,2,2,1,0,2,0,2,1,2,1,1,2,2,1,1,2,2,2,1,0
freshyskates966@gmail.com,0,0,1,2,2,1,2,1,0,2,2,2,2,2,1,2,1,1,2,1
milkydrum700@yahoo.com,2,2,2,0,2,1,0,1,0,2,2,1,1,1,2,2,2,1,1,2
foldingblanket123@qq.com,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1
usedrug181@yahoo.com,2,1,0,2,2,2,2,2,2,0,1,1,1,1,2,1,0,1,2,2
retiredtide905@qq.com,2,1,0,2,2,0,2,0,2,1,1,0,2,2,2,2,1,2,1,1
replacementshoes847@qq.com,2,2,2,2,1,0,0,1,0,0,2,2,2,2,2,1,2,1,1,1
slightlywindow776@yahoo.com,0,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,0,1,2
moistdrum752@qq.com,1,1,1,2,2,2,2,2,2,1,1,2,0,0,1,2,1,2,1,2
buriedspice543@yahoo.com,2,2,0,0,1,2,2,0,0,2,1,2,2,2,1,1,2,0,1,2
acientbike19@outlook.com,1,1,2,2,2,2,2,1,2,1,2,0,2,1,2,1,0,1,2,1
fishyblanket809@outlook.com,1,1,1,2,2,2,2,0,0,2,2,2,2,1,1,1,1,0,2,2
buriedhat948@gmail.com,1,1,0,2,0,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2
foldingwindow359@outlook.com,2,1,0,2,2,2,1,1,2,0,1,1,2,2,2,1,0,2,2,1
hotrug368@outlook.com,2,1,2,0,1,2,0,1,2,2,1,2,1,2,1,2,0,1,2,2
tiredshack292@gmail.com,2,2,2,2,1,2,0,2,0,2,1,1,2,1,2,1,1,1,1,2
dailytire690@qq.com,0,1,0,0,1,2,0,2,0,2,2,2,2,1,2,2,0,2,2,0
deepblanket774@outlook.com,1,1,2,1,1,1,0,2,0,1,2,1,2,2,2,1,2,2,2,2
moistbike306@yahoo.com,2,1,1,0,1,2,0,2,2,2,2,1,2,2,2,0,1,1,1,2
lostrug518@qq.com,2,2,1,1,1,1,0,2,2,1,2,2,1,1,0,2,2,2,2,1
buriedtire678@yahoo.com,2,2,1,0,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2
newbread222@outlook.com,0,1,2,2,2,0,2,1,2,1,2,2,2,1,1,2,2,1,1,1
clamyspice389@163.com,2,2,0,0,2,2,2,1,2,2,2,1,0,2,0,1,0,2,1,1
soiledtide430@outlook.com,2,2,2,1,1,2,2,0,2,1,2,0,1,1,1,2,1,1,2,2
slimytire237@gmail.com,2,2,2,2,0,1,0,0,2,2,1,2,1,0,1,2,2,1,2,1
lostrug937@outlook.com,2,2,1,0,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2
fishychrysler416@163.com,2,0,2,0,2,1,1,1,1,1,1,2,2,2,2,2,0,1,2,2
extraskates512@qq.com,2,1,2,2,2,2,0,2,0,1,1,2,1,1,2,1,1,2,1,2
foundrug2@yahoo.com,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2
deeprug165@outlook.com,2,1,1,2,0,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2
oldsub430@yahoo.com,1,2,1,2,2,1,0,1,2,2,1,2,1,2,1,1,1,2,2,2
foundbeans91@163.com,1,2,2,0,2,2,2,2,1,0,1,1,2,1,2,2,2,1,1,1
