email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28
newspice255@outlook.com,2,2,2,1,1,1,1,0,2,2,1,2,2,0,2,2,2,2,2,1,1,0,0,1,1,0,2,2
usedspice200@qq.com,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,0,2,1,2,1,1,0,1,2,1,0,2,1
coldsub442@outlook.com,0,1,0,2,1,0,1,2,0,2,1,2,2,1,2,1,2,1,1,2,2,0,0,2,2,2,2,2
extrabread562@outlook.com,2,1,0,2,2,1,0,1,2,1,1,2,1,2,2,0,1,1,0,2,2,2,2,2,2,0,1,2
freshyjug19@outlook.com,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2
milkydrum700@yahoo.com,2,1,2,2,0,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,0,1,2
newskates92@gmail.com,1,2,0,0,2,1,1,2,2,0,2,2,2,2,0,2,1,2,1,2,1,1,1,2,1,2,1,2
soiledsub160@yahoo.com,0,1,2,2,0,2,2,1,2,2,0,2,0,2,0,2,1,0,1,1,1,2,1,1,2,2,2,2
moistbike627@163.com,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,0,2,1,1,2,2,2,1,2
dryrug490@yahoo.com,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,0,2,2,1,2,1,2
foldingcup786@163.com,2,0,1,2,2,1,1,2,2,1,2,0,2,2,2,1,2,1,0,2,2,2,1,2,0,1,1,1
lostskates583@163.com,2,2,2,2,2,1,1,2,2,1,0,2,1,1,1,2,1,1,2,0,2,0,2,1,1,1,2,2
tiredchrysler382@163.com,1,1,2,2,2,1,1,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,0,2
deepshack742@gmail.com,0,1,2,1,0,1,2,1,1,2,0,2,2,2,0,1,2,0,2,0,2,2,2,2,1,1,2,2
dirtysnake278@outlook.com,1,2,0,2,0,2,2,2,2,2,0,2,0,2,1,2,1,2,0,1,0,2,1,2,2,1,1,0
buriedspice689@qq.com,2,1,0,2,2,1,1,2,1,1,1,2,0,2,2,2,1,2,2,1,1,2,1,2,1,2,2,0
mostlyrug152@qq.com,2,2,2,2,1,2,2,2,1,1,1,2,0,0,2,2,2,0,0,1,2,2,2,1,0,0,1,0
mostlyhat50@yahoo.com,2,2,0,1,2,2,2,1,1,1,1,2,0,1,2,1,2,1,2,1,2,2,2,1,1,0,2,2
dailywindow783@qq.com,2,1,1,1,2,2,2,1,2,0,2,1,2,2,0,2,1,2,2,2,1,2,2,1,1,1,1,1
soiledtide430@outlook.com,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,2,0,1,2,2,1,1,1,2,1,2
newbike169@gmail.com,0,2,0,2,0,2,2,0,0,1,1,0,2,1,2,2,2,2,1,1,2,2,2,1,0,1,2,2
deepshoes823@gmail.com,2,2,0,1,0,2,1,2,0,2,1,1,1,2,2,2,2,1,0,1,2,1,1,2,2,2,2,0
replacementtide904@outlook.com,2,1,0,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,0,1,1,2,1,1,2,1,1,1
tiredsnake664@outlook.com,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2
foundtire500@gmail.com,2,2,2,1,0,1,1,0,2,1,2,2,0,1,1,0,1,1,0,2,2,2,1,2,2,2,2,2
foldingtire66@outlook.com,2,1,0,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,0,2,1,0,1,1,1,2,2,2
coldskates31@gmail.com,0,1,0,2,2,2,1,1,1,1,2,0,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1
slimywindow631@163.com,2,1,0,1,2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,0,1,2,1
mostlywindow259@qq.com,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,0,1,2,2,1,2,1,2,1,1,1,1,2
freshyblanket717@outlook.com,2,1,0,2,0,1,2,0,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,0,2,2
newjeep849@qq.com,1,2,2,2,0,1,1,1,1,2,0,2,0,2,2,1,2,0,2,2,1,0,2,2,1,1,2,2
clamyshack71@qq.com,1,2,2,2,0,2,2,2,0,1,0,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2
foundshack286@163.com,0,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,0,1,2,1,0,1,2,2,1
soiledsub425@163.com,2,2,0,2,2,2,1,2,1,2,1,1,0,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1
slightlysub732@qq.com,2,1,2,2,1,1,1,2,1,2,2,2,1,2,0,1,1,2,2,0,2,2,1,1,0,2,2,1
dailytire690@qq.com,0,1,0,1,0,1,1,1,2,2,0,2,0,2,2,2,2,2,0,1,2,2,2,2,0,1,2,2
lostdrum416@163.com,2,0,2,0,0,1,2,1,1,2,2,1,0,0,2,2,2,2,2,2,0,1,2,2,0,2,1,1
burieddrum36@qq.com,2,1,2,1,0,2,1,2,2,2,2,1,1,0,2,0,1,1,2,2,1,2,2,2,1,1,1,2
hottide167@outlook.com,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,0,2,1,1
fishyspice176@qq.com,2,1,0,1,2,2,0,2,2,1,2,0,2,1,2,2,1,2,1,1,1,1,2,0,2,0,2,2
retiredblanket962@yahoo.com,2,2,2,1,2,2,0,2,1,0,0,0,2,1,2,0,2,2,0,2,1,2,1,2,1,2,1,0
usedspice635@gmail.com,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,0,1,1,0,2,2,1,2,0,1,1,2,2
dailyspice289@gmail.com,0,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,0,1,1,1,1,1,2,2,2
mostlyshoes535@gmail.com,1,1,0,2,2,2,2,2,1,1,1,2,1,2,0,2,1,2,2,0,1,1,1,2,1,2,2,2
hotbike143@outlook.com,2,2,2,1,2,2,0,1,2,0,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1
clamyshirt500@qq.com,0,1,2,2,0,1,2,2,1,2,1,1,1,0,0,0,2,2,2,0,2,2,0,2,2,2,2,0
deepbread546@qq.com,1,1,1,1,2,1,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2
fishydrum493@yahoo.com,2,2,2,2,0,2,2,0,2,1,2,2,1,2,1,2,1,2,2,0,1,1,1,1,1,2,1,1
foldingspice737@gmail.com,2,2,0,1,1,1,0,2,0,2,0,1,2,2,2,1,1,2,1,2,2,0,1,2,2,2,1,2
foldingtide644@gmail.com,2,2,0,1,0,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1
coldrug83@yahoo.com,2,1,2,1,0,2,2,1,1,2,2,0,0,0,0,2,2,2,2,1,0,0,1,2,2,2,2,1
hotsnake274@yahoo.com,1,2,0,2,2,1,2,0,1,2,2,2,2,2,1,2,1,1,2,2,1,0,1,0,0,0,2,2
foldingcup778@outlook.com,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,0,1,1,2,2,1,0,0,2,1,1,1,2
lostjug315@yahoo.com,2,2,2,1,1,1,2,1,1,2,0,2,1,2,2,1,1,2,0,2,1,2,2,2,2,1,1,1
acientsub492@gmail.com,2,2,1,2,2,1,2,2,2,1,2,2,2,0,1,1,1,2,1,0,1,2,1,1,2,2,1,0
dirtydrum825@gmail.com,2,0,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,1
milkydrum471@163.com,2,1,2,1,1,1,2,2,2,2,1,2,1,2,0,2,1,1,2,0,2,1,2,2,1,2,1,1
newsnake440@gmail.com,0,1,2,1,2,2,1,2,2,2,1,0,2,1,2,2,1,2,0,0,2,1,1,1,0,2,2,2
lostbread363@gmail.com,2,1,2,1,2,1,2,2,2,2,2,1,1,0,1,1,2,1,1,2,1,2,2,1,2,1,2,0
slightlyhat250@gmail.com,2,0,0,1,0,2,1,1,2,2,1,1,0,2,2,2,2,1,2,2,2,0,2,1,1,1,2,2
deeptide738@gmail.com,2,2,1,1,0,1,1,1,2,2,2,1,1,1,2,1,2,2,0,2,1,2,1,2,2,2,1,2
tiredskates86@yahoo.com,2,1,2,2,0,2,2,1,1,2,2,2,0,2,1,2,1,2,1,1,1,2,2,1,1,0,1,2
freshybread696@163.com,1,2,0,1,2,1,1,2,2,1,2,1,2,2,2,0,2,2,2,2,1,0,1,2,2,0,1,0
tiredsub722@163.com,0,2,0,2,2,2,0,0,2,1,1,2,2,0,0,2,2,2,0,0,1,0,1,1,2,2,2,2
freshyskates489@yahoo.com,2,1,0,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,0,2,2,1,2,2,2
fishytire276@gmail.com,0,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,0,2,1,2
mostlycup165@yahoo.com,2,1,2,2,0,1,1,0,2,0,1,2,0,1,2,2,2,2,0,0,0,2,2,0,2,2,2,1
extrarug864@qq.com,2,2,2,0,2,2,2,2,1,1,0,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1
lostblanket503@163.com,2,1,2,1,0,1,2,2,1,1,1,2,2,2,2,1,1,0,0,2,2,0,2,2,0,1,2,2
freshyskates966@gmail.com,0,1,0,1,2,2,2,2,2,1,2,0,1,2,2,1,2,2,0,2,2,2,1,0,2,1,1,1
buriedjeep883@163.com,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,0,2,2,1
dailybread914@gmail.com,0,2,1,0,1,2,1,1,2,2,2,1,2,0,1,1,2,2,1,1,2,2,2,2,1,2,2,1
retiredtide905@qq.com,0,2,0,1,2,1,2,1,2,1,2,1,2,1,2,0,2,2,2,0,1,2,2,2,1,1,2,1
slimyshoes919@yahoo.com,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,0,1,2,0,2,2,1
buriedtide794@163.com,0,1,2,2,1,1,2,2,2,2,0,2,1,2,2,2,1,1,0,0,1,2,1,2,2,1,1,2
dailybeans981@gmail.com,2,2,2,1,0,2,0,2,2,1,0,1,1,2,1,2,1,0,1,2,2,1,2,0,2,2,1,2
usedshirt865@qq.com,2,1,2,2,1,1,1,1,0,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2
usedrug181@yahoo.com,2,1,1,1,2,2,2,1,2,2,2,2,0,2,1,1,2,0,2,0,2,1,1,1,0,2,1,2
hotsub233@gmail.com,2,2,2,2,1,1,2,2,2,2,1,1,2,0,2,1,1,1,2,0,1,2,1,2,1,1,1,2
acientbread18@outlook.com,0,1,1,0,2,1,2,2,2,0,0,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,1
acientcup466@gmail.com,2,0,1,1,2,2,1,0,2,0,2,2,0,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1
replacementchrysler733@163.com,2,1,0,2,2,2,1,0,1,1,2,2,1,1,1,2,1,1,0,2,2,2,2,2,2,2,1,0
slightlyjeep732@163.com,2,1,0,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,0,2,1,2,2,2,1
lostshoes790@163.com,2,2,0,1,1,1,0,2,1,1,2,2,0,2,2,2,2,0,2,1,1,2,0,2,2,0,1,2
extraskates465@qq.com,2,1,2,1,2,1,2,2,1,2,1,2,2,0,2,1,2,1,2,2,1,0,1,1,1,0,2,2
buriedbread907@outlook.com,2,1,1,1,0,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2
usedhat751@qq.com,0,1,0,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2
foundjug643@yahoo.com,0,2,2,2,2,1,2,2,2,2,0,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1
buriedwindow446@outlook.com,0,1,2,1,2,1,2,2,1,2,0,0,2,1,2,2,2,2,0,2,2,1,1,1,2,2,1,1
acientbread947@163.com,2,2,1,1,1,2,0,2,2,2,2,1,1,2,1,2,2,1,1,1,2,0,2,1,2,2,1,1
milkyrug604@yahoo.com,2,1,0,2,2,2,2,0,0,1,2,1,2,1,2,2,1,1,2,0,1,2,1,2,0,1,2,2
deepcup89@qq.com,1,1,2,1,0,1,1,2,2,2,2,2,2,2,0,1,1,2,2,0,2,2,1,1,1,2,2,0
hotshack160@outlook.com,2,2,2,1,2,2,1,2,0,2,0,1,2,0,2,0,2,0,0,2,1,2,1,1,1,1,2,2
mostlycup968@yahoo.com,2,1,2,1,2,2,2,1,2,1,0,0,2,1,1,2,1,1,2,0,1,2,2,1,2,1,2,2
slimycup306@yahoo.com,2,2,2,1,1,1,2,2,2,2,0,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2
tiredtire843@163.com,2,2,2,1,2,1,2,2,2,2,2,1,0,0,1,0,1,1,2,1,1,2,1,2,2,2,1,1
buriedwindow794@yahoo.com,2,2,2,1,0,1,1,2,1,1,2,2,0,2,2,0,1,2,0,0,2,2,2,1,2,1,2,0
mostlyrug653@gmail.com,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,0,0,2,1,1,1,1,1,2,1
oldjug810@qq.com,2,1,2,1,1,0,0,2,1,2,2,2,1,2,1,2,2,2,2,0,2,1,1,1,0,2,1,2
milkychrysler100@gmail.com,2,2,2,1,1,1,1,1,2,2,0,1,0,2,0,1,1,2,1,2,2,2,2,2,1,2,1,2
deeprug190@yahoo.com,2,1,1,2,0,2,2,0,1,1,2,2,1,1,2,2,1,1,1,2,2,0,1,1,2,2,2,2
buriedrug530@outlook.com,0,1,0,1,2,2,2,2,2,2,0,2,0,2,2,1,1,2,0,2,1,0,0,1,0,2,2,2
replacementwindow606@outlook.com,2,2,2,1,0,1,2,1,2,1,2,2,0,2,1,1,2,1,0,1,1,2,2,2,2,2,0,1
coldcup782@qq.com,2,0,2,1,2,1,1,2,1,2,2,2,0,2,1,0,1,2,2,2,1,1,2,1,2,2,1,0
fishywindow973@outlook.com,0,1,0,2,1,2,0,2,1,2,0,2,0,1,0,2,1,2,2,2,2,1,2,1,1,2,2,2
dailybike78@163.com,0,2,0,2,0,1,2,1,1,2,1,2,1,0,2,2,1,1,2,0,2,1,2,2,0,2,2,2
lostrug682@163.com,2,2,2,2,1,1,1,2,1,2,1,2,0,2,0,2,2,1,2,0,1,2,1,1,1,2,2,1
newchrysler620@yahoo.com,0,2,2,2,0,1,0,1,2,1,2,2,0,2,1,2,2,2,0,2,1,0,2,1,1,2,0,2
coldsnake814@gmail.com,2,1,1,1,2,1,1,1,1,2,2,2,0,1,2,0,2,2,1,1,2,0,2,2,2,1,2,2
usedrug645@yahoo.com,0,2,0,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,2,0,1,2,2,2,0,2
milkysub801@163.com,0,1,0,2,0,2,2,1,2,0,2,2,0,1,2,1,2,2,0,2,2,1,0,1,2,1,2,2
replacementsnake675@outlook.com,2,2,0,1,1,2,2,0,1,2,2,1,2,2,1,1,1,2,0,2,2,1,2,1,2,1,1,2
slimyrug81@yahoo.com,1,2,2,2,0,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,0,2,2,2
coldchrysler992@163.com,2,1,2,2,1,1,2,1,2,1,0,2,1,0,2,2,2,2,2,1,1,2,1,0,1,1,2,2
foundshoes836@qq.com,2,2,0,2,1,1,1,2,2,2,2,1,1,1,2,2,2,0,2,2,1,1,2,1,0,2,1,1
soiledskates814@163.com,0,2,2,1,2,1,2,2,2,2,1,1,0,0,2,1,1,1,2,1,0,0,1,2,2,2,2,2
dryshirt414@163.com,0,2,0,1,2,2,0,1,1,2,2,1,2,0,2,2,2,2,0,2,0,1,2,1,2,1,2,1
acientjug849@gmail.com,2,2,2,1,0,2,2,1,0,2,2,2,0,2,0,2,2,0,0,1,1,2,1,2,2,1,1,1
drycup651@163.com,2,2,0,1,0,1,1,0,2,2,2,2,0,1,2,2,0,2,2,1,2,0,1,1,1,2,2,2
fishycola451@outlook.com,0,1,1,0,1,2,2,1,2,2,2,1,0,2,0,2,2,1,2,1,2,2,0,1,2,2,1,2
buriedjug927@qq.com,2,2,2,0,0,2,1,1,2,2,0,1,0,2,2,0,1,2,0,2,1,2,1,1,1,2,2,2
retiredblanket413@163.com,2,2,0,1,2,1,0,2,2,0,0,2,2,0,0,2,2,1,2,2,1,1,1,2,2,2,1,1
moistbeans966@163.com,1,2,2,1,2,1,2,0,2,1,2,1,2,2,1,2,2,1,2,2,1,0,2,2,1,1,1,1
replacementsnake137@gmail.com,0,1,2,0,2,1,2,2,1,2,0,2,1,1,2,1,1,2,2,2,1,0,2,1,2,1,2,2
soiledspice290@163.com,2,2,0,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2
deepshirt742@gmail.com,2,2,0,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2
moistspice183@outlook.com,1,2,2,0,2,1,0,2,2,0,0,2,1,0,2,1,2,1,0,2,2,2,2,1,1,2,2,1
freshycola351@qq.com,2,2,0,1,1,2,2,1,1,2,2,2,2,1,2,2,1,0,0,2,1,1,2,1,0,1,2,2
freshycola108@qq.com,1,2,2,2,2,1,0,1,1,1,1,2,2,1,1,2,2,2,1,0,2,0,2,2,2,1,1,2
fishybeans673@163.com,2,0,1,2,0,2,1,2,2,2,1,2,0,1,2,1,1,1,0,2,2,1,2,1,2,2,2,0
oldchrysler712@gmail.com,2,1,2,2,0,1,2,1,2,0,2,0,0,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1
slimytire42@gmail.com,2,1,2,1,0,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,0,2,1,2,1
extraskates217@163.com,2,2,1,2,1,1,1,2,1,0,2,0,1,0,1,2,2,2,1,2,1,2,0,2,2,2,1,2
extraskates390@qq.com,2,2,0,1,2,2,2,2,1,2,1,1,0,2,2,0,1,1,0,2,0,2,2,2,1,1,1,2
slightlyspice55@gmail.com,2,1,0,1,2,1,2,1,1,2,2,0,2,1,2,2,2,1,0,2,1,2,0,1,0,2,2,2
retiredbeans380@yahoo.com,0,1,0,1,1,2,1,2,0,1,2,1,0,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2
mostlyrug473@gmail.com,0,0,0,2,2,2,1,0,1,2,2,2,1,1,2,0,2,2,2,1,2,2,1,2,1,0,1,2
mostlyblanket918@163.com,2,1,2,0,0,1,1,2,2,2,0,2,2,0,2,0,1,2,0,2,1,1,2,2,2,0,0,2
milkyshoes608@gmail.com,1,1,0,1,0,2,2,1,1,2,1,2,2,2,1,0,2,2,2,1,2,1,2,2,1,2,2,1
extrasnake663@gmail.com,1,2,2,2,1,2,1,2,2,1,2,1,0,1,0,1,2,1,1,2,1,1,2,2,2,2,1,2
foldingwindow359@outlook.com,2,0,1,2,2,1,1,2,1,2,2,2,0,0,1,2,2,2,1,2,1,0,1,2,1,2,2,1
acientbike144@yahoo.com,2,1,2,2,1,1,2,0,1,0,2,2,2,0,2,0,2,1,2,2,1,1,2,1,2,2,1,1
replacementshoes137@outlook.com,2,1,2,1,0,0,2,2,2,1,1,2,0,1,2,2,1,0,0,2,2,0,1,2,1,2,2,2
oldchrysler227@outlook.com,2,1,2,1,2,1,1,2,2,2,0,2,0,2,2,0,1,1,2,1,1,1,2,2,2,1,1,2
mostlyjug823@yahoo.com,1,2,0,1,0,2,0,2,2,1,2,2,2,1,2,0,1,1,2,2,2,2,2,1,1,2,1,1
foldingshoes832@outlook.com,2,2,2,2,2,1,2,0,1,1,2,1,1,1,2,0,1,1,0,1,2,2,2,1,2,2,1,2
lostwindow390@gmail.com,0,2,0,2,0,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,0,1,2,2,2,0
extrabread553@qq.com,2,1,0,1,0,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2
soiledjeep158@outlook.com,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,0,2,2,1
buriedshoes758@outlook.com,0,2,2,0,2,2,2,0,1,2,2,2,2,1,0,1,1,0,1,0,1,2,2,2,1,2,1,2
deeptire735@gmail.com,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,0,2,0,0,1,1,2,2,2,1
foldingrug197@outlook.com,0,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,0,1,2,0,2,1,2
coldsnake85@qq.com,2,2,2,1,0,2,1,0,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,1,1
usedspice982@163.com,2,2,1,2,2,2,2,2,1,2,1,0,2,1,0,2,2,1,1,0,1,1,1,2,2,1,1,2
extracola545@yahoo.com,0,2,0,1,0,2,1,1,2,1,2,2,2,0,0,1,1,1,2,2,2,2,2,2,1,0,2,2
slightlywindow137@qq.com,2,1,2,2,2,1,2,2,2,1,1,0,2,2,1,2,1,0,1,1,1,2,1,2,1,1,2,2
retiredsnake534@outlook.com,1,2,2,1,2,2,2,2,0,1,1,1,1,0,1,2,1,2,1,1,1,2,2,2,2,2,2,1
slimyhat932@yahoo.com,0,1,2,1,2,2,1,2,0,2,2,2,0,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1
replacementshoes36@gmail.com,0,1,1,2,2,1,1,2,0,2,2,2,2,1,1,2,2,1,2,1,1,0,1,2,0,2,2,2
foldinghat165@qq.com,2,1,0,1,0,2,2,2,0,1,2,0,2,0,1,1,2,2,2,0,2,0,2,1,2,2,2,1
dryshoes626@gmail.com,2,2,2,1,0,1,1,2,2,2,2,1,0,2,2,1,1,2,2,2,1,1,1,1,2,2,0,1
retiredskates875@outlook.com,2,2,1,1,0,2,2,1,2,0,2,1,2,2,2,0,2,1,0,2,1,2,1,1,1,2,1,2
soiledshirt718@outlook.com,2,1,2,1,0,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,0,1,1
extrabike590@outlook.com,0,2,0,1,2,2,1,2,2,2,2,1,2,0,2,2,2,1,0,1,0,2,1,1,1,2,1,2
soiledhat176@outlook.com,2,1,0,1,0,2,2,1,2,1,1,1,2,1,2,0,2,2,2,2,1,1,2,1,2,2,2,1
freshyspice204@outlook.com,0,1,0,1,2,1,2,2,1,2,0,2,1,2,0,2,1,2,1,2,1,0,1,2,2,2,2,2
soiledrug174@yahoo.com,1,2,2,1,0,2,0,1,1,2,2,2,2,1,0,2,1,2,1,1,2,1,2,2,1,1,2,2
newtire896@gmail.com,0,1,0,2,0,1,1,2,1,2,1,1,2,2,0,2,1,2,2,0,2,2,2,1,2,2,0,2
foldingtire631@163.com,0,2,2,2,2,1,2,2,0,1,2,2,0,2,1,1,2,2,0,1,2,0,1,2,1,2,1,0
mostlytire665@163.com,2,2,2,1,0,2,1,2,0,0,2,1,2,1,1,0,2,1,2,1,2,2,2,0,1,0,2,2
mostlychrysler142@qq.com,2,2,2,2,2,1,2,0,2,2,1,1,1,0,1,0,2,2,2,1,1,1,2,2,1,2,1,1
coldshoes621@gmail.com,0,2,2,1,1,1,2,2,2,2,1,2,0,2,2,1,1,2,0,1,2,1,2,1,1,2,1,2
replacementspice591@163.com,0,1,0,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,0,0,1,2,2,1,2,2
coldhat974@gmail.com,0,2,2,1,1,2,2,1,2,2,2,1,0,2,1,2,1,1,2,2,2,2,2,1,0,1,1,1
milkywindow853@yahoo.com,1,2,0,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,0
lostshack328@gmail.com,0,0,1,1,2,2,2,2,1,1,2,1,0,1,1,2,0,2,1,2,2,2,2,2,2,0,2,1
coldblanket498@qq.com,2,2,2,1,1,1,2,1,1,2,2,1,2,0,2,1,2,0,1,2,1,2,2,1,1,1,2,2
dailywindow992@gmail.com,1,1,2,2,2,1,2,1,1,2,0,1,2,1,2,1,1,1,2,1,2,2,2,2,0,1,2,2
newbike624@outlook.com,2,2,2,2,2,1,0,1,1,2,2,2,2,2,0,1,1,2,1,1,2,0,2,1,2,1,1,1
acientblanket316@yahoo.com,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1
buriedjug172@yahoo.com,2,1,2,1,2,1,1,2,2,1,0,2,0,2,0,1,2,2,1,1,2,2,1,2,2,1,1,2
replacementskates777@yahoo.com,2,1,2,0,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1
milkyshoes757@yahoo.com,0,2,2,1,1,2,2,2,0,1,0,1,2,2,2,2,2,2,0,0,2,1,2,1,2,0,1,1
lostskates908@163.com,0,2,2,0,2,2,2,2,2,1,0,2,1,2,1,1,2,1,1,0,1,1,1,0,2,2,2,2
hotspice715@163.com,2,2,1,1,0,1,1,2,2,2,2,0,1,1,2,2,2,2,0,2,1,0,1,2,2,2,1,1
drybeans185@163.com,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,0,1,1,1,1,1,2
dirtydrum384@163.com,2,1,1,2,1,1,2,1,2,2,2,2,0,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2
fishyshack946@163.com,2,2,2,0,1,2,0,1,1,2,1,2,1,2,2,2,1,1,0,2,1,2,1,1,2,2,1,2
fishyrug380@163.com,2,1,2,2,2,1,2,0,2,1,2,2,0,2,2,1,1,2,0,2,1,0,1,2,1,2,0,1
hotshoes609@163.com,2,1,0,2,2,0,1,2,1,1,2,0,0,2,1,2,2,2,1,0,0,2,2,1,1,2,2,2
deepshack71@outlook.com,2,2,2,2,1,2,1,0,1,2,0,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2
foundhat698@outlook.com,2,2,2,1,0,2,1,2,2,1,2,1,2,2,2,0,2,2,1,0,1,0,1,1,0,2,2,1
retiredsnake808@gmail.com,0,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,0,1,1,1,1,2,2
retiredcola422@163.com,1,1,0,2,2,1,1,2,1,1,1,1,0,2,2,0,1,2,2,2,2,2,2,2,0,2,1,2
milkyspice620@qq.com,1,1,0,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2
dirtyjug352@gmail.com,2,2,0,1,0,0,1,0,1,2,2,2,2,2,2,1,2,2,0,0,1,1,2,2,2,2,1,1
replacementtide600@outlook.com,2,1,1,1,1,2,2,2,2,2,2,1,0,2,1,2,1,1,0,2,2,2,1,1,2,0,2,1
dirtybread769@gmail.com,2,2,1,1,2,1,1,1,2,0,2,1,2,1,2,2,1,1,2,0,1,2,2,2,1,1,2,2
newbread192@gmail.com,2,1,2,2,1,1,1,2,1,2,1,2,2,2,0,1,2,1,2,2,2,1,2,2,1,1,1,1
dirtysnake957@gmail.com,2,2,2,2,1,1,1,1,2,2,2,2,1,1,0,2,1,2,2,1,1,1,1,1,2,1,2,2
deepshack879@outlook.com,2,2,2,2,2,2,1,0,0,1,1,1,0,2,1,0,2,0,2,1,2,2,2,2,1,0,0,2
moistjug851@outlook.com,2,2,0,2,1,1,1,1,2,0,1,0,2,1,2,2,1,2,0,0,1,2,1,2,2,2,2,2
tiredshack292@gmail.com,2,2,2,2,0,1,2,2,2,0,1,2,0,2,2,0,2,0,0,2,2,0,1,1,1,0,1,2
