email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22
foldingdrum2@163.com,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2
soiledshack25@qq.com,2,1,2,0,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1
replacementshirt40@163.com,2,1,2,2,2,1,1,1,2,2,0,0,2,0,1,1,2,0,2,2,1,2
tiredhat204@163.com,0,1,1,0,1,2,1,0,2,1,2,2,2,1,2,2,2,2,2,2,1,0
milkychrysler100@gmail.com,2,2,2,1,1,1,1,1,1,2,1,0,0,2,2,2,2,1,2,1,2,2
slimytire237@gmail.com,2,2,2,2,1,0,0,1,1,2,2,2,0,2,0,1,1,2,2,1,2,1
milkyshoes608@gmail.com,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2
foundhat579@gmail.com,2,1,2,2,1,2,0,1,2,0,1,2,1,2,2,2,1,2,1,1,0,2
tiredrug873@163.com,2,0,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2
mostlychrysler381@qq.com,1,1,2,0,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,0
foldingsnake605@163.com,1,0,2,2,1,2,1,2,2,1,2,0,2,1,2,1,1,2,1,2,1,2
slimyskates43@163.com,2,0,1,2,2,0,2,1,1,0,2,0,0,0,2,2,0,1,2,2,2,2
fishyshoes979@qq.com,1,0,1,0,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1
slightlyjug254@yahoo.com,1,2,0,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2
usedspice992@gmail.com,2,1,1,1,2,1,2,1,2,2,2,0,2,2,2,1,0,2,1,1,1,2
retiredsub614@outlook.com,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,0,2,2,2
hotshirt172@qq.com,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1
clamysnake715@gmail.com,1,1,2,1,1,1,1,0,2,1,1,2,1,2,2,2,2,2,2,1,2,2
moistshirt918@163.com,2,1,2,1,1,0,2,2,2,2,0,0,2,0,2,1,2,1,2,2,1,1
retiredwindow436@gmail.com,2,2,1,0,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2
slightlybread757@yahoo.com,0,2,1,0,2,2,2,2,1,0,0,0,2,2,1,2,2,2,1,1,2,1
dailywindow488@outlook.com,2,0,2,1,1,0,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2
freshysub873@yahoo.com,2,2,2,1,0,2,2,1,2,1,2,2,1,2,1,1,1,1,2,0,2,1
slightlyshack386@163.com,2,0,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1
replacementchrysler733@163.com,2,1,2,2,2,0,2,2,1,0,2,0,1,1,1,1,2,2,2,2,0,0
retiredrug998@yahoo.com,2,2,1,1,2,1,1,1,2,2,1,1,2,0,1,2,2,2,2,0,2,1
deepshirt742@gmail.com,2,2,1,2,1,2,1,2,2,2,2,1,0,1,1,1,1,1,1,2,2,2
replacementbike38@yahoo.com,2,2,0,0,0,1,2,2,2,0,2,2,1,2,1,2,2,1,1,2,1,1
soiledwindow985@yahoo.com,1,2,1,2,1,1,2,2,2,1,2,0,0,0,2,1,1,2,2,1,2,2
slightlywindow406@gmail.com,2,1,2,2,2,1,2,0,1,0,0,2,2,2,2,1,2,1,0,2,1,1
freshybike323@yahoo.com,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2
freshyblanket453@gmail.com,1,1,1,2,2,2,1,1,1,2,1,0,2,2,2,0,2,1,0,2,2,2
milkyshack320@qq.com,1,0,1,1,2,1,2,2,2,1,2,0,2,1,2,2,1,1,2,2,2,1
mostlyblanket953@163.com,2,1,1,1,1,2,1,2,2,0,1,2,2,1,2,2,2,1,0,2,2,1
acientbike144@yahoo.com,2,1,2,1,1,2,2,2,2,0,2,1,2,2,1,1,2,1,2,1,1,1
dryjug879@yahoo.com,2,2,1,1,2,2,1,0,2,1,1,2,1,1,1,0,1,2,2,2,2,2
lostjeep796@gmail.com,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,1,1,2,2,2,2,1
extracola545@yahoo.com,0,2,2,1,1,1,2,2,1,1,1,0,2,2,0,2,2,2,1,1,2,2
newcola758@qq.com,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,0,1,1,1,1,2
hotbike829@163.com,1,2,2,2,2,1,2,1,0,2,2,2,0,1,1,1,1,1,1,2,2,2
moistbike627@163.com,1,0,1,1,2,1,0,2,2,2,2,1,0,2,1,0,1,2,2,2,2,2
freshytide12@gmail.com,1,0,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,0
slightlywindow508@gmail.com,1,1,2,2,1,2,1,0,2,1,1,2,2,2,1,1,2,2,1,2,0,2
lostsub932@163.com,0,1,1,0,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2
deeprug165@outlook.com,2,0,0,2,1,1,2,1,0,2,0,2,1,2,2,1,2,2,1,2,0,2
clamyblanket28@outlook.com,2,2,2,0,1,0,2,1,1,2,1,2,1,0,2,1,2,2,2,2,1,1
oldblanket634@yahoo.com,0,2,1,2,2,2,1,1,2,0,0,0,0,2,1,1,2,2,2,2,1,2
usedwindow885@yahoo.com,1,2,2,2,2,1,0,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2
deepblanket774@outlook.com,2,0,2,1,1,0,1,2,1,0,2,0,1,2,2,2,1,1,2,2,2,2
fishybeans673@163.com,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1
mostlyjug823@yahoo.com,0,2,1,1,2,1,1,2,2,2,2,2,1,2,0,2,2,2,1,1,0,1
usedjeep501@outlook.com,1,1,1,2,2,2,2,2,1,2,1,0,1,1,2,1,2,0,2,2,1,2
hotblanket621@gmail.com,2,1,0,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2
deepblanket891@outlook.com,1,2,1,1,2,0,1,1,1,1,2,2,1,2,2,0,2,2,1,2,2,2
newbread855@163.com,1,1,2,0,2,2,1,2,2,2,1,2,0,2,2,2,1,2,0,1,1,1
usedbread568@163.com,2,2,0,1,1,2,0,2,1,2,2,1,2,2,2,1,1,2,0,0,1,2
milkydrum700@yahoo.com,2,1,2,2,1,2,1,1,0,1,1,2,2,2,1,1,2,2,2,1,1,2
soiledshirt718@outlook.com,2,0,2,0,1,1,2,2,2,2,1,2,1,2,1,1,2,2,0,2,1,1
foundhat698@outlook.com,2,2,2,1,0,2,2,1,2,0,2,2,1,0,2,2,1,1,0,1,2,1
retiredtide337@outlook.com,1,0,2,0,2,1,0,0,1,2,1,0,2,2,2,2,1,2,2,2,1,2
moisttide935@gmail.com,1,2,0,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2
freshyspice185@qq.com,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2
usedshirt865@qq.com,2,1,2,0,1,1,2,2,2,0,2,2,1,1,0,2,1,2,0,1,2,2
milkytide461@outlook.com,2,0,2,1,2,2,1,2,0,1,2,1,2,1,2,2,1,1,0,1,2,2
dirtydrum384@163.com,2,0,2,0,2,2,0,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2
replacementshoes99@outlook.com,1,1,1,0,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1
deepsnake957@qq.com,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1
foundbeans91@163.com,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1
replacementshoes36@gmail.com,0,1,1,2,1,2,2,2,1,2,1,2,0,2,1,0,1,2,1,2,2,2
foundshack537@qq.com,1,2,2,1,2,1,2,2,1,2,1,0,1,1,2,1,0,2,2,2,1,2
foldingbread553@outlook.com,1,2,2,2,2,1,2,2,2,1,0,0,0,2,1,1,1,1,2,1,2,2
coldsnake85@qq.com,2,2,2,1,1,2,2,1,1,1,1,2,0,2,2,1,2,2,1,2,1,0
freshybike569@163.com,0,1,1,1,2,2,2,2,2,2,1,0,2,2,1,1,2,1,1,1,2,2
extrashack431@yahoo.com,2,0,2,2,0,1,2,2,2,2,0,1,1,1,2,2,0,1,2,1,1,2
dailycup910@outlook.com,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1
slimyskates612@outlook.com,1,2,1,1,2,2,1,2,1,2,2,1,1,0,1,2,1,2,2,1,2,2
mostlychrysler142@qq.com,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1
foundwindow771@qq.com,2,1,2,2,1,2,2,0,2,0,2,2,1,2,1,2,2,1,1,1,1,1
extraskates964@163.com,2,1,0,2,1,2,2,2,2,0,2,2,1,1,1,2,1,2,1,2,0,0
mostlyjeep956@outlook.com,2,2,1,2,1,2,2,2,1,0,2,1,1,2,0,2,1,1,1,2,2,1
dirtywindow48@qq.com,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2
dryshirt414@163.com,2,1,2,2,1,1,2,2,2,0,2,1,1,2,0,2,1,1,2,1,2,1
dryhat911@yahoo.com,2,1,2,2,1,0,0,2,1,2,2,1,0,1,2,2,2,2,0,2,1,1
colddrum537@yahoo.com,2,2,2,1,1,2,1,2,2,0,1,2,1,2,1,1,2,2,2,1,1,0
slightlycup715@gmail.com,1,1,2,2,2,2,1,1,2,0,0,2,2,1,2,1,2,2,0,2,1,1
newrug832@163.com,2,2,2,2,2,0,0,1,1,1,1,2,1,0,1,0,2,1,2,2,2,2
clamyshack71@qq.com,2,2,2,1,2,2,2,1,1,0,2,1,1,1,0,2,1,1,2,1,2,2
newsnake550@yahoo.com,0,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,0,2,2,2
slightlytide674@outlook.com,1,2,0,2,2,1,1,2,1,0,1,0,2,2,2,2,2,2,1,1,1,2
extrablanket867@gmail.com,2,2,1,2,1,2,1,2,2,0,1,2,2,1,2,2,1,1,0,2,1,0
milkytire820@gmail.com,1,2,2,2,1,2,1,1,1,0,1,0,2,2,1,1,2,2,2,1,2,2
newhat705@yahoo.com,1,0,1,2,1,2,1,2,2,1,0,2,2,2,1,1,2,1,0,2,2,2
foldingskates613@gmail.com,2,0,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1
slimybeans83@yahoo.com,2,0,1,2,2,2,1,2,2,0,2,0,1,0,2,2,1,2,2,1,0,0
coldcup974@outlook.com,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2
moistsnake675@yahoo.com,1,2,2,0,1,1,2,2,2,1,2,0,2,1,1,1,1,2,2,2,2,1
clamytire651@gmail.com,2,0,1,2,0,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2
usedtide801@yahoo.com,2,1,1,2,1,0,1,0,1,2,2,2,2,2,0,1,2,2,0,2,2,1
extrashirt316@yahoo.com,0,1,1,0,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2
mostlyblanket933@yahoo.com,2,1,2,2,2,2,2,2,2,0,0,1,2,1,1,0,1,1,0,1,2,2
acientwindow492@gmail.com,1,2,1,1,2,2,2,1,1,2,2,1,1,0,2,1,2,1,1,2,2,2
slightlychrysler303@163.com,2,1,1,2,1,0,1,0,2,0,2,0,2,2,1,2,2,2,2,1,2,0
slimysnake947@gmail.com,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,0,1,1,2
clamyshoes18@163.com,0,2,2,2,1,2,1,2,2,2,0,1,1,2,2,1,1,1,0,1,2,2
milkybeans665@163.com,2,1,2,0,2,1,1,2,2,0,1,0,2,1,2,0,1,2,2,2,2,1
acientbread947@163.com,2,2,1,1,0,1,1,0,2,2,2,1,2,2,1,2,1,2,1,2,2,1
acienthat353@yahoo.com,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,0,1,1,0,1
fishybike254@qq.com,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,0,2,0,2,1,0
slightlyshoes531@qq.com,2,0,1,1,1,1,2,2,1,2,1,2,1,2,2,0,2,1,2,2,0,2
freshyjug542@qq.com,2,0,1,2,2,1,2,2,2,1,1,1,2,0,1,2,1,2,2,1,0,2
soiledshack984@163.com,1,1,1,0,1,1,2,2,2,2,0,1,2,1,2,2,2,1,1,2,2,2
buriedjug901@qq.com,1,1,2,0,1,2,1,2,2,1,2,2,2,1,1,2,2,1,0,1,2,2
replacementsnake840@yahoo.com,2,2,1,2,2,2,1,2,1,1,1,1,2,1,0,1,2,2,2,1,2,0
fishysnake533@yahoo.com,2,2,2,0,2,2,2,1,0,2,2,0,1,2,0,2,1,1,0,2,1,1
dailybike530@gmail.com,2,2,1,2,2,0,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2
slimyjeep386@163.com,1,0,1,1,2,2,2,2,1,2,1,0,1,2,1,2,1,2,0,2,2,2
mostlycup976@qq.com,2,2,2,0,1,1,1,2,2,2,0,2,1,2,1,1,2,2,2,1,1,1
slightlytire36@qq.com,2,0,1,2,2,0,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1
milkyshoes757@yahoo.com,1,2,2,0,2,2,2,1,2,2,1,0,2,2,0,1,2,1,2,1,1,0
foundtide103@qq.com,2,0,1,2,1,2,2,2,2,0,2,2,2,1,2,1,1,1,1,1,1,2
foldingsnake953@outlook.com,2,0,2,0,2,2,0,2,1,0,2,2,1,2,0,1,2,1,2,1,2,1
replacementskates795@outlook.com,1,1,2,0,1,2,2,1,1,2,1,0,2,2,1,2,1,2,1,2,2,2
retiredblanket121@163.com,2,1,0,0,0,0,2,2,2,2,0,1,2,2,2,1,1,2,2,0,1,2
oldspice866@163.com,1,2,1,2,0,1,1,2,2,1,0,2,1,2,2,1,2,2,1,2,1,2
retiredspice749@gmail.com,2,2,1,0,2,1,2,1,2,1,2,1,2,1,2,0,2,1,2,1,2,1
moistbeans966@163.com,0,2,2,2,1,1,0,2,1,2,1,2,2,1,1,2,1,2,2,2,1,0
lostbike784@outlook.com,2,2,2,0,2,1,2,2,2,2,1,0,2,2,0,2,1,1,0,0,1,1
hotwindow425@yahoo.com,1,0,2,2,2,1,1,1,2,0,2,1,2,2,1,1,2,0,2,1,2,2
acientrug266@gmail.com,0,2,0,2,2,2,1,1,2,1,1,1,0,2,2,1,2,0,0,2,2,2
mostlyrug653@gmail.com,2,2,1,2,1,1,2,2,1,1,1,2,2,0,2,2,1,2,1,1,2,1
foldingwindow54@yahoo.com,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,0,2,2,1,1,2
dailytire690@qq.com,1,1,1,0,1,1,0,2,1,2,2,2,2,2,2,1,2,2,0,2,2,1
slimydrum148@outlook.com,2,2,2,2,1,1,1,2,2,0,2,2,1,1,1,1,1,0,0,2,2,2
hotskates95@qq.com,2,0,2,1,2,2,1,1,2,2,1,1,2,2,0,2,1,1,1,2,1,2
fishybike502@qq.com,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2
mostlyshirt500@163.com,2,1,2,2,2,2,2,2,2,0,0,1,1,1,2,1,1,1,1,2,1,2
replacementshack840@outlook.com,2,2,2,0,2,1,1,0,2,1,1,2,2,1,2,2,1,1,2,2,1,1
foldingrug539@yahoo.com,2,1,2,1,1,1,2,1,2,2,2,2,2,0,1,1,2,2,1,2,1,1
newwindow655@qq.com,1,2,2,1,1,2,1,1,2,0,1,0,2,2,2,0,1,1,2,2,2,2
freshytire380@163.com,2,0,1,2,1,2,1,2,1,2,2,1,2,2,0,2,1,1,2,1,2,1
freshywindow51@outlook.com,2,2,1,2,1,1,2,2,2,1,2,0,2,1,1,2,1,2,2,1,1,1
replacementbeans194@yahoo.com,2,0,2,1,1,0,2,2,2,2,2,0,1,2,1,0,1,2,0,1,2,2
deepshoes823@gmail.com,2,2,1,0,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1
dirtytire674@outlook.com,1,1,1,1,2,0,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1
foundshack343@gmail.com,1,0,2,1,2,2,1,2,1,2,2,0,2,1,1,2,1,1,1,2,2,2
usedtide37@163.com,2,2,1,2,1,1,1,2,1,2,2,2,2,0,1,2,2,2,1,1,1,1
hotcup940@outlook.com,1,1,1,2,0,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1
coldcup782@qq.com,2,2,2,1,1,1,2,2,2,1,2,0,1,2,2,2,1,1,2,1,1,0
foldingcola121@163.com,2,2,1,0,1,2,2,1,2,2,1,0,2,2,2,1,1,1,1,2,1,2
dailycup574@outlook.com,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2
mostlyrug152@qq.com,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,0,2,1,0
foldingtire631@163.com,1,2,2,1,2,1,2,1,1,1,2,2,1,2,0,2,2,2,1,1,0,2
coldcup403@outlook.com,2,1,1,2,2,0,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2
dailyspice363@outlook.com,0,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2
tiredhat748@yahoo.com,0,2,2,1,2,1,2,0,1,0,2,1,2,1,1,2,0,2,2,2,2,0
foundshack286@163.com,2,1,1,2,2,2,2,1,2,2,1,1,2,2,0,1,1,2,1,1,2,1
newbread222@outlook.com,1,1,2,2,2,1,2,1,2,0,0,2,2,2,0,1,2,2,0,1,1,2
deepsnake396@163.com,2,1,1,2,2,2,2,2,1,2,1,1,0,2,2,2,1,1,2,0,1,1
moistwindow592@outlook.com,1,2,2,1,0,2,0,1,2,0,2,2,2,2,1,1,1,1,0,2,2,2
hotbeans567@qq.com,2,2,2,1,1,0,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1
coldcup141@qq.com,1,2,0,2,1,2,1,1,2,0,2,2,1,0,1,2,2,2,2,1,1,2
usedjeep619@outlook.com,2,2,1,2,2,2,0,1,1,2,2,1,1,1,1,2,2,2,0,1,1,2
acientbread736@163.com,0,0,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2
moistsnake909@outlook.com,0,2,2,2,1,2,2,2,1,2,0,1,1,1,2,1,1,2,2,1,1,2
coldcola526@163.com,2,2,2,2,2,1,1,2,1,0,0,1,0,2,2,0,2,2,1,1,2,0
freshysub776@163.com,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1
newwindow185@outlook.com,2,1,2,2,2,2,1,1,1,0,2,2,2,2,1,2,2,1,1,1,1,1
slimyrug453@gmail.com,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,0
oldjug372@gmail.com,1,2,1,1,2,2,1,2,1,1,2,2,2,0,1,2,1,1,2,2,2,1
lostsub509@yahoo.com,2,1,2,2,1,1,2,2,2,2,0,1,1,2,2,1,0,1,0,1,2,2
retiredsub266@yahoo.com,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,0,1,2,2
clamyrug518@163.com,2,2,1,0,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1
usedsub254@gmail.com,1,1,2,2,1,2,2,1,2,2,2,0,1,1,1,1,1,1,2,2,2,2
replacementtide904@outlook.com,2,1,2,1,2,2,1,2,2,2,1,2,2,0,1,1,2,1,0,2,1,1
newjeep444@outlook.com,0,2,2,1,1,1,1,2,2,1,2,2,1,2,2,0,2,1,1,1,2,2
soiledsub246@outlook.com,2,2,1,0,2,1,2,2,2,0,1,2,1,1,2,1,0,1,2,1,2,2
tiredbike897@qq.com,2,2,1,0,1,1,2,1,1,0,2,0,1,1,2,2,2,2,0,2,2,2
mostlybread482@qq.com,0,2,2,2,2,1,1,1,2,2,2,1,0,2,1,2,1,1,2,1,0,2
lostskates470@gmail.com,1,1,2,2,1,2,2,0,1,1,2,2,2,0,2,1,1,2,2,2,1,1
freshyhat343@gmail.com,2,2,2,2,2,0,1,2,2,1,1,0,0,2,2,2,1,1,2,1,1,1
dryjeep101@qq.com,1,2,2,2,2,1,2,2,0,2,1,1,0,2,1,1,1,2,0,2,1,2
dailywindow992@gmail.com,0,1,2,1,2,2,1,2,1,1,0,2,0,2,1,2,2,2,2,1,2,1
moisttide843@qq.com,2,2,2,0,1,1,2,1,2,2,0,1,2,0,1,1,0,2,2,2,2,1
dirtysnake278@outlook.com,1,0,2,1,2,1,2,2,2,0,2,2,2,2,1,1,2,1,2,1,0,0
lostrug682@163.com,2,2,2,2,0,1,2,0,1,2,2,1,2,1,1,2,1,2,1,1,2,1
drydrum979@gmail.com,2,2,1,1,1,2,2,2,1,2,1,1,0,2,1,1,2,1,2,1,2,2
slimycup961@163.com,2,1,1,1,2,2,1,2,1,1,1,1,2,0,2,2,0,2,2,1,2,2
freshycola108@qq.com,0,2,2,2,2,0,1,0,2,2,1,0,1,1,1,2,1,2,2,2,1,2
soiledtide430@outlook.com,2,2,2,1,1,2,2,1,0,2,1,2,1,1,2,1,2,1,1,1,2,2
slightlycup905@outlook.com,1,1,2,0,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2
soiledtire703@163.com,2,2,1,1,2,2,1,2,2,2,2,2,1,2,0,1,1,1,0,1,2,1
extrawindow760@gmail.com,1,1,1,2,1,2,2,2,2,1,2,1,1,2,0,2,1,2,2,2,1,1
freshyjug894@yahoo.com,1,2,2,2,0,2,0,1,0,1,1,2,2,2,2,2,1,2,0,2,1,0
mostlytire325@outlook.com,1,1,2,1,1,2,1,2,0,2,1,2,2,1,2,2,2,1,2,0,2,0
milkyshoes260@163.com,0,2,1,2,2,1,2,2,1,1,2,2,2,0,1,1,1,1,0,2,2,2
clamyblanket565@outlook.com,2,1,2,0,2,2,0,2,1,2,2,0,1,2,2,1,2,1,2,1,1,1
extraspice861@outlook.com,2,2,2,2,1,0,0,2,1,0,1,2,1,2,0,2,1,2,1,2,1,2
dirtyspice38@163.com,1,1,2,2,2,1,0,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2
acientsnake134@outlook.com,2,2,1,2,1,1,2,2,2,0,2,2,1,1,2,1,0,1,2,2,1,1
newbike169@gmail.com,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2
newbike501@163.com,1,2,1,0,2,2,0,2,2,1,2,0,2,2,1,1,1,2,2,0,2,1
foldingwindow502@yahoo.com,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2
coldtide977@gmail.com,2,2,1,2,2,0,1,2,1,2,1,0,2,1,1,1,2,1,2,1,2,2
fishyrug633@163.com,2,1,1,2,1,2,1,0,1,0,2,2,2,1,1,2,2,2,2,0,0,2
slightlychrysler353@qq.com,2,1,1,2,2,2,2,2,1,1,2,0,1,1,2,1,1,1,2,2,2,0
extraskates390@qq.com,2,2,1,1,2,2,2,1,2,2,2,0,1,0,2,1,1,2,0,1,1,2
fishyjeep316@yahoo.com,2,1,1,0,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2
acientblanket702@qq.com,2,1,2,2,2,2,2,2,2,0,0,1,0,2,1,1,1,2,1,1,2,1
mostlyspice474@yahoo.com,2,2,0,1,2,1,0,2,1,1,2,2,2,0,2,2,2,1,0,2,1,1
freshytire743@outlook.com,1,2,2,2,2,1,1,1,2,1,2,0,2,1,2,1,2,1,1,1,2,2
fishydrum493@yahoo.com,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2
acientbread121@qq.com,2,1,2,2,2,1,2,2,1,2,1,2,0,2,2,1,1,0,1,1,2,1
tiredskates490@gmail.com,1,2,2,0,1,2,1,1,1,1,2,2,2,1,2,0,2,1,2,2,1,2
lostsub349@gmail.com,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,0,1,1,2,1,1,2
hotcup793@outlook.com,0,0,1,0,1,2,1,0,2,2,1,2,2,2,2,2,1,2,0,2,2,1
dailyshack386@yahoo.com,1,2,0,0,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,0,2
buriedbread907@outlook.com,0,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2
foldinghat165@qq.com,2,1,1,2,2,2,2,1,2,0,1,1,2,1,2,1,0,1,2,2,2,1
buriedjug172@yahoo.com,1,1,2,2,1,1,0,2,1,1,2,0,2,2,2,1,1,2,2,2,1,2
buriedcup948@163.com,1,2,2,1,2,1,2,1,2,1,2,1,1,0,2,2,1,2,2,2,1,1
clamyspice717@outlook.com,1,1,2,2,2,2,0,2,1,0,1,1,2,0,2,2,1,1,2,2,2,1
coldblanket968@gmail.com,2,2,1,0,2,2,1,0,2,2,1,0,1,2,1,2,2,1,2,1,2,1
newshirt323@gmail.com,0,0,2,2,1,1,2,2,2,2,1,0,1,1,2,1,1,2,2,2,1,2
newtide937@yahoo.com,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,0,2,1,1
dailytire198@qq.com,2,2,1,2,2,2,1,1,2,1,1,1,2,2,0,2,1,1,1,2,1,2
slimytire345@gmail.com,1,2,1,2,1,2,1,2,2,0,2,2,1,2,1,2,1,2,0,1,1,2
acientshirt492@gmail.com,1,2,2,1,1,1,2,1,0,2,2,1,2,2,1,2,2,2,2,1,1,1
foundbread552@outlook.com,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,0,1,2,1,2,2,0
mostlycola126@yahoo.com,0,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1
drysub137@outlook.com,2,2,2,1,1,2,2,0,0,2,0,2,1,2,1,1,1,2,1,2,2,1
foundshoes908@gmail.com,2,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,2,1
slimybread561@yahoo.com,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,0,1,2,0,2,2,1
oldsnake198@outlook.com,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2
replacementshoes858@gmail.com,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2
dailybeans459@qq.com,0,2,1,1,2,2,2,0,1,0,1,2,2,1,2,0,1,2,2,1,2,2
soiledshoes971@163.com,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,0,0,1,1,2
extrahat856@outlook.com,2,0,2,1,1,2,1,2,2,1,0,0,2,1,1,2,1,2,2,1,2,2
deepsnake772@gmail.com,2,2,1,1,2,1,1,2,2,2,1,0,2,1,1,0,2,2,2,1,1,2
mostlywindow259@qq.com,0,1,2,1,2,1,2,0,2,2,2,2,1,2,1,2,2,1,1,1,1,2
coldsub278@yahoo.com,0,2,2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,0,1,0,1,2
retiredsnake534@outlook.com,0,2,2,1,2,2,2,1,1,1,1,2,0,2,1,1,1,2,1,2,2,2
replacementsub351@qq.com,1,1,2,0,2,1,2,2,2,1,1,2,2,2,1,2,2,0,2,1,1,1
hottide136@yahoo.com,2,1,2,1,2,0,2,2,1,2,2,0,1,1,1,2,0,2,2,2,1,1
oldtire137@qq.com,0,0,1,2,2,1,2,2,2,2,1,1,0,1,2,1,1,2,2,2,1,2
slightlysub732@qq.com,2,0,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,0,1,2,1
milkydrum471@163.com,2,1,2,1,2,1,2,1,2,1,2,0,2,1,2,0,2,2,0,2,1,1
