email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
moisttide935@gmail.com,1,1,2,2,1,2,2,1,2,2,1,0,1,2
replacementcola583@163.com,1,2,1,2,1,2,1,2,0,1,2,2,1,2
newsnake440@gmail.com,1,1,1,2,1,2,2,1,2,1,1,2,2,2
retiredrug224@qq.com,1,1,2,1,1,2,0,1,2,1,2,2,2,2
lostblanket371@outlook.com,2,2,1,1,2,0,2,1,2,1,2,2,1,0
soiledtide430@outlook.com,1,1,2,1,2,2,0,2,0,1,2,1,2,2
extracola545@yahoo.com,0,2,0,1,2,1,2,2,1,2,2,0,1,2
extracola140@gmail.com,1,2,1,1,2,0,2,2,1,1,1,2,2,2
usedhat751@qq.com,1,1,0,1,1,2,1,2,2,2,2,2,2,1
moistspice183@outlook.com,2,2,1,1,2,0,2,2,1,2,2,1,1,0
deepdrum726@qq.com,0,2,2,1,1,1,2,2,1,2,0,2,1,2
foundtire923@qq.com,1,2,1,2,2,2,2,1,2,1,2,1,1,1
retiredshack97@gmail.com,2,1,2,1,2,2,0,1,2,1,1,2,2,0
mostlyblanket933@yahoo.com,2,1,1,2,2,2,2,1,1,1,2,1,1,2
retiredsub614@outlook.com,2,2,1,1,2,1,2,1,2,1,1,2,2,1
soiledjeep158@outlook.com,1,2,2,1,2,1,2,1,2,1,1,2,2,0
soiledsnake360@yahoo.com,2,1,2,2,1,1,1,2,1,2,0,2,1,2
tiredsub5@gmail.com,2,1,2,1,1,2,2,2,0,1,1,0,2,2
extrabread562@outlook.com,2,1,0,2,1,2,1,2,0,2,2,1,1,2
replacementhat268@qq.com,1,2,0,1,2,2,2,1,2,1,1,2,1,2
freshytide168@qq.com,2,1,2,2,1,1,0,1,2,2,2,2,1,0
usedspice982@163.com,2,2,1,1,2,2,0,1,1,1,2,2,1,2
extrashoes369@outlook.com,2,2,2,1,1,2,2,2,1,1,1,1,1,2
moistsnake175@yahoo.com,2,2,2,1,2,2,0,1,0,1,0,2,2,1
moistshoes316@qq.com,2,0,1,0,2,2,1,2,1,1,2,2,1,2
foldingcola241@outlook.com,2,2,1,1,1,2,1,1,2,2,2,2,1,1
deeprug481@qq.com,2,2,1,0,2,2,2,2,0,1,0,1,1,2
lostrug682@163.com,2,2,2,2,1,1,0,2,2,1,1,2,1,0
soiledspice290@163.com,1,2,1,2,1,1,2,2,2,1,2,1,1,2
dirtychrysler281@163.com,1,2,1,2,1,1,2,1,0,1,2,2,2,2
foldinghat152@qq.com,2,1,1,1,2,1,2,1,2,2,2,1,2,1
extrablanket867@gmail.com,2,1,0,2,1,2,2,2,2,1,0,0,1,2
coldsub774@yahoo.com,1,2,2,2,1,1,2,1,2,2,0,2,1,1
slightlywindow471@gmail.com,2,1,2,2,2,0,0,2,0,1,0,2,2,0
extrasnake858@gmail.com,1,1,2,0,2,1,2,1,0,2,2,2,0,2
clamyspice962@yahoo.com,2,2,1,1,2,0,0,1,0,2,2,2,1,2
slimyskates43@163.com,1,1,1,1,2,1,2,2,0,1,2,2,2,2
moistshoes107@qq.com,2,2,1,1,1,2,2,2,2,1,2,1,1,1
milkyspice620@qq.com,1,1,1,2,1,2,2,1,2,2,2,1,1,2
deepshack879@outlook.com,2,2,2,2,2,0,2,1,0,1,0,0,0,2
newtide749@gmail.com,2,2,2,1,2,2,1,1,0,1,0,1,2,2
hotrug368@outlook.com,2,1,2,1,2,0,1,2,2,1,1,1,2,2
dailywindow488@outlook.com,1,1,2,1,1,2,1,1,2,1,2,2,2,2
freshybread696@163.com,2,2,1,1,1,2,0,2,0,2,2,0,1,2
moistspice161@163.com,2,2,2,1,2,1,2,1,0,1,1,1,2,2
fishyblanket703@gmail.com,1,2,1,2,1,2,2,1,2,1,2,1,1,2
mostlycola126@yahoo.com,2,1,1,2,1,2,0,1,1,2,2,2,1,2
moistjeep527@outlook.com,2,1,2,1,1,0,2,1,0,2,2,0,2,2
tiredcola21@yahoo.com,2,1,1,2,1,2,0,2,1,1,2,2,1,2
newhat705@yahoo.com,0,1,2,2,2,2,0,1,1,1,2,0,2,2
soiledblanket652@gmail.com,2,1,1,1,1,2,0,2,2,1,2,1,2,2
hotsnake893@163.com,1,1,2,2,2,1,2,1,2,2,1,0,1,2
clamyblanket28@outlook.com,2,2,1,1,1,2,2,2,2,1,2,0,1,1
foldingtire631@163.com,2,2,1,2,1,0,2,2,2,1,2,0,1,0
foundbread301@163.com,2,2,2,1,1,2,2,1,0,1,2,0,1,2
foldingchrysler517@qq.com,0,2,1,0,2,2,2,1,0,2,0,2,1,2
usedtide37@163.com,2,2,2,0,2,2,1,1,2,1,2,1,1,1
fishysub695@qq.com,2,1,2,1,2,1,2,1,2,1,2,2,1,1
newbike640@gmail.com,1,2,1,2,2,2,2,2,0,0,2,1,1,0
dailybike96@outlook.com,1,2,2,2,1,1,1,1,2,1,1,2,2,2
slimytire42@gmail.com,2,1,2,1,1,0,2,1,1,1,2,2,2,2
coldcup403@outlook.com,2,1,2,2,2,0,1,2,1,1,0,1,2,2
foldingtide644@gmail.com,2,1,1,1,2,0,1,2,1,2,2,2,2,1
mostlyspice339@gmail.com,2,1,1,2,2,2,2,1,2,1,0,1,2,0
foundhat579@gmail.com,2,2,2,2,1,2,0,1,2,1,1,1,1,2
retiredcup377@gmail.com,2,1,1,2,1,2,2,2,0,2,1,1,1,2
freshyspice871@qq.com,2,1,2,2,2,1,2,1,1,2,1,2,1,1
clamyblanket825@qq.com,2,1,1,1,2,1,2,1,2,2,2,1,2,0
slightlyjug290@qq.com,1,1,2,2,2,2,2,1,2,1,1,1,0,2
retiredblanket413@163.com,2,2,1,1,2,2,1,1,2,0,2,1,1,2
extrahat856@outlook.com,1,1,2,1,1,2,2,1,0,2,2,1,2,2
slightlyshack127@outlook.com,1,2,2,1,2,2,0,2,1,2,0,0,1,2
extrasub515@yahoo.com,2,2,2,2,1,1,2,1,0,2,1,2,1,1
acientshirt492@gmail.com,2,2,2,1,1,0,2,2,2,2,0,1,1,1
foldingspice440@outlook.com,1,1,1,1,1,1,0,2,2,2,2,2,2,2
extraskates217@163.com,2,2,0,1,2,1,0,1,2,2,2,1,1,2
retiredrug998@yahoo.com,2,2,1,1,2,2,2,1,2,1,2,1,1,0
foundshack343@gmail.com,1,1,2,2,2,2,0,1,0,1,1,2,2,2
tiredbeans825@163.com,2,1,2,1,1,2,1,2,2,0,2,2,0,1
newjeep849@qq.com,2,2,2,1,1,2,1,1,2,1,1,1,2,2
deeprug190@yahoo.com,2,1,1,2,1,0,2,1,2,2,2,1,1,2
newspice777@163.com,1,1,0,1,1,2,0,2,2,1,2,2,2,2
tiredsub722@163.com,2,1,1,2,2,2,1,1,0,1,2,1,2,2
dirtysub781@yahoo.com,1,1,1,2,2,0,1,2,2,2,0,2,1,2
usedjeep619@outlook.com,2,1,1,2,2,1,2,2,0,1,2,0,1,2
burieddrum36@qq.com,2,1,1,2,2,0,0,2,2,2,1,1,1,2
fishyspice921@outlook.com,0,2,2,2,2,2,0,1,1,2,0,0,1,2
acientrug262@gmail.com,1,1,1,1,2,1,0,2,2,1,2,2,2,2
foundskates539@outlook.com,1,2,1,2,1,2,2,1,2,2,1,2,1,1
oldcola533@yahoo.com,1,2,2,2,1,2,0,2,1,2,1,1,1,2
coldsnake85@qq.com,1,1,2,1,2,2,0,2,2,0,2,2,1,1
dailyspice363@outlook.com,0,2,2,2,0,1,1,2,1,2,2,1,2,0
foldingwindow786@qq.com,2,1,1,1,2,2,2,1,2,1,2,1,2,1
foundshirt542@yahoo.com,2,2,1,1,2,0,0,2,0,0,0,2,2,2
buriedjug233@yahoo.com,1,2,2,1,0,2,1,1,2,2,2,2,1,1
foldingshoes832@outlook.com,1,1,2,2,2,2,0,2,2,1,0,1,1,2
dailyspice289@gmail.com,0,1,2,2,1,2,2,1,1,1,2,2,1,2
freshybread143@gmail.com,2,2,0,0,1,0,1,2,1,2,2,2,2,0
dailytire10@yahoo.com,1,2,2,0,2,1,2,1,1,2,1,2,2,0
coldspice23@qq.com,1,2,1,1,1,2,1,2,2,2,2,1,2,0
clamyskates705@yahoo.com,1,2,1,1,2,0,2,1,2,1,2,2,2,1
foundskates680@gmail.com,0,0,1,1,2,2,2,1,1,2,2,2,1,2
clamyshack71@qq.com,2,2,2,1,2,2,2,1,1,1,0,1,1,2
milkyblanket205@yahoo.com,2,2,2,2,0,0,0,2,0,2,0,1,1,2
hottide136@yahoo.com,2,1,2,1,2,0,0,1,1,1,2,2,2,2
coldchrysler584@outlook.com,1,2,2,2,1,0,2,1,1,2,2,1,1,2
replacementdrum860@gmail.com,0,1,1,2,1,1,1,2,2,2,2,1,2,2
newbeans217@yahoo.com,1,2,2,1,2,2,0,2,1,1,2,2,1,0
coldskates31@gmail.com,1,1,2,2,2,2,0,1,1,1,2,2,1,2
soiledcola253@163.com,1,1,2,1,2,0,2,2,2,2,2,1,1,0
hotcup894@163.com,0,1,1,1,2,2,1,1,1,2,2,2,2,2
buriedcup124@yahoo.com,2,1,2,1,2,0,1,1,0,2,2,1,2,2
foundshoes836@qq.com,1,2,2,1,2,2,2,1,1,2,1,2,1,1
foldingdrum2@163.com,1,1,2,1,1,2,2,1,0,2,2,0,2,2
dryjug879@yahoo.com,2,2,0,2,2,2,0,1,1,1,1,2,2,1
coldwindow93@gmail.com,2,1,1,2,1,2,0,2,1,1,2,2,0,2
dailybike787@163.com,2,2,2,2,1,0,0,2,2,0,0,2,1,1
lostjug455@outlook.com,2,1,2,1,2,1,2,2,1,1,1,2,2,0
moistcup153@163.com,2,1,2,2,2,1,0,1,0,0,2,2,1,2
foldingwindow224@gmail.com,2,1,0,1,1,2,2,1,2,2,0,0,2,2
dailyskates789@outlook.com,2,2,1,1,2,0,2,2,1,2,1,1,2,1
clamyhat383@163.com,1,1,2,1,2,2,1,2,2,1,0,2,0,2
usedjeep425@outlook.com,1,2,1,0,2,2,2,2,2,1,1,1,1,2
buriedjeep883@163.com,0,2,2,2,1,2,2,1,1,1,1,2,2,1
dirtyspice29@outlook.com,2,1,1,2,2,0,2,1,2,2,0,1,2,1
hotwindow425@yahoo.com,1,2,2,1,1,1,2,2,2,1,1,1,2,2
replacementbike548@163.com,2,2,2,1,1,0,0,1,2,1,2,1,2,2
newbread222@outlook.com,1,1,2,2,1,2,0,2,2,2,1,2,0,0
newsnake379@163.com,1,1,2,2,1,2,2,2,1,1,2,1,1,2
freshyjug808@gmail.com,1,1,2,2,1,2,1,1,2,2,2,2,1,1
freshytire743@outlook.com,1,2,2,2,2,1,1,2,1,1,1,1,2,2
fishybike254@qq.com,2,1,1,2,2,2,0,2,0,1,2,2,1,1
freshyjug19@outlook.com,2,2,2,2,2,2,1,1,1,1,0,1,1,2
foldingwindow502@yahoo.com,1,2,2,1,2,2,1,1,2,1,2,1,1,2
fishycup117@163.com,1,1,1,2,2,2,1,2,1,2,1,2,2,0
slimyshoes43@qq.com,0,1,2,0,1,2,2,2,1,2,0,1,2,2
newbeans365@qq.com,2,1,0,2,2,1,2,2,2,1,2,1,1,1
replacementdrum150@163.com,1,1,1,1,1,0,2,2,2,2,2,2,2,1
dryjeep101@qq.com,1,2,2,2,1,2,2,1,0,2,1,2,1,1
dirtydrum199@163.com,2,1,1,2,1,1,2,1,2,1,2,1,2,2
slightlybread757@yahoo.com,2,1,0,1,2,2,0,2,2,2,0,2,1,0
usedrug181@yahoo.com,2,1,0,2,2,0,1,2,1,1,2,1,2,2
slimysnake947@gmail.com,2,2,0,1,2,0,0,2,2,2,0,0,1,2
soiledshoes666@outlook.com,0,1,2,1,2,1,1,2,0,2,0,2,2,2
lostjug315@yahoo.com,1,1,2,1,1,2,2,1,1,2,2,1,2,2
deeptire245@qq.com,1,2,2,2,1,0,2,1,1,2,2,1,0,2
usedtide801@yahoo.com,2,2,1,1,1,1,0,2,2,1,0,2,2,2
oldwindow820@qq.com,1,1,2,2,0,1,1,2,1,2,2,2,1,2
slimyjug642@163.com,1,2,1,1,1,1,2,2,2,2,1,0,2,2
hotbeans6@gmail.com,2,1,2,2,1,2,0,1,0,2,0,2,2,0
hottire211@outlook.com,0,2,2,1,1,1,2,2,2,1,0,2,2,0
foundbread558@outlook.com,2,2,2,2,1,2,2,1,2,1,0,1,0,1
freshysub776@163.com,1,1,2,1,2,1,2,2,2,1,2,1,1,2
mostlyhat50@yahoo.com,1,2,2,1,2,2,0,2,1,1,1,2,2,0
buriedblanket280@gmail.com,0,1,1,2,1,2,0,1,2,2,1,2,2,2
milkydrum471@163.com,2,1,1,1,2,0,1,1,2,2,2,2,1,2
dirtybread769@gmail.com,2,2,2,1,1,1,2,1,2,1,1,1,2,2
replacementblanket784@163.com,2,1,1,2,1,2,2,2,0,1,2,0,2,0
deepskates63@qq.com,1,1,1,2,2,2,1,2,2,2,1,2,1,0
replacementbeans194@yahoo.com,0,1,2,2,1,0,2,2,2,1,1,1,2,2
fishyspice4@outlook.com,2,2,2,1,1,1,0,2,0,2,1,1,2,2
soiledbike200@qq.com,2,1,1,1,1,2,2,2,2,2,1,2,1,0
coldsnake814@gmail.com,2,1,2,1,0,1,2,2,2,2,1,1,2,1
coldtide977@gmail.com,2,2,0,1,1,0,2,1,2,2,0,2,2,0
dailyspice87@yahoo.com,2,1,2,2,2,0,0,1,0,1,1,2,2,2
drycup651@163.com,2,2,1,1,1,2,2,1,0,1,2,2,2,0
dailychrysler726@outlook.com,1,0,2,1,1,2,2,1,2,1,2,2,1,2
oldspice866@163.com,1,2,2,2,1,1,1,2,0,1,2,2,1,2
foldingwindow359@outlook.com,2,1,1,2,1,2,0,1,2,1,2,2,2,1
slimychrysler684@yahoo.com,2,1,1,1,2,2,1,2,2,1,2,1,0,2
slimyshack348@163.com,2,2,2,1,1,0,2,1,2,1,0,2,2,1
soiledsnake79@yahoo.com,1,2,1,1,2,2,2,1,2,2,1,1,0,2
acientsnake555@gmail.com,2,2,2,1,2,1,2,0,2,2,0,1,1,0
acientjeep593@163.com,1,2,2,2,2,0,1,1,2,2,2,1,1,1
replacementchrysler5@qq.com,0,1,2,2,2,2,0,1,0,2,1,2,2,0
slimyspice279@qq.com,2,1,2,2,2,2,0,1,0,1,1,2,2,0
mostlyshirt500@163.com,1,1,2,2,2,1,2,2,0,1,2,0,2,1
moistcup595@outlook.com,1,1,1,2,0,2,1,2,2,2,2,1,2,0
deepcola71@qq.com,0,2,2,2,1,1,2,1,0,2,2,1,1,2
lostchrysler403@outlook.com,2,2,2,1,1,2,2,1,0,1,0,1,2,2
slightlychrysler47@gmail.com,2,1,1,1,2,1,2,2,2,2,0,2,1,0
usedshirt865@qq.com,2,1,2,2,1,1,2,2,0,1,2,1,1,2
colddrum318@gmail.com,2,1,2,1,2,1,1,1,1,2,2,1,2,2
slightlyjug390@163.com,1,2,2,1,2,2,1,2,1,1,2,2,1,0
milkytire691@qq.com,0,1,2,2,1,2,0,2,1,0,2,2,1,2
foundbeans35@163.com,0,0,2,2,0,2,2,2,1,1,1,0,2,2
mostlyshirt458@yahoo.com,0,1,2,1,2,2,0,2,2,1,2,0,2,1
hotshack271@qq.com,0,2,0,1,1,2,0,2,2,0,2,2,1,2
tiredtide263@outlook.com,2,2,1,1,2,0,0,1,2,2,2,2,1,1
dailycup574@outlook.com,1,1,2,1,1,2,1,2,0,0,2,2,2,2
dailycup358@yahoo.com,0,2,2,2,2,1,2,2,0,1,0,1,1,2
replacementshirt358@yahoo.com,2,2,0,1,1,2,1,2,2,1,2,2,1,1
tiredtire843@163.com,2,2,2,1,1,0,2,1,2,2,2,0,1,1
lostskates908@163.com,1,2,2,1,1,0,2,1,2,2,2,1,2,0
newchrysler335@outlook.com,2,1,0,2,1,1,2,2,2,1,2,2,1,1
soiledshack25@qq.com,2,1,2,2,2,1,0,2,1,0,2,2,1,0
hotshirt172@qq.com,1,2,1,2,2,2,2,1,1,2,2,1,1,1
buriedwindow695@yahoo.com,1,1,2,2,2,2,0,1,2,1,0,1,2,2
fishyrug448@yahoo.com,1,1,2,1,1,2,1,1,2,2,2,1,2,2
retiredcola422@163.com,1,1,2,2,2,0,2,1,2,2,1,1,0,2
dirtybread587@yahoo.com,0,2,2,1,2,0,0,2,0,2,0,2,2,0
buriedhat948@gmail.com,1,2,0,1,1,2,2,2,2,1,1,1,2,2
tiredtire369@yahoo.com,0,2,2,1,2,0,0,2,1,1,2,1,2,2
oldsnake198@outlook.com,2,1,0,2,1,2,2,1,1,1,2,2,2,1
retiredspice749@gmail.com,2,2,1,2,1,1,1,2,2,1,2,1,2,1
replacementwindow606@outlook.com,1,2,2,1,2,1,1,1,1,2,2,2,2,1
tiredhat748@yahoo.com,2,2,0,1,1,1,2,2,2,1,2,2,1,0
newtide937@yahoo.com,2,2,1,1,1,0,2,1,2,1,2,2,2,0
foundshoes908@gmail.com,2,1,2,2,2,0,2,1,1,2,2,0,1,1
clamyjeep185@163.com,2,2,1,2,1,0,0,1,2,2,1,1,2,2
clamytire651@gmail.com,2,1,1,1,1,2,2,2,1,1,2,1,2,2
newspice255@outlook.com,2,2,2,1,1,2,2,1,0,1,1,2,2,0
coldtire20@163.com,1,2,2,1,2,0,2,1,1,1,0,2,2,2
dryspice412@gmail.com,2,1,1,1,2,2,2,2,1,1,1,2,2,1
soiledskates814@163.com,1,2,0,0,2,0,0,2,2,2,0,2,1,2
olddrum912@yahoo.com,2,1,0,1,2,2,0,2,1,1,2,2,2,0
clamyjeep169@163.com,1,2,2,1,1,1,2,2,2,2,0,2,1,1
newshoes633@163.com,1,2,1,1,2,2,1,1,2,0,2,2,2,0
acientspice952@gmail.com,2,2,0,2,1,0,2,2,2,1,2,1,1,1
freshyskates966@gmail.com,0,1,2,1,2,1,2,2,2,2,0,0,1,2
dailywindow592@163.com,2,2,1,1,1,2,2,1,1,2,2,1,1,2
deepshirt307@yahoo.com,1,1,2,2,1,2,2,1,2,1,2,2,1,0
lostcola749@yahoo.com,2,0,2,0,1,2,0,1,2,2,2,2,0,0
moistbike306@yahoo.com,2,2,1,2,2,2,0,1,2,1,1,0,1,2
newtire220@outlook.com,2,1,1,2,1,2,0,2,2,2,2,1,1,1
coldshack63@qq.com,2,2,2,1,1,2,0,1,2,2,1,1,1,2
soiledwindow985@yahoo.com,1,2,1,0,2,0,0,0,1,2,2,2,2,2
oldblanket634@yahoo.com,1,1,2,1,1,0,2,2,1,2,2,2,1,2
usedrug746@outlook.com,2,2,2,2,1,1,0,2,0,0,2,1,1,2
tiredchrysler382@163.com,0,1,1,2,2,2,1,2,0,0,2,2,1,2
acientshoes397@163.com,2,2,2,0,1,2,0,2,1,2,1,1,2,1
clamytire126@163.com,2,2,2,2,2,0,0,1,0,1,2,1,2,1
clamybread980@163.com,2,2,1,2,2,2,0,1,1,0,2,1,2,1
buriedcup729@outlook.com,1,1,0,2,1,2,2,2,0,1,0,2,2,2
mostlycup165@yahoo.com,2,1,2,2,1,1,0,1,2,0,2,2,2,1
fishychrysler416@163.com,2,1,1,2,1,1,2,2,2,1,1,1,2,2
slimyshirt299@163.com,2,2,1,1,2,1,1,1,2,2,2,2,1,1
milkyjug513@163.com,1,2,2,1,1,2,2,1,2,1,2,1,1,2
mostlybike595@gmail.com,2,1,0,1,2,2,2,1,2,1,2,1,2,1
mostlycup968@yahoo.com,1,2,1,1,2,2,2,2,2,1,1,2,1,1
oldrug306@yahoo.com,1,1,1,1,2,0,2,1,2,2,2,2,2,1
founddrum703@qq.com,1,1,2,2,1,0,2,2,1,0,1,2,2,2
deeptide254@qq.com,2,2,1,2,1,2,2,1,1,1,1,2,1,2
lostshoes790@163.com,2,2,1,1,1,1,2,1,2,0,2,2,1,2
soiledshoes664@yahoo.com,1,2,2,2,1,1,2,2,0,2,1,1,2,0
dirtydrum384@163.com,2,2,2,2,1,1,2,0,2,1,1,1,1,2
freshycola351@qq.com,1,2,2,1,1,0,2,1,2,1,1,2,2,2
foundtide103@qq.com,2,1,1,2,2,2,2,1,1,1,2,1,1,2
drydrum979@gmail.com,1,2,1,2,2,2,1,2,1,2,1,0,2,1
moistskates376@yahoo.com,1,1,1,1,2,1,2,1,1,2,2,2,2,2
moistcola120@gmail.com,2,1,2,2,2,0,2,1,2,1,2,1,1,0
foldingdrum983@qq.com,2,1,0,2,1,1,0,2,2,2,2,1,1,2
coldchrysler992@163.com,0,2,2,2,1,2,0,1,2,1,1,1,2,2
oldtide873@gmail.com,2,2,2,2,1,0,2,1,1,1,2,1,2,1
extrabeans516@gmail.com,1,2,2,2,1,0,1,1,2,0,2,1,2,2
dailytire844@yahoo.com,1,2,1,2,2,2,0,1,2,1,1,2,2,0
newsnake821@gmail.com,2,1,1,1,1,2,2,1,2,2,2,2,1,1
fishytide407@gmail.com,1,1,2,2,2,2,0,1,2,1,1,2,2,1
clamyjug899@yahoo.com,2,1,2,1,1,1,2,2,1,2,1,2,1,2
dailyshoes233@gmail.com,1,1,2,2,2,0,2,2,0,2,1,2,1,0
hotchrysler124@outlook.com,2,2,1,2,1,0,2,1,2,2,1,1,2,0
slimyskates788@outlook.com,2,2,2,1,1,1,1,1,2,0,1,2,2,2
freshytide508@163.com,1,2,2,2,2,2,2,0,0,2,0,1,1,0
coldshack140@outlook.com,2,1,2,2,1,0,2,1,1,1,2,2,2,1
fishycup876@qq.com,2,2,2,1,1,2,2,2,1,1,2,1,1,0
extrasnake663@gmail.com,1,2,1,1,2,2,0,2,2,1,2,0,1,2
extraskates512@qq.com,1,1,2,2,2,2,1,1,0,1,1,2,2,2
replacementskates777@yahoo.com,2,1,2,2,2,1,2,2,1,1,2,1,1,1
milkytide458@163.com,2,1,1,2,2,1,2,0,2,1,1,1,2,2
dirtyshoes356@yahoo.com,2,2,1,2,2,1,0,2,2,1,1,0,0,2
foldingskates613@gmail.com,2,1,2,1,2,1,1,2,2,1,2,2,1,1
hotcup940@outlook.com,1,1,0,2,2,2,2,2,0,0,1,2,2,1
hotwindow473@qq.com,1,2,1,2,1,2,2,1,1,2,0,2,1,2
fishyrug633@163.com,2,1,1,1,1,0,2,1,2,2,2,2,0,2
usedrug938@yahoo.com,2,1,2,2,2,1,2,1,1,1,2,2,1,0
deepsnake659@163.com,2,2,2,1,2,0,0,2,1,2,0,1,2,0
buriedrug530@outlook.com,1,1,2,2,2,0,2,1,0,2,0,2,2,0
dirtysub599@163.com,2,1,2,1,1,2,0,1,2,2,2,1,1,2
milkytire61@yahoo.com,2,1,1,1,1,2,1,2,2,2,0,2,2,1
extrawindow760@gmail.com,1,1,2,1,2,2,0,2,1,2,1,2,1,2
extrarug864@qq.com,2,2,2,0,1,1,2,2,1,1,2,1,2,1
freshytide794@qq.com,2,1,1,2,1,2,0,2,1,1,2,2,2,0
dryjug552@gmail.com,2,2,2,0,2,1,0,1,0,2,2,1,1,2
replacementtide904@outlook.com,2,1,2,1,1,2,2,2,0,2,0,1,2,1
mostlysnake491@qq.com,2,2,2,2,1,2,2,1,0,1,1,1,2,1
buriedbread907@outlook.com,1,2,1,1,2,2,1,1,1,2,2,1,2,2
mostlywindow744@qq.com,2,2,1,2,1,0,2,2,2,0,2,1,1,0
milkydrum371@163.com,2,1,0,1,1,2,0,2,2,2,1,2,1,2
deeptide738@gmail.com,1,2,0,2,1,0,2,2,2,2,2,1,1,1
oldjug810@qq.com,2,2,2,2,1,0,0,1,0,2,0,2,0,2
fishyjug865@163.com,1,1,2,1,2,0,1,2,2,0,2,2,1,2
foundshack286@163.com,1,1,1,2,2,1,2,2,2,1,0,2,2,1
moisthat885@gmail.com,2,2,2,0,2,2,1,1,1,1,2,1,2,0
retiredbeans922@gmail.com,1,1,0,2,2,2,2,1,1,2,1,2,2,0
moistbeans625@yahoo.com,2,2,2,1,2,1,1,1,2,2,1,0,2,0
dailybread914@gmail.com,1,1,1,2,1,2,1,1,2,2,1,2,2,2
slightlytire774@163.com,1,1,2,2,2,1,1,1,2,1,2,2,2,1
newjeep577@163.com,1,2,1,1,2,2,2,1,1,2,2,1,2,1
lostjeep796@gmail.com,2,2,2,1,1,1,1,1,0,2,2,2,2,1
foldingjeep939@qq.com,1,1,2,2,1,2,2,2,2,1,1,2,1,1
replacementshack840@outlook.com,2,2,2,1,2,1,2,1,1,2,1,2,1,1
foundtide219@qq.com,2,0,1,2,1,2,0,1,2,2,2,2,1,1
coldcup141@qq.com,1,2,0,2,1,2,1,1,0,2,1,2,2,2
tiredbike897@qq.com,2,1,1,2,1,0,0,2,2,2,0,2,1,2
burieddrum84@outlook.com,2,1,2,1,2,2,0,2,1,1,2,2,1,1
dailywindow99@gmail.com,2,2,1,1,2,2,1,1,0,1,2,2,1,2
lostbeans767@yahoo.com,1,1,2,1,2,0,2,1,2,2,1,1,2,2
