email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28
buriedcola618@gmail.com,1,2,2,1,2,2,1,2,1,2,2,0,2,1,1,1,2,1,0,1,2,2,2,0,0,2,1,2
extrarug864@qq.com,2,2,2,1,2,2,2,2,1,1,0,1,1,0,2,2,2,1,1,1,2,1,2,1,2,1,2,1
dryjeep934@gmail.com,2,2,1,1,2,2,1,2,2,1,2,1,0,2,1,2,2,1,2,1,1,2,1,0,2,1,1,2
retiredcola606@qq.com,2,2,2,2,0,2,1,2,0,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,0,1,2,1
dailycola319@yahoo.com,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,0,1,2,1,2,1,1,1,0,0,2,1,2
oldrug449@qq.com,2,0,2,1,2,2,2,1,2,1,2,0,1,0,2,2,0,2,1,1,1,2,1,0,0,2,2,2
retiredjeep648@163.com,1,2,1,0,2,2,2,1,1,2,1,1,2,2,0,2,0,1,1,2,2,2,2,1,1,2,2,1
slimyjeep502@163.com,2,1,2,2,1,2,1,2,2,0,2,1,1,2,2,1,2,1,1,2,2,2,2,0,1,1,1,1
acientskates970@gmail.com,2,2,1,0,1,2,0,1,1,0,2,2,1,2,2,0,1,2,2,2,2,1,0,2,0,1,2,2
coldtide977@gmail.com,2,2,1,2,2,1,1,2,2,0,2,1,2,2,1,1,1,2,1,1,2,2,1,0,0,2,2,1
deepblanket891@outlook.com,1,2,2,1,1,0,2,2,1,1,0,1,0,1,2,2,0,2,0,2,2,2,1,2,1,2,2,2
freshyblanket717@outlook.com,2,1,1,2,1,0,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,0,0,0,0,2,2
tiredhat236@yahoo.com,2,0,1,2,2,2,0,2,1,2,0,1,0,0,2,1,2,2,2,1,1,1,2,0,2,2,2,1
deepshack71@outlook.com,2,2,2,2,1,2,0,1,1,2,1,2,2,2,0,2,2,2,1,2,1,0,1,0,1,1,1,2
freshyblanket453@gmail.com,1,0,0,1,2,2,2,2,0,2,1,2,1,0,2,0,2,2,1,1,2,2,1,2,0,2,2,1
acientbread9@outlook.com,2,2,1,1,2,2,0,2,1,0,0,2,2,2,0,2,1,1,1,1,1,2,1,2,2,1,2,2
slightlyshack386@163.com,2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,0,0,2,2,1
dirtychrysler281@163.com,2,2,2,2,0,1,1,1,1,2,2,2,0,0,2,0,2,1,1,1,1,2,1,0,2,2,2,2
freshyhat343@gmail.com,2,2,2,2,2,0,1,0,1,2,2,1,2,1,1,0,1,1,2,2,2,1,2,1,2,2,1,1
oldjug372@gmail.com,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,0,2,2,1,1
buriedcup310@outlook.com,2,2,2,1,0,2,0,0,2,1,0,2,1,2,1,1,2,1,2,2,2,1,0,0,2,1,2,2
clamyshack993@163.com,0,1,2,2,1,0,0,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,2,2,2,2
hotrug368@outlook.com,2,0,2,0,2,0,1,1,2,2,2,1,2,1,0,2,1,2,2,2,1,2,0,1,0,1,2,2
moistspice183@outlook.com,1,2,2,0,2,1,1,2,2,1,0,2,1,0,2,0,2,1,1,2,2,2,2,0,0,2,2,1
retiredspice520@163.com,1,0,2,2,2,1,2,0,2,1,0,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2
oldcup634@yahoo.com,2,0,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,0,2,1,2,2
slightlybread757@yahoo.com,1,0,2,1,2,2,2,2,2,1,0,2,0,0,1,0,2,2,1,2,1,1,2,2,2,1,2,1
newskates26@outlook.com,2,2,1,2,0,0,0,1,2,0,0,2,0,2,2,2,1,2,1,0,1,1,2,2,0,2,2,2
dailyrug68@gmail.com,2,0,1,2,2,2,1,2,2,1,0,1,2,1,2,2,1,2,1,1,2,1,2,0,2,1,0,2
lostblanket503@163.com,2,1,2,0,1,0,2,2,0,0,0,2,2,2,2,1,1,1,0,2,2,0,2,2,0,1,2,2
milkyspice620@qq.com,1,0,1,2,0,1,2,2,2,1,1,2,2,0,2,2,1,1,2,2,1,2,2,1,0,2,0,2
milkyhat906@gmail.com,2,0,1,2,2,2,0,2,0,2,2,0,2,0,2,2,0,2,1,1,2,0,1,2,2,1,1,1
freshytide573@yahoo.com,2,2,1,1,1,2,2,1,2,1,2,1,0,2,2,1,0,1,0,2,2,2,2,2,1,2,1,1
foldingjeep939@qq.com,2,2,2,2,2,2,2,2,1,1,1,1,1,0,2,0,2,2,1,0,1,2,2,0,1,2,1,0
clamyspice948@outlook.com,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,0,2,1,1,1,2,1,0,1,1,2
newsnake821@gmail.com,2,0,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2
slimychrysler684@yahoo.com,2,0,1,2,2,2,1,1,2,1,1,1,2,2,2,0,1,2,2,1,2,1,1,2,2,2,1,1
tiredtire369@yahoo.com,1,2,1,1,1,1,2,0,2,2,2,2,2,2,0,0,1,2,2,2,1,0,2,1,0,1,2,2
deepdrum726@qq.com,1,2,2,2,1,2,1,2,0,2,1,2,2,2,1,0,1,1,0,2,2,1,1,2,2,1,1,2
foldinghat486@outlook.com,1,0,2,2,1,0,2,1,1,2,1,2,2,2,2,2,0,1,2,2,1,1,1,2,2,1,2,0
foundbeans91@163.com,2,2,1,1,2,1,2,0,2,2,2,1,2,1,0,0,2,1,2,2,2,2,1,1,2,1,1,1
lostrug937@outlook.com,1,0,2,0,1,2,0,2,2,1,0,2,0,2,2,1,2,2,2,1,2,1,0,2,0,2,1,2
milkywindow853@yahoo.com,1,2,1,2,2,2,1,1,0,2,1,2,2,1,2,1,1,2,2,2,1,2,1,2,0,2,1,1
soiledskates976@163.com,2,0,1,1,1,2,2,1,2,1,2,2,2,1,2,0,0,2,2,2,1,2,2,0,2,1,1,1
clamydrum820@outlook.com,2,2,1,2,1,2,2,2,1,2,1,0,2,1,2,2,2,2,1,2,1,1,1,0,0,1,1,2
lostbread363@gmail.com,2,1,2,1,2,1,2,2,2,2,2,1,0,1,1,1,2,0,1,2,1,2,2,1,2,1,2,1
acientspice952@gmail.com,2,0,2,0,2,2,2,0,2,2,0,2,2,0,1,0,1,1,2,1,2,2,1,0,2,2,0,1
clamyshoes18@163.com,2,2,2,2,0,2,1,2,1,2,2,0,1,0,2,1,1,2,2,1,1,1,1,1,2,2,2,0
dailytire690@qq.com,1,0,1,0,1,0,1,0,2,2,0,2,0,2,2,2,2,2,1,0,2,2,2,2,0,1,2,2
moistbeans625@yahoo.com,1,2,2,2,0,1,1,2,2,2,0,1,1,2,2,2,1,1,2,1,2,1,1,0,2,2,2,1
extrabread562@outlook.com,2,0,1,2,2,1,1,0,2,1,1,2,1,2,2,0,1,1,1,2,2,2,2,2,2,1,1,2
newshirt323@gmail.com,1,2,1,2,2,0,1,2,2,2,2,0,2,1,0,2,1,2,1,1,1,1,1,2,2,2,1,2
dailytire198@qq.com,2,2,1,2,2,2,0,1,0,0,0,0,2,0,1,2,2,2,2,1,2,0,2,0,0,2,1,2
deepchrysler238@outlook.com,1,0,1,0,1,0,1,0,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2
foundbread558@outlook.com,1,2,1,2,1,2,2,0,2,2,0,2,2,2,2,2,2,1,2,1,2,1,1,0,0,1,1,1
milkytire61@yahoo.com,2,2,2,2,2,2,2,2,1,1,0,1,2,1,2,0,2,1,0,1,1,1,1,2,0,2,2,1
moistwindow592@outlook.com,2,2,1,0,1,2,1,0,2,2,0,2,0,2,1,0,2,2,2,1,2,1,1,0,1,2,2,2
dirtyskates685@yahoo.com,1,0,1,2,1,2,2,1,2,1,1,2,2,1,2,0,2,2,2,2,2,0,0,0,1,1,2,2
foundcup206@qq.com,0,2,1,2,1,0,1,2,2,1,2,2,1,1,1,0,2,2,1,2,2,2,1,0,0,2,2,2
acientjeep593@163.com,2,2,2,2,0,0,2,0,0,2,1,1,0,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1
freshydrum128@qq.com,1,2,2,1,2,2,1,2,2,1,0,2,0,2,2,1,2,2,0,1,1,1,2,0,0,2,2,1
acientjug849@gmail.com,2,2,2,1,1,2,2,1,1,2,2,2,1,2,0,2,2,1,1,1,1,2,1,2,2,0,0,1
slightlyjeep732@163.com,2,0,1,0,0,1,0,1,2,2,2,1,2,2,2,1,2,1,2,2,1,0,2,1,2,2,2,1
dailywindow992@gmail.com,0,1,2,2,2,0,2,0,0,2,0,1,2,1,2,1,1,1,2,1,2,2,2,2,1,0,2,2
dailybike96@outlook.com,2,2,2,2,1,0,1,1,1,1,1,2,1,2,2,0,2,2,1,2,1,2,1,1,2,1,2,2
buriedcup356@outlook.com,1,2,1,2,2,2,2,2,2,2,2,1,0,0,2,0,0,2,0,1,2,0,2,0,2,1,1,1
foldingblanket123@qq.com,2,2,2,1,2,1,2,1,0,2,0,2,0,0,2,2,2,1,2,1,2,1,1,2,0,1,1,2
newtide512@gmail.com,2,2,2,0,1,2,2,1,2,2,1,2,2,0,0,0,1,1,2,1,1,2,2,0,2,1,2,1
buriedspice285@outlook.com,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1
tiredshack292@gmail.com,2,2,2,2,1,0,2,2,2,1,0,2,0,2,2,0,2,1,0,2,2,1,0,0,0,1,0,2
slimyjeep670@gmail.com,2,0,1,2,1,2,2,2,0,2,2,1,1,2,0,2,2,1,2,1,1,1,1,0,2,2,2,0
moistbike627@163.com,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,0,2,1,1,1,2,1,0,2,2,2,1,2
mostlywindow259@qq.com,1,1,2,1,2,2,2,2,0,1,2,1,2,2,2,1,0,2,2,1,2,1,2,0,0,1,1,2
replacementskates447@outlook.com,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,0
coldspice23@qq.com,1,2,1,2,2,1,1,2,2,1,2,1,2,0,2,2,1,1,2,2,1,2,2,0,2,1,1,0
mostlycup475@outlook.com,1,2,2,2,2,2,1,0,2,2,2,1,0,2,2,0,1,1,1,2,1,2,2,2,0,1,1,1
soiledcup60@qq.com,2,1,1,2,0,2,1,1,0,2,0,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,0,1
freshydrum27@qq.com,2,2,2,1,1,2,1,2,2,2,0,2,1,2,2,0,2,1,2,1,1,2,2,0,0,1,1,0
buriedbeans746@yahoo.com,1,1,1,2,2,2,2,0,2,2,2,1,1,1,2,1,2,0,1,2,1,2,1,2,0,1,2,2
coldtire810@yahoo.com,2,1,1,2,2,2,0,1,2,1,2,0,1,1,1,0,0,2,1,2,2,2,2,0,2,2,1,2
slightlyhat250@gmail.com,2,0,1,1,1,2,0,1,2,2,1,1,0,2,2,2,2,1,2,2,2,1,2,1,0,1,2,2
extrachrysler578@outlook.com,2,1,1,2,2,1,2,0,2,2,2,1,2,2,1,1,1,2,0,2,1,2,1,2,0,1,1,2
slightlybread907@outlook.com,1,0,1,2,1,2,1,2,2,2,1,2,0,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1
dirtysub599@163.com,2,0,2,0,2,1,1,2,2,1,2,2,1,2,1,2,1,2,0,2,1,1,2,2,0,1,1,2
moistcup153@163.com,1,2,0,2,2,0,2,0,1,2,0,1,2,2,0,1,2,0,0,1,1,1,2,2,2,2,2,2
hotbike829@163.com,1,2,2,2,2,1,2,1,1,1,2,2,2,2,0,1,2,2,1,1,1,2,1,1,1,2,1,2
dailyshoes233@gmail.com,2,0,2,2,1,2,2,2,2,2,0,1,0,0,2,0,1,1,2,1,1,2,2,0,0,2,2,0
buriedtire207@gmail.com,2,0,0,2,1,2,2,2,2,2,0,1,2,1,2,2,1,2,1,1,1,2,2,1,0,1,2,1
milkydrum371@163.com,2,2,1,1,0,0,2,2,2,1,2,2,2,1,0,2,1,2,1,2,2,1,1,2,0,1,1,2
fishyspice921@outlook.com,1,2,2,2,2,2,1,0,1,1,1,0,2,2,1,2,0,2,2,2,2,1,2,0,0,1,1,2
replacementdrum860@gmail.com,1,1,1,1,2,0,2,2,2,2,0,2,2,1,2,1,1,1,1,1,2,2,2,2,0,1,2,2
oldcola533@yahoo.com,2,0,2,2,1,2,0,2,2,1,2,2,1,2,2,1,0,1,1,2,1,2,1,0,2,1,1,2
slimyskates157@163.com,2,2,1,0,1,2,2,2,1,1,2,2,2,1,2,0,2,1,2,2,2,0,1,0,0,1,2,1
freshyjug19@outlook.com,2,2,1,2,2,2,1,0,0,1,2,1,2,2,1,1,1,1,2,2,2,1,2,0,2,1,1,2
foldingsnake953@outlook.com,2,0,2,1,2,1,0,2,1,1,2,2,1,1,0,2,2,1,1,2,1,0,2,2,2,1,2,2
buriedhat948@gmail.com,2,0,1,1,2,1,2,2,2,1,2,1,0,2,1,0,1,2,1,2,2,2,2,0,0,1,2,2
clamyspice37@gmail.com,2,2,2,2,1,1,2,0,1,1,0,2,1,2,2,0,2,1,1,1,2,2,1,2,2,1,0,2
slightlywindow471@gmail.com,1,2,1,1,1,1,1,2,1,1,1,2,2,2,0,2,2,2,2,2,2,0,2,0,2,2,1,1
fishybread363@yahoo.com,2,2,1,2,2,1,2,2,0,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,0,1,1,2
soiledrug494@163.com,0,1,2,2,2,2,2,1,2,2,0,2,2,1,1,2,1,1,1,1,1,1,2,0,0,2,2,2
fishydrum493@yahoo.com,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1,0,1,2,1,1
soiledshoes971@163.com,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,0,2,2,2,1,2,2,1,0,1,1,1,2
deepshack742@gmail.com,1,0,2,0,1,1,2,1,1,2,0,2,2,2,0,1,2,0,2,1,2,2,2,2,0,1,2,2
newblanket921@yahoo.com,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,2,0,1,2,1,1,2
clamyjug891@163.com,2,1,1,0,1,2,2,2,0,2,2,1,2,2,2,2,1,1,1,1,1,2,2,0,0,1,2,2
extrashirt316@yahoo.com,1,1,1,1,2,0,0,2,2,2,1,2,0,2,1,2,2,2,0,2,2,1,1,1,2,1,2,2
acienthat353@yahoo.com,2,2,2,1,1,1,2,0,2,2,2,1,2,1,1,2,1,2,2,2,2,0,2,0,1,1,1,1
tiredbeans825@163.com,2,0,2,2,1,2,2,2,2,1,1,2,0,2,2,0,2,0,1,2,2,1,1,1,2,1,0,1
tiredhat606@qq.com,2,0,1,2,2,0,1,2,2,2,1,1,0,2,2,2,1,1,2,2,1,2,0,1,1,1,2,2
slimywindow139@gmail.com,2,2,1,0,1,1,2,2,1,2,1,1,2,2,0,2,2,1,2,1,2,2,2,0,0,1,1,2
slimywindow631@163.com,2,0,1,0,2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,0,0,1,2,1
fishychrysler416@163.com,2,1,1,2,1,1,1,1,2,2,2,1,2,1,0,1,2,1,1,2,2,2,2,2,0,1,2,2
soiledspice423@gmail.com,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,0,0,0,1
deeptide254@qq.com,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2
oldbeans441@qq.com,1,1,0,2,2,0,2,2,2,2,1,1,2,1,2,0,1,2,0,1,2,2,0,0,0,2,2,2
lostbike893@outlook.com,1,0,2,2,2,2,1,1,2,0,2,1,2,0,1,2,2,1,1,1,2,2,2,0,2,2,1,0
deeptire245@qq.com,1,2,2,2,0,2,1,2,1,1,2,2,2,0,1,2,1,2,1,1,1,2,2,2,0,1,1,2
oldshirt546@gmail.com,1,2,1,2,2,2,0,1,2,0,0,2,0,2,2,1,2,0,2,1,2,1,1,2,2,1,2,1
dailyjug835@163.com,1,0,2,2,1,2,0,2,1,0,2,1,2,0,2,0,0,2,1,1,2,2,1,0,2,2,2,2
foundjug643@yahoo.com,1,2,2,2,2,0,2,2,2,2,1,1,2,0,1,2,1,1,2,2,1,2,1,0,2,0,1,1
usedbike748@qq.com,1,0,1,0,2,1,2,2,2,0,2,2,1,1,0,2,2,2,1,1,2,2,1,0,2,2,2,0
dailywindow488@outlook.com,1,2,2,2,1,1,1,0,1,2,2,2,2,1,2,0,1,1,1,2,2,1,2,1,2,1,2,2
extraskates964@163.com,2,0,2,2,1,2,2,2,2,1,2,0,0,2,2,0,1,1,2,1,1,1,2,0,0,2,1,2
moistcup626@163.com,2,2,2,2,2,1,2,0,1,1,1,2,2,0,0,0,0,1,1,2,2,2,2,0,2,2,1,1
fishyrug448@yahoo.com,1,0,2,2,1,2,2,0,1,2,0,1,2,2,1,2,0,1,0,2,1,2,2,2,2,1,2,1
slightlyhat370@outlook.com,2,2,2,2,2,1,2,0,2,0,2,0,2,0,1,2,0,2,1,1,1,1,2,0,0,2,1,2
foundbeans35@163.com,2,0,1,2,2,2,1,2,2,1,0,1,0,0,2,1,2,2,2,1,2,2,1,0,1,1,2,2
extrashoes369@outlook.com,1,2,2,1,2,0,1,2,2,1,1,1,2,1,1,2,0,2,1,2,2,2,2,2,0,1,1,2
mostlyspice339@gmail.com,2,0,2,1,2,0,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,0,1,1,2
acientbread947@163.com,2,2,1,1,1,2,1,2,2,2,2,1,0,2,0,2,2,0,1,1,2,1,2,0,2,2,1,1
moistspice161@163.com,1,1,1,1,2,1,0,0,2,1,0,2,2,1,2,2,2,1,2,2,2,0,2,2,0,0,2,2
deepshoes813@qq.com,1,1,1,2,2,1,2,1,1,2,0,2,2,2,0,2,2,0,2,2,1,2,0,1,2,2,1,1
soiledwindow838@yahoo.com,1,0,1,0,2,2,2,0,2,1,2,2,1,1,2,1,0,1,2,1,1,2,2,1,2,2,2,2
soiledtire703@163.com,2,1,2,0,1,2,2,0,2,2,2,1,1,2,2,2,2,2,0,1,1,1,2,0,1,1,2,0
extrahat650@yahoo.com,1,2,2,0,2,2,0,2,2,1,2,2,0,2,2,0,2,0,1,2,1,1,0,0,2,2,1,1
foldingwindow786@qq.com,2,0,2,2,2,0,0,2,1,1,0,1,2,1,1,2,2,0,2,2,1,2,2,2,2,1,1,1
freshyjug542@qq.com,2,1,1,2,2,0,0,1,1,2,2,2,1,0,2,2,0,1,2,2,1,1,2,2,0,2,1,2
slimydrum148@outlook.com,2,2,2,2,1,0,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,0,0,2,2,2
clamyshack71@qq.com,1,2,2,2,0,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2
foundsub934@gmail.com,1,2,2,2,2,0,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1
soiledcup851@outlook.com,1,1,2,0,2,2,1,2,1,2,2,1,2,0,2,0,2,1,2,1,1,1,2,2,0,2,1,2
tiredskates490@gmail.com,1,0,2,2,0,0,2,0,2,1,0,1,2,2,1,2,2,1,2,1,2,0,2,2,2,1,1,2
coldcup782@qq.com,2,1,2,1,2,0,1,2,1,2,2,2,0,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1
dryjeep101@qq.com,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,0,2,1,2,1
oldchrysler712@gmail.com,2,0,2,2,1,1,2,0,2,1,2,1,0,2,1,2,0,2,2,1,2,2,0,2,1,2,1,0
slimyshoes43@qq.com,1,2,2,0,2,2,1,1,2,2,0,2,2,1,0,1,2,1,2,2,1,0,2,0,0,1,2,2
replacementshoes36@gmail.com,1,1,1,2,2,0,1,2,1,2,2,2,2,0,0,2,2,1,2,1,1,1,1,2,1,2,2,2
freshyjug894@yahoo.com,1,2,2,2,2,0,1,1,1,0,2,2,1,2,1,1,1,2,2,2,2,2,1,2,0,2,1,1
hotsnake893@163.com,0,0,1,2,2,1,0,1,2,1,2,2,0,2,0,2,2,2,2,1,2,2,2,0,1,1,1,2
usedrug746@outlook.com,2,2,2,2,1,2,0,2,1,2,0,0,2,0,0,2,2,2,0,1,1,1,0,0,2,2,1,2
clamyshirt500@qq.com,1,0,2,2,1,1,2,2,1,2,0,1,1,1,0,0,2,2,2,1,2,2,0,2,2,2,2,1
newbike624@outlook.com,2,2,2,2,2,1,1,0,1,2,2,2,2,2,0,0,1,2,1,1,2,1,2,0,2,1,1,1
buriedblanket280@gmail.com,2,1,1,2,2,2,1,1,1,2,0,2,2,1,0,1,2,1,2,1,1,2,1,2,1,2,2,2
soiledbike20@gmail.com,1,1,1,2,2,2,2,1,2,2,0,1,2,1,1,0,1,1,1,2,2,2,1,2,2,2,2,1
freshyskates966@gmail.com,0,0,1,0,2,2,2,2,2,0,2,0,0,2,2,0,2,2,0,2,2,2,1,0,2,1,1,1
extrabread553@qq.com,2,0,1,1,1,2,2,2,2,1,2,1,2,0,1,2,0,2,1,1,2,1,1,2,2,0,2,2
soiledshirt718@outlook.com,2,0,2,1,1,2,2,2,2,1,0,2,2,2,0,2,1,2,1,2,2,1,1,0,2,0,1,1
deepbread546@qq.com,1,1,1,1,2,0,2,1,2,0,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2
dryrug490@yahoo.com,1,1,1,0,1,2,2,0,1,2,2,2,2,2,0,2,1,1,2,2,1,0,2,2,0,2,0,2
tiredsub5@gmail.com,2,2,2,1,1,2,0,2,0,2,2,1,2,1,2,1,0,1,2,2,2,1,1,1,0,1,2,2
freshytire179@outlook.com,0,0,2,2,2,1,1,1,2,1,2,1,1,2,0,1,2,1,2,2,2,1,2,2,2,1,0,2
mostlyrug473@gmail.com,1,0,1,2,2,2,1,0,0,2,2,2,0,1,2,0,2,2,2,1,2,2,1,2,0,1,0,2
extraspice523@gmail.com,1,2,2,2,0,2,2,1,1,2,2,1,2,0,2,1,2,2,0,1,1,0,0,0,2,2,2,1
fishytire276@gmail.com,1,0,2,1,2,1,0,1,2,1,0,2,2,2,2,2,2,1,0,2,1,1,2,2,0,2,1,2
acientrug266@gmail.com,1,0,2,1,1,2,2,2,2,1,1,1,2,2,1,0,1,1,2,2,1,1,2,2,1,2,2,2
dirtytire674@outlook.com,1,2,1,1,2,1,2,2,2,1,0,1,2,0,0,1,2,2,2,2,1,2,2,0,2,1,2,1
mostlybread482@qq.com,1,1,2,2,2,1,2,1,2,0,2,1,0,2,2,0,1,2,1,1,2,1,1,2,2,2,1,2
dailyspice943@163.com,1,0,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,0,0,2,2,2,2
foldingshack729@gmail.com,2,0,1,1,1,2,2,1,2,2,2,2,1,0,2,1,2,1,2,1,1,2,2,0,0,2,1,2
fishyshoes979@qq.com,2,0,1,1,1,2,2,1,2,1,0,1,2,2,0,1,2,2,2,2,2,2,2,0,1,2,1,1
freshytide508@163.com,2,2,2,2,1,1,1,2,0,2,0,1,0,0,2,2,1,2,1,2,2,2,0,2,0,2,1,1
deepsnake600@yahoo.com,2,2,1,0,2,2,0,2,2,1,2,2,1,1,0,1,2,1,1,2,2,2,1,2,0,1,1,2
slightlyjug254@yahoo.com,1,1,2,1,2,1,2,1,2,2,2,1,2,0,1,2,2,1,1,2,1,1,1,2,2,1,2,2
buriedskates672@outlook.com,1,1,2,2,2,0,1,2,1,0,2,1,2,1,2,2,2,2,2,2,2,1,1,0,1,1,0,2
foldingbike830@outlook.com,1,1,1,0,1,2,1,0,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,0,2,1,2,1
fishyjug865@163.com,1,1,2,2,2,1,1,1,2,1,0,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1
slightlybike13@yahoo.com,0,2,2,0,2,2,0,0,2,1,2,1,0,0,1,2,2,1,1,2,2,2,1,2,2,2,0,1
slightlytire158@163.com,1,1,1,0,2,1,2,2,0,2,0,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2
clamybeans775@outlook.com,1,0,2,0,1,0,2,2,0,2,0,2,2,1,2,2,2,1,2,1,1,2,1,0,2,1,2,2
milkyrug604@yahoo.com,2,0,1,2,2,2,2,0,0,0,2,1,2,1,2,2,1,1,2,1,1,2,1,2,0,1,2,2
foldingskates420@gmail.com,2,2,1,2,2,1,1,2,0,2,0,2,0,2,1,2,2,2,1,2,1,1,1,2,0,1,2,1
dirtydrum825@gmail.com,2,0,1,1,2,1,2,0,2,2,2,1,2,0,2,1,2,2,1,1,1,1,2,0,2,2,2,1
freshyrug42@qq.com,1,2,1,0,2,2,2,1,1,1,2,2,0,0,0,0,2,2,2,1,2,2,1,2,0,2,1,2
drycola993@163.com,1,0,1,1,1,2,2,2,1,2,1,2,2,2,2,0,1,0,1,2,2,0,2,2,0,1,2,2
lostskates583@163.com,2,2,2,2,2,1,0,2,2,0,1,2,1,0,0,2,0,1,2,1,2,0,2,0,0,1,2,2
foundjeep958@gmail.com,0,2,1,1,2,1,1,2,2,1,2,2,1,2,2,0,2,2,1,2,1,1,1,2,0,2,1,2
dirtydrum199@163.com,2,0,1,0,2,1,1,0,2,2,0,2,2,0,2,1,2,2,2,2,1,0,2,0,0,2,1,2
slightlychrysler303@163.com,1,2,1,2,2,0,0,0,1,0,2,1,0,2,2,1,2,2,0,1,2,2,2,2,0,2,1,2
mostlycup976@qq.com,2,2,2,1,1,0,0,2,2,2,0,2,1,2,1,1,1,2,1,2,2,2,2,0,2,1,1,1
clamyjug699@163.com,1,0,2,0,2,1,1,2,2,2,2,1,1,1,2,0,2,1,1,2,1,2,1,1,2,2,2,2
fishybeans673@163.com,2,0,1,2,1,2,0,2,2,2,1,2,1,1,2,0,0,1,1,2,2,1,2,0,2,2,2,1
freshyspice871@qq.com,2,0,2,2,2,0,0,2,1,2,2,2,2,2,1,0,2,2,1,1,2,0,1,0,2,1,1,1
dryspice502@gmail.com,2,2,2,1,2,2,1,1,2,1,2,1,0,1,2,0,2,2,1,2,2,1,1,2,0,1,2,1
fishyshack419@163.com,2,2,2,2,1,1,1,1,1,2,0,2,2,1,1,0,2,2,2,2,2,1,0,2,1,1,2,1
replacementsnake366@gmail.com,1,2,2,1,1,2,2,0,1,1,0,1,2,0,1,2,2,2,1,2,2,1,2,2,2,1,1,2
foldingtide644@gmail.com,2,2,1,1,1,2,1,2,2,2,0,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1
soiledblanket652@gmail.com,2,1,0,1,0,0,0,2,2,0,0,2,2,2,1,2,2,2,1,2,2,1,1,2,0,2,1,2
hotsnake274@yahoo.com,1,2,1,2,2,0,2,1,0,2,2,2,2,2,0,2,1,1,2,2,1,1,0,1,0,1,2,2
coldshack611@qq.com,2,2,1,1,0,2,1,2,2,1,1,2,2,1,2,1,0,2,1,1,2,0,2,0,2,2,1,2
dirtysub288@163.com,2,0,1,1,1,0,1,0,1,2,1,2,2,0,1,1,1,2,2,2,2,2,1,2,2,2,2,2
fishybike502@qq.com,1,2,1,2,0,1,1,2,2,2,1,2,0,1,2,2,2,1,1,2,2,2,2,0,0,1,1,2
hotwindow664@163.com,1,2,1,2,1,2,2,1,2,2,0,1,0,0,0,2,2,0,2,2,1,0,1,0,2,2,2,2
extraskates217@163.com,2,2,1,2,1,1,0,2,1,1,2,1,1,0,1,2,2,2,1,2,1,2,1,2,2,2,1,2
