email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
dailycup910@outlook.com,2,1,2,0,2,1,2,1,0,1,2,0,2,2,2,1
fishycola451@outlook.com,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1
mostlytire665@163.com,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2
replacementblanket784@163.com,2,1,1,2,1,1,1,2,2,2,2,0,2,1,2,0
buriedwindow695@yahoo.com,1,1,2,2,2,1,2,1,1,2,2,1,0,1,2,2
coldtire692@yahoo.com,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,0
dirtyhat787@gmail.com,2,1,2,0,2,2,1,2,2,2,0,2,1,1,1,1
mostlyhat50@yahoo.com,0,2,2,1,2,1,2,0,2,2,1,1,2,1,2,1
moistbeans966@163.com,2,2,0,1,1,2,2,2,2,1,2,1,1,2,1,0
replacementsub16@163.com,2,2,1,2,1,2,1,1,1,1,2,0,1,2,2,2
milkysub801@163.com,1,1,1,2,2,1,2,1,0,2,0,2,1,2,2,2
buriedshirt115@yahoo.com,1,2,1,2,0,2,1,1,0,0,2,2,2,2,0,2
dirtywindow29@163.com,1,2,2,1,2,1,2,2,1,1,0,2,1,2,0,2
foldingbeans104@gmail.com,0,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1
hotshack160@outlook.com,2,1,2,2,1,1,2,2,1,2,2,0,1,1,2,0
clamyjeep153@163.com,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2
oldsnake346@yahoo.com,1,1,1,2,2,2,1,1,2,0,2,1,2,2,1,2
usedspice200@qq.com,1,1,2,2,1,2,2,1,0,2,0,1,2,2,2,1
newchrysler981@gmail.com,1,2,1,0,2,2,0,2,2,1,0,2,1,1,2,2
foundtide258@yahoo.com,2,0,1,2,1,2,2,1,1,1,1,2,2,2,1,2
moistshoes316@qq.com,2,1,1,2,2,2,1,2,0,0,1,1,2,2,1,2
foundwindow771@qq.com,2,1,2,2,1,2,2,0,2,1,2,2,1,1,1,0
lostdrum416@163.com,2,1,2,0,1,2,2,1,1,2,2,1,2,1,2,0
slightlyshoes531@qq.com,2,1,1,2,2,1,1,2,1,1,1,2,2,2,0,2
foundbeans91@163.com,1,2,2,2,0,2,2,1,0,1,2,1,2,2,1,0
oldspice340@163.com,0,1,0,2,2,1,2,2,1,2,0,2,0,2,1,2
dailywindow488@outlook.com,0,1,2,1,1,1,1,2,1,0,2,2,2,2,2,2
hotshack271@qq.com,2,2,0,1,1,1,2,1,1,2,2,1,2,2,1,2
freshybike569@163.com,0,1,1,2,1,2,2,2,2,2,0,2,1,1,2,1
mostlyrug473@gmail.com,0,2,0,2,2,2,1,1,2,2,2,2,1,1,1,0
hotsnake893@163.com,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2
deeptire735@gmail.com,2,2,2,1,1,2,1,1,2,2,0,2,2,1,0,1
acientspice799@yahoo.com,0,1,2,0,2,2,2,1,0,2,2,2,1,2,0,0
newtire896@gmail.com,0,1,1,2,2,2,2,0,2,1,2,1,2,2,0,1
buriedtire678@yahoo.com,2,2,0,1,1,1,1,1,2,2,1,2,2,2,0,2
fishysub695@qq.com,2,1,1,2,1,2,1,2,1,2,0,2,2,1,2,0
hothat842@outlook.com,2,1,1,0,1,2,1,1,0,2,2,2,2,2,1,2
fishyhat971@outlook.com,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2
usedsnake976@gmail.com,2,1,2,0,0,2,2,1,2,1,2,2,0,2,1,1
milkyblanket221@qq.com,2,2,0,0,2,2,0,2,2,1,0,1,2,2,0,0
drybread918@gmail.com,1,1,2,2,2,2,2,2,0,1,2,1,1,2,1,0
coldblanket679@outlook.com,1,2,2,1,2,1,2,1,0,2,2,1,2,1,1,2
slimycola966@outlook.com,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,0
foldingcola241@outlook.com,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1
foldingshoes832@outlook.com,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2
oldbeans441@qq.com,0,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2
coldcup974@outlook.com,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2
slightlyhat58@gmail.com,2,2,1,0,1,1,2,1,1,2,2,2,2,2,1,1
usedshirt122@163.com,2,2,1,0,1,2,1,2,0,2,0,1,2,2,1,2
slimyspice279@qq.com,2,1,2,2,2,1,2,1,1,1,0,2,2,1,2,0
slimyshack348@163.com,2,2,2,0,1,1,2,1,1,2,1,2,2,1,2,1
extrajeep354@qq.com,1,1,1,0,2,2,1,2,1,1,2,2,1,2,2,2
acientrug262@gmail.com,2,1,0,0,2,1,1,1,1,2,2,1,2,2,2,2
acienttide795@yahoo.com,2,0,2,0,2,2,2,1,1,2,2,2,1,1,1,0
usedspice635@gmail.com,2,2,1,1,1,1,2,2,0,1,1,2,2,1,2,2
mostlyblanket992@qq.com,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,0
buriedwindow446@outlook.com,2,2,2,2,2,0,1,2,1,1,2,1,2,1,1,0
freshytire380@163.com,2,1,2,1,2,1,2,2,2,0,0,2,1,1,2,1
slimyhat932@yahoo.com,1,2,2,2,1,2,2,1,0,2,1,2,0,1,2,1
dailysnake707@qq.com,2,2,2,0,1,1,1,2,1,1,2,2,1,1,2,2
dirtysnake278@outlook.com,1,2,1,2,0,2,2,1,2,2,2,2,1,1,1,1
foldingtire722@163.com,2,1,2,2,1,2,1,2,2,2,1,1,1,2,0,1
clamyjeep797@outlook.com,2,2,2,2,1,1,1,0,2,2,2,0,1,2,1,0
lostshoes128@163.com,1,2,2,0,2,1,2,1,2,1,2,2,0,1,2,0
extracola545@yahoo.com,1,2,0,0,2,1,1,2,2,1,2,2,1,1,2,2
replacementshirt358@yahoo.com,2,2,1,0,2,2,1,2,2,1,0,2,2,1,1,0
slightlyjeep112@yahoo.com,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,0
newjeep849@qq.com,2,2,2,1,1,1,1,2,0,1,2,2,1,1,2,2
replacementbeans665@yahoo.com,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2
acientshoes215@outlook.com,2,1,0,2,1,2,0,2,1,1,2,2,2,1,2,1
usedrug938@yahoo.com,2,1,2,2,2,1,2,1,2,0,1,2,2,1,0,1
freshyblanket903@qq.com,1,2,2,2,2,1,2,1,2,0,1,1,1,2,1,2
dirtyskates685@yahoo.com,2,1,0,2,2,2,2,1,2,1,0,1,0,1,2,2
replacementshirt545@gmail.com,0,1,1,1,2,2,2,1,1,2,2,2,2,1,2,0
extrachrysler578@outlook.com,0,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2
slimyskates43@163.com,1,0,1,1,2,1,1,2,2,2,1,1,2,2,2,2
usedjeep619@outlook.com,2,2,1,1,2,2,1,2,2,0,0,1,2,1,0,2
oldrug306@yahoo.com,1,1,1,2,2,0,2,1,1,2,1,2,2,2,2,1
mostlyshirt458@yahoo.com,1,2,1,2,0,2,2,1,2,1,2,1,2,1,2,0
fishybread363@yahoo.com,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
newbeans797@163.com,0,2,2,0,2,0,1,2,2,2,0,1,1,1,2,2
milkyblanket205@yahoo.com,2,2,2,2,0,1,2,1,2,0,2,1,0,1,2,0
milkyshack320@qq.com,1,1,2,1,2,0,2,1,2,1,2,2,0,2,2,0
oldsub430@yahoo.com,0,1,2,2,1,1,2,2,2,1,2,1,0,2,2,0
coldshack611@qq.com,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1
lostrug682@163.com,2,2,2,2,1,1,2,2,2,1,1,2,1,1,0,1
hotshack645@163.com,2,1,1,0,2,1,2,2,1,2,2,2,1,1,1,2
slightlywindow508@gmail.com,1,1,2,2,2,1,2,1,1,2,2,1,2,0,2,0
acientbike19@outlook.com,1,1,2,2,2,2,2,2,1,1,2,1,2,0,1,1
replacementshoes858@gmail.com,1,1,2,1,2,2,2,1,1,2,0,0,2,2,1,2
freshytire743@outlook.com,1,1,2,2,2,1,2,1,1,2,0,2,1,1,2,2
dirtyjug352@gmail.com,2,2,1,0,0,1,2,1,1,2,2,2,2,2,1,1
slightlytide674@outlook.com,0,2,2,0,2,0,1,1,2,1,2,2,2,1,1,2
dirtytide740@gmail.com,0,2,2,0,1,2,2,2,2,1,2,1,1,2,1,1
newskates26@outlook.com,2,0,2,2,0,1,1,1,2,2,0,2,1,2,1,2
buriedjug901@qq.com,0,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2
soiledshirt927@gmail.com,2,0,1,0,0,1,2,2,1,2,2,2,1,2,1,2
foldingrug197@outlook.com,0,2,2,0,2,1,2,2,1,1,2,1,0,2,1,2
usedtide37@163.com,2,2,2,1,2,2,1,1,2,1,2,2,1,1,0,1
slightlyhat250@gmail.com,2,1,2,2,1,1,2,2,1,1,2,1,0,1,2,2
deepblanket891@outlook.com,0,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1
hottire211@outlook.com,1,2,1,2,1,1,2,2,2,2,0,1,0,2,2,0
extrabike590@outlook.com,1,1,2,1,2,1,2,2,1,1,2,0,2,2,1,2
slimyspice540@163.com,2,1,1,2,2,0,1,1,2,1,2,1,2,2,1,2
oldshirt546@gmail.com,2,2,2,2,1,2,0,1,1,1,0,2,2,2,0,1
dailywindow99@gmail.com,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,2
acienthat377@qq.com,0,2,2,2,0,2,1,2,0,2,1,0,1,1,2,2
extrachrysler814@outlook.com,2,1,0,2,2,0,1,1,2,1,2,2,2,1,1,2
clamyspice717@outlook.com,0,2,2,2,0,2,1,2,1,2,2,1,1,1,2,0
retiredjug229@yahoo.com,0,1,1,2,2,2,2,1,0,2,0,2,2,1,1,2
olddrum822@gmail.com,2,2,1,2,1,2,1,1,2,1,0,2,2,2,0,0
replacementdrum860@gmail.com,0,1,0,2,2,1,1,1,2,2,2,2,1,1,2,2
deepcola862@outlook.com,0,1,2,0,2,2,2,1,1,0,1,2,2,1,2,2
olddrum912@yahoo.com,2,1,1,2,0,2,2,1,2,1,0,2,1,2,2,0
retiredbeans922@gmail.com,1,1,2,2,2,1,2,2,1,1,0,2,1,2,2,0
deepsnake600@yahoo.com,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,0
dailyshoes233@gmail.com,0,1,2,2,2,1,2,2,2,1,2,1,2,1,1,0
dailycola319@yahoo.com,2,2,2,0,0,1,2,2,2,1,0,1,1,1,2,2
mostlychrysler142@qq.com,2,2,2,2,2,1,1,1,1,2,2,0,0,1,2,0
newsnake550@yahoo.com,0,2,2,1,1,2,2,2,0,1,1,1,1,2,2,2
replacementsub369@qq.com,1,2,2,0,2,1,2,2,2,1,2,1,2,1,1,1
fishyrug448@yahoo.com,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2
newblanket921@yahoo.com,2,1,1,0,2,2,1,1,2,1,2,2,2,0,0,2
dailyshoes209@163.com,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2
milkyjug513@163.com,0,2,2,0,1,2,1,2,0,1,2,1,2,2,1,2
acientchrysler884@163.com,1,2,2,2,2,2,2,2,1,1,1,1,0,2,1,0
deeprug481@qq.com,2,2,1,2,2,2,2,1,2,1,0,1,1,1,0,2
newjeep444@outlook.com,0,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2
foundjeep958@gmail.com,0,2,1,1,2,2,2,2,0,1,1,1,2,2,1,2
soiledhat176@outlook.com,2,1,0,0,1,1,2,2,2,2,2,1,2,2,1,1
dirtybeans888@outlook.com,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1
soiledrug174@163.com,2,2,1,1,1,2,2,2,2,2,0,2,1,1,1,1
deepbread381@yahoo.com,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2
newrug832@163.com,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2
retiredjeep648@163.com,1,2,1,0,2,2,2,1,2,1,2,1,1,2,2,1
freshyspice204@outlook.com,0,1,1,0,2,2,2,1,0,1,1,2,2,2,2,2
foundskates539@outlook.com,0,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1
fishyjug479@qq.com,1,1,2,2,0,2,1,1,1,2,1,2,2,2,1,2
acientblanket316@yahoo.com,1,1,2,2,0,1,2,1,2,1,2,2,2,2,1,1
fishybeans629@qq.com,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1
hotcup793@outlook.com,0,0,2,0,2,2,1,1,0,2,2,0,2,2,2,1
freshybread765@outlook.com,0,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2
clamysnake136@163.com,1,1,0,2,1,2,2,2,1,2,2,1,2,1,1,2
coldwindow93@gmail.com,2,1,0,1,2,2,2,1,2,1,1,1,2,2,0,2
foldingtide515@qq.com,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,2
freshydrum128@qq.com,0,2,2,2,2,2,2,1,0,2,1,1,0,1,2,1
freshybread696@163.com,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1
lostblanket503@163.com,2,1,1,2,2,2,1,1,2,0,1,0,2,1,2,2
clamyshack71@qq.com,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2
foldingshack148@gmail.com,1,2,1,2,0,2,1,1,0,2,0,2,2,2,1,2
soiledsnake93@qq.com,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2
freshytire179@outlook.com,0,1,2,0,2,2,2,2,0,2,0,2,0,1,0,2
lostspice859@gmail.com,0,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2
foldingshack252@yahoo.com,2,1,2,2,1,1,1,2,2,2,0,1,1,2,1,2
mostlybike595@gmail.com,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1
slightlycup905@outlook.com,1,2,1,2,1,1,2,1,2,2,0,2,0,2,2,0
coldcola526@163.com,0,2,2,2,2,1,2,1,1,2,2,2,0,1,1,0
milkytide458@163.com,2,1,1,2,2,1,2,1,2,0,1,1,2,1,2,2
deepblanket548@outlook.com,1,1,1,0,1,2,2,2,2,2,1,2,1,1,2,2
dirtywindow282@qq.com,2,1,1,0,1,0,0,2,2,2,2,2,1,2,1,2
foldingtire631@163.com,2,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1
lostdrum631@163.com,0,2,2,0,1,2,2,1,1,1,2,2,2,2,1,1
foldingwindow224@gmail.com,2,1,0,0,1,1,2,2,2,1,2,2,1,1,2,2
slightlytire383@qq.com,0,2,0,2,1,2,2,1,0,2,1,2,1,1,2,2
dailybike530@gmail.com,2,2,0,2,1,1,1,1,0,2,2,1,2,1,2,2
tiredshack292@gmail.com,0,2,2,2,2,1,1,2,0,2,0,2,1,1,0,2
coldsub278@yahoo.com,2,1,2,1,2,1,1,2,2,2,2,1,1,1,0,2
losthat823@gmail.com,1,1,2,0,1,2,0,2,2,1,2,2,1,2,1,2
freshyjug808@gmail.com,1,1,2,0,2,1,2,1,2,2,1,2,2,2,1,1
slightlyjeep732@163.com,2,1,1,1,0,1,2,2,1,2,1,1,2,2,2,2
fishyjug865@163.com,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2
acientbread736@163.com,1,2,1,2,1,1,2,2,1,2,0,0,2,2,1,2
replacementsub351@qq.com,1,2,1,0,2,2,2,1,2,2,2,1,1,1,2,0
oldshack980@gmail.com,0,2,1,1,2,1,1,2,2,1,0,2,2,2,1,2
dailydrum264@gmail.com,2,2,1,0,2,1,0,1,0,1,2,0,2,2,2,2
founddrum703@qq.com,1,1,1,2,2,2,0,1,2,2,1,1,0,2,2,2
lostsub349@gmail.com,2,2,0,2,1,2,1,2,2,2,1,1,1,1,1,2
slightlywindow471@gmail.com,2,1,2,2,2,1,1,1,2,0,0,2,1,2,2,0
tiredtide263@outlook.com,2,2,1,1,2,1,2,1,1,2,2,0,2,2,0,1
newsnake379@163.com,1,1,2,2,2,1,2,0,2,2,0,1,2,1,1,2
coldcup782@qq.com,0,2,0,1,2,2,2,2,1,2,2,1,0,2,1,0
buriedcola618@gmail.com,1,1,2,0,1,1,1,2,2,2,2,1,2,2,1,2
soiledbike119@outlook.com,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2
slimywindow139@gmail.com,0,2,1,2,2,2,1,2,2,2,1,1,0,1,1,2
buriedrug530@outlook.com,0,0,1,2,2,2,0,2,0,2,2,1,1,2,2,0
retiredchrysler146@outlook.com,0,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2
dailywindow592@163.com,2,2,1,1,1,2,2,1,1,2,2,1,0,2,1,2
slightlywindow137@qq.com,2,1,0,2,2,1,2,1,0,2,0,2,1,2,2,1
moisttide935@gmail.com,1,2,1,1,2,2,0,2,2,1,2,2,1,1,1,2
moistwindow592@outlook.com,1,2,2,0,2,1,1,2,2,2,0,1,1,2,1,2
mostlyshack522@163.com,1,2,2,1,1,1,2,1,1,0,2,2,0,2,2,2
hotwindow831@outlook.com,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2
slimycup961@163.com,2,0,1,2,1,1,1,0,2,2,2,0,2,1,2,2
newbike501@163.com,0,0,1,2,2,1,2,2,1,1,2,2,1,2,2,1
clamytire323@outlook.com,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2
acientshirt492@gmail.com,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1
soiledsub246@outlook.com,2,2,0,2,1,2,1,1,2,1,2,0,0,1,2,2
foundbeans35@163.com,1,1,2,2,0,2,1,2,2,2,1,1,1,1,2,2
buriedjug233@yahoo.com,0,2,2,0,2,2,0,1,1,2,0,2,2,2,1,1
slimytire42@gmail.com,2,1,2,0,0,1,1,2,2,1,0,2,2,2,1,2
drywindow943@qq.com,1,2,2,2,1,2,1,1,2,0,2,1,2,1,1,2
freshytide508@163.com,1,2,2,2,1,2,2,1,2,1,0,2,1,2,1,0
freshysub873@yahoo.com,2,2,2,0,1,2,1,2,2,1,0,1,0,1,2,2
moistcola120@gmail.com,2,1,1,2,2,2,0,2,1,2,0,2,1,2,1,0
freshycup995@163.com,0,2,1,0,2,2,2,1,2,2,2,2,1,1,0,0
moistsnake175@yahoo.com,2,2,2,0,2,1,1,2,0,1,0,1,2,2,2,1
hotblanket968@163.com,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1
freshytide168@qq.com,2,1,2,2,1,1,2,1,0,2,2,1,2,2,1,1
usedspice982@163.com,2,2,1,2,2,2,1,1,1,0,1,1,2,2,1,2
useddrum754@163.com,1,1,1,2,1,2,1,2,2,2,0,2,1,2,2,0
fishyblanket809@outlook.com,0,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2
foundrug2@yahoo.com,2,2,1,0,2,2,1,1,1,2,0,1,2,2,1,2
lostshoes790@163.com,2,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2
dirtyshack540@gmail.com,1,2,1,1,1,0,2,1,2,1,2,2,1,2,2,2
mostlyjeep956@outlook.com,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2
slightlybread907@outlook.com,1,2,1,1,2,2,1,1,2,2,0,2,0,2,2,0
dirtybread769@gmail.com,2,2,2,1,1,1,2,1,0,2,1,1,2,1,2,2
clamyblanket985@qq.com,1,1,1,2,2,2,1,1,0,1,1,2,2,2,2,2
deephat767@qq.com,0,2,2,1,1,1,2,1,1,2,2,2,0,2,0,2
soiledtide430@outlook.com,0,1,2,0,2,2,1,2,2,1,0,1,2,1,2,2
foldingcola566@outlook.com,2,2,1,2,2,2,1,1,0,2,1,1,0,2,2,1
milkytire691@qq.com,1,1,1,2,1,2,2,2,1,2,0,1,2,2,1,2
soiledcup60@qq.com,2,1,1,2,2,1,0,2,2,1,0,2,1,2,1,2
retiredbeans380@yahoo.com,0,1,0,1,1,2,2,1,2,1,2,1,2,2,2,2
slimyshoes919@yahoo.com,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1
coldchrysler992@163.com,0,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2
extraskates512@qq.com,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2
clamybread980@163.com,2,2,1,2,2,1,2,1,0,0,2,2,1,1,2,0
extrashoes369@outlook.com,2,2,2,0,1,1,1,2,2,2,0,1,2,1,0,2
deepshoes823@gmail.com,2,2,0,0,1,2,2,1,2,1,2,1,1,2,2,0
dailyhat533@outlook.com,1,1,2,2,1,1,2,2,2,1,0,2,1,2,1,2
replacementshoes36@gmail.com,0,1,0,2,2,2,0,1,1,1,1,2,2,2,2,2
tiredcola21@yahoo.com,2,0,1,2,0,1,2,1,2,1,2,2,0,2,1,2
deepdrum298@yahoo.com,2,1,2,2,2,0,2,1,0,1,1,2,2,1,1,2
freshyshoes711@gmail.com,2,2,2,0,1,2,2,1,2,1,0,2,1,1,1,2
newhat705@yahoo.com,1,1,2,2,2,2,1,1,2,1,0,2,1,1,2,2
buriedblanket280@gmail.com,1,1,0,1,2,2,2,1,0,1,2,2,1,2,2,2
fishytire372@gmail.com,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,0
hotspice38@yahoo.com,0,1,1,0,2,2,2,1,1,2,1,2,1,2,2,2
lostrug937@outlook.com,2,0,0,2,1,2,1,1,2,1,1,2,2,2,1,2
coldshack140@outlook.com,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,0
fishyshirt859@outlook.com,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1
tiredspice581@qq.com,2,2,0,1,1,2,2,2,1,1,2,1,1,1,2,2
freshybike323@yahoo.com,2,2,1,1,1,1,0,2,1,2,0,2,2,2,0,2
retiredsnake808@gmail.com,2,2,2,1,2,1,2,2,0,1,1,1,1,1,2,2
milkybread911@163.com,2,2,2,2,1,2,2,1,0,1,1,2,1,1,2,1
moistspice387@qq.com,1,1,1,2,1,1,1,2,2,2,0,2,2,1,2,2
dailyshack386@yahoo.com,1,2,2,0,1,2,1,1,1,2,1,2,2,2,1,2
deepshack879@outlook.com,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2
dailytire690@qq.com,0,1,0,1,1,1,2,2,2,2,2,2,1,2,2,0
foldingrug539@yahoo.com,2,2,1,0,1,1,1,2,1,2,2,1,2,2,2,0
newshirt323@gmail.com,0,2,2,0,2,1,2,2,1,1,0,2,2,1,2,0
drysnake580@gmail.com,1,1,2,1,2,2,2,1,2,1,2,2,1,1,1,2
coldchrysler584@outlook.com,0,2,2,0,2,1,1,2,0,0,2,2,2,1,1,2
foundhat659@163.com,1,2,1,2,1,1,2,0,2,1,2,2,2,1,1,2
dirtyshoes356@yahoo.com,2,2,0,2,1,2,2,1,2,0,2,1,1,1,1,2
dailytide471@outlook.com,0,2,1,1,2,2,2,2,1,2,2,1,2,1,1,0
extraskates217@163.com,2,2,1,2,1,1,2,1,0,0,2,2,2,1,0,2
acientspice814@outlook.com,0,2,1,1,1,2,2,2,0,2,2,2,1,1,1,2
freshyblanket717@outlook.com,2,1,2,0,2,2,1,2,1,1,2,1,1,1,2,2
clamyspice948@outlook.com,2,1,0,2,2,1,1,2,1,1,2,2,2,1,1,2
deepblanket774@outlook.com,1,0,1,0,0,2,1,1,2,1,2,2,2,2,2,2
lostbike784@outlook.com,2,2,2,1,2,2,1,2,1,2,2,1,1,1,0,0
moistcup496@gmail.com,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,0
foundhat698@outlook.com,2,2,0,1,1,2,2,2,2,1,1,1,2,1,2,1
lostskates470@gmail.com,1,2,2,1,2,2,1,0,2,2,0,2,1,2,1,1
acientsub492@gmail.com,2,2,1,2,1,1,1,2,1,2,1,1,2,2,2,0
slimybeans326@gmail.com,2,2,1,0,2,1,2,2,1,2,1,1,2,1,2,1
fishyshack946@163.com,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2
newtide937@yahoo.com,2,2,1,0,1,1,2,2,1,2,0,2,2,2,1,1
newsnake440@gmail.com,0,1,0,1,1,2,0,2,2,1,2,2,1,2,2,2
newhat584@gmail.com,1,2,1,0,2,2,2,0,2,2,0,0,2,1,1,2
foldingshoes858@qq.com,2,0,2,2,1,2,2,2,2,1,0,1,2,0,0,1
tiredhat236@yahoo.com,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,0
coldskates31@gmail.com,0,1,2,0,1,2,2,2,1,1,1,2,2,2,1,2
acientcup238@outlook.com,1,2,2,1,1,1,1,1,2,2,2,2,2,2,0,0
losthat840@qq.com,1,1,2,1,2,2,2,1,2,1,1,2,1,2,1,2
acientsnake555@gmail.com,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1
hotrug368@outlook.com,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,2
soiledskates976@163.com,2,1,0,0,1,1,1,2,2,2,2,1,2,2,2,0
extraspice861@outlook.com,2,2,2,2,1,2,1,1,2,1,2,0,1,2,1,0
deepshack71@outlook.com,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2
acientjeep537@163.com,2,0,2,0,1,1,2,1,2,1,2,2,1,1,2,2
mostlyblanket933@yahoo.com,2,1,2,2,2,2,2,1,1,1,1,2,0,1,1,2
tiredskates27@163.com,1,1,2,0,2,1,2,1,2,1,2,2,2,2,1,0
deepshoes912@163.com,2,2,1,1,1,1,2,1,2,2,1,2,2,2,0,1
usedjeep501@outlook.com,0,1,1,2,2,2,1,2,1,1,2,2,1,2,0,2
slightlyrug271@yahoo.com,2,1,1,0,2,2,2,0,0,2,1,2,1,2,2,0
newbike624@outlook.com,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1
moistspice161@163.com,0,2,2,2,1,1,2,1,2,0,0,2,1,1,2,2
retiredcola422@163.com,1,1,2,1,2,2,1,1,2,0,2,2,1,2,1,2
dailywindow992@gmail.com,2,0,1,2,2,1,0,2,1,2,2,2,0,1,2,0
foldingwindow502@yahoo.com,1,2,2,1,1,2,2,2,1,2,1,2,1,1,0,2
milkybread750@gmail.com,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2
extrashack431@yahoo.com,2,1,2,2,0,2,2,1,1,2,2,1,1,1,1,2
foldingbike830@outlook.com,2,2,1,0,1,2,2,2,1,2,1,0,2,1,2,0
retiredtire193@yahoo.com,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2
fishybike502@qq.com,1,2,2,1,1,2,2,2,0,2,2,0,1,1,2,1
replacementspice591@163.com,0,1,2,0,2,1,1,2,1,1,2,2,2,1,2,2
slimybeans83@yahoo.com,2,1,1,0,2,2,2,0,2,1,2,2,2,1,0,0
losthat457@163.com,2,1,2,1,2,1,1,2,1,2,1,0,2,2,2,1
replacementshack38@163.com,2,2,1,2,1,1,0,2,1,1,2,2,2,1,1,2
clamyjug891@163.com,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2
dailybeans446@yahoo.com,2,2,2,0,2,2,0,2,1,2,1,2,0,1,0,0
foundspice938@yahoo.com,1,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2
foundshoes908@gmail.com,2,1,1,2,2,2,1,1,2,1,0,2,2,1,2,1
hotskates95@qq.com,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2
dirtyspice29@outlook.com,2,0,2,2,1,2,1,2,0,0,2,2,1,1,2,0
milkydrum471@163.com,2,1,2,0,2,1,1,1,2,1,2,2,2,1,1,2
slimyjug642@163.com,0,2,1,0,2,1,2,2,2,1,2,1,1,1,2,2
fishywindow973@outlook.com,1,1,1,0,0,2,2,2,2,1,2,2,0,2,2,1
colddrum537@yahoo.com,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,0
dailyblanket972@163.com,1,2,1,2,1,1,2,0,2,1,1,2,1,2,2,2
clamyjug230@qq.com,1,1,1,0,1,2,2,2,1,2,2,2,0,2,1,2
