email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
usedbread568@163.com,1,2,1,1,2,0,1,2,2,2,2,1,1,2,1,2
coldsnake814@gmail.com,2,1,2,2,1,1,0,2,2,2,1,2,1,1,2,1
milkyshoes608@gmail.com,0,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2
moistdrum752@qq.com,1,0,2,2,1,2,1,2,1,1,2,1,2,1,2,2
soiledcup60@qq.com,2,1,1,2,2,1,1,2,2,0,1,2,1,2,1,2
slightlycup715@gmail.com,1,2,2,1,2,1,0,2,1,2,2,1,1,2,1,2
clamyhat383@163.com,1,0,2,2,1,2,2,1,2,1,2,0,1,2,1,2
deeptire735@gmail.com,2,2,2,1,1,2,1,0,2,2,0,2,2,1,1,1
slightlyshack127@outlook.com,1,2,2,0,2,2,1,1,2,0,1,2,1,1,2,2
buriedblanket902@outlook.com,1,2,1,1,2,2,0,0,2,1,2,2,1,1,2,2
moistjeep527@outlook.com,1,2,2,2,1,0,1,2,0,1,1,2,2,1,2,2
foundhat659@163.com,1,2,0,2,1,0,2,0,2,1,2,2,2,1,1,2
coldblanket679@outlook.com,1,2,2,0,2,1,2,1,1,2,2,1,2,1,1,2
slightlywindow230@qq.com,1,0,1,2,1,2,0,2,2,2,1,2,2,1,1,2
hotblanket968@163.com,1,2,1,1,1,1,0,2,2,2,2,2,2,1,2,0
freshyshirt46@outlook.com,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1
replacementshoes36@gmail.com,1,1,1,2,2,2,1,1,0,1,0,2,2,2,2,2
burieddrum15@gmail.com,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2
slimycup961@163.com,2,0,1,2,1,0,1,0,2,2,2,1,2,1,2,2
slimyhat932@yahoo.com,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1
slimyjeep386@163.com,1,1,2,2,1,2,1,0,2,2,1,2,0,2,2,1
tiredtire285@yahoo.com,2,1,2,1,1,1,0,2,2,2,2,2,1,2,1,1
slimyhat636@outlook.com,1,2,2,2,2,1,2,1,0,1,2,1,1,1,2,2
slightlychrysler739@yahoo.com,1,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2
soiledsub30@qq.com,1,2,1,0,2,2,2,2,0,0,1,2,1,1,2,2
hotshack645@163.com,2,1,1,0,2,1,2,2,1,2,2,2,1,1,1,2
dailysnake707@qq.com,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,2
clamyjug699@163.com,1,2,2,1,1,1,2,1,0,2,1,0,2,2,2,2
soiledspice423@gmail.com,2,2,2,0,2,2,2,1,0,1,1,2,1,1,1,2
tiredskates27@163.com,1,1,2,0,2,0,2,1,2,1,2,2,2,2,1,0
slimytire237@gmail.com,2,2,2,2,1,1,1,2,2,1,0,2,2,1,1,0
soiledjeep158@outlook.com,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1
foundjeep250@qq.com,2,2,1,2,1,1,1,2,2,1,2,0,2,2,1,0
hotsnake106@qq.com,2,2,1,1,2,2,0,2,1,1,2,2,0,2,1,1
coldshack140@outlook.com,2,1,2,2,2,0,1,2,0,1,0,1,2,2,2,1
dailywindow454@yahoo.com,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1
freshyshoes711@gmail.com,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2
soiledsub160@yahoo.com,1,2,1,1,1,1,2,0,2,2,2,1,2,2,2,1
milkywindow853@yahoo.com,2,2,2,2,2,1,1,1,0,0,1,2,2,2,1,1
fishycup876@qq.com,2,2,2,0,1,2,2,1,2,1,1,2,2,1,1,1
clamyspice962@yahoo.com,2,2,1,1,2,1,1,1,0,1,2,2,2,2,2,1
retiredskates875@outlook.com,2,1,2,1,0,2,2,2,0,1,1,1,1,2,2,2
buriedtire367@163.com,2,1,2,2,2,0,1,2,0,1,1,1,2,1,2,2
oldrug449@qq.com,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1
tiredbeans817@gmail.com,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1
soiledbike200@qq.com,2,0,1,2,1,0,2,2,2,1,2,2,1,2,1,0
foundshack286@163.com,1,1,0,2,2,1,1,2,2,2,2,0,2,1,2,1
dailyskates789@outlook.com,2,2,1,1,1,2,2,2,0,2,0,2,1,1,2,1
newrug832@163.com,2,2,2,2,2,1,2,0,1,1,2,1,1,1,1,2
newblanket921@yahoo.com,2,1,1,1,2,2,1,0,2,1,2,2,2,1,1,2
foundbike537@163.com,2,1,2,1,1,2,2,0,0,2,2,1,1,1,2,2
moistjug851@outlook.com,2,2,1,2,1,1,2,1,1,1,0,1,2,2,2,2
dirtywindow282@qq.com,2,0,1,1,1,1,1,2,2,2,2,2,1,2,1,2
buriedspice543@yahoo.com,1,2,1,2,1,1,0,2,2,2,2,0,2,1,1,2
foundtide103@qq.com,2,1,0,2,2,2,2,1,0,2,1,2,1,1,0,2
extrawindow359@outlook.com,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1
moistskates376@yahoo.com,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2
soiledbike20@gmail.com,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1
fishyblanket809@outlook.com,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2
clamyskates705@yahoo.com,1,0,2,1,1,2,1,1,2,0,2,0,2,2,2,2
soiledtire703@163.com,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,0
lostdrum416@163.com,2,0,2,1,1,2,2,1,0,2,2,1,2,1,2,0
retiredspice520@163.com,1,0,1,1,1,2,1,2,2,2,2,2,1,1,2,2
mostlycup165@yahoo.com,2,1,2,0,2,1,1,0,2,1,2,1,2,2,2,0
coldcola526@163.com,1,2,2,2,2,1,2,1,0,2,2,2,1,1,0,0
foldingskates208@gmail.com,2,1,1,2,2,2,2,2,0,2,1,1,1,2,0,0
fishybeans673@163.com,2,0,1,1,1,2,1,1,2,2,1,2,2,2,2,0
fishyrug633@163.com,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2
slimyskates157@163.com,2,2,1,2,1,1,2,2,0,1,2,2,1,1,2,0
usedsnake976@gmail.com,2,1,2,1,1,2,2,1,2,0,2,2,1,2,1,0
extrarug864@qq.com,2,2,2,1,2,1,2,1,2,0,1,1,2,1,2,0
acientchrysler884@163.com,1,2,2,2,2,2,2,2,0,1,1,0,0,2,1,1
newbread192@gmail.com,2,0,2,1,2,1,2,2,0,1,2,0,2,2,1,1
slightlydrum888@yahoo.com,2,2,1,2,1,2,1,1,0,2,2,0,2,1,0,2
coldrug976@yahoo.com,2,0,1,0,2,2,2,1,0,2,2,0,1,1,2,2
dirtybeans888@outlook.com,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,0
extrabread553@qq.com,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2
moistshoes897@163.com,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2
coldtire20@163.com,1,2,2,1,1,2,1,2,0,1,1,2,0,2,2,2
extraskates512@qq.com,2,1,2,2,2,2,1,1,0,1,1,0,1,2,2,2
oldspice866@163.com,2,1,2,2,2,1,1,0,0,2,1,1,2,2,1,2
retiredblanket962@yahoo.com,2,2,2,1,2,1,2,0,0,2,0,2,1,0,2,0
soiledrug889@gmail.com,1,2,2,1,2,0,2,2,2,2,1,1,1,2,1,1
freshyjug542@qq.com,2,2,1,2,1,2,1,1,2,0,2,2,2,1,1,1
retiredrug224@qq.com,1,0,2,1,1,1,1,2,0,1,2,2,2,2,2,2
acientspice189@163.com,2,0,2,2,1,1,2,0,2,2,2,1,2,1,1,0
tiredsub722@163.com,2,0,1,2,2,1,2,1,0,1,1,0,2,2,2,2
hotchrysler124@outlook.com,2,2,1,2,0,1,2,0,2,2,1,2,2,1,1,0
acientbread736@163.com,1,2,1,2,1,1,2,2,0,2,1,1,2,2,1,2
hottire211@outlook.com,1,2,1,2,1,1,2,2,2,2,0,1,0,2,2,1
oldsnake346@yahoo.com,0,0,1,2,2,2,1,1,2,1,2,0,2,2,1,2
usedhat751@qq.com,1,1,0,2,1,2,1,2,1,2,2,2,2,1,2,1
slightlyjeep732@163.com,2,0,1,1,1,1,2,2,0,2,1,1,2,2,2,2
slimyrug453@gmail.com,1,2,0,1,2,1,1,1,2,1,2,2,2,2,2,0
buriedcup356@outlook.com,2,1,2,2,2,1,2,1,2,1,2,2,0,1,1,0
oldcola188@outlook.com,2,0,1,1,2,2,2,2,0,2,2,1,0,1,2,0
acientrug262@gmail.com,2,0,1,1,2,1,1,1,0,2,2,1,2,2,2,2
mostlycup976@qq.com,2,2,2,1,0,1,1,2,2,2,1,1,1,2,2,0
oldsub951@163.com,2,1,2,1,2,2,1,0,2,2,1,0,0,1,2,2
freshycola999@yahoo.com,2,2,2,2,1,2,1,1,2,0,0,0,1,1,2,2
freshytide573@yahoo.com,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1
newchrysler981@gmail.com,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2
milkyblanket221@qq.com,2,2,1,0,2,2,1,2,2,1,1,1,2,2,1,0
tiredsub5@gmail.com,2,2,2,1,1,2,2,2,1,0,1,1,1,1,2,2
lostshoes790@163.com,2,2,0,1,1,2,2,1,2,0,1,2,1,2,1,2
replacementshoes137@outlook.com,1,2,1,1,2,1,2,2,2,0,2,1,0,2,1,2
dirtytire674@outlook.com,1,0,2,2,2,1,1,2,2,2,1,1,1,1,2,2
dailybeans459@qq.com,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2
dailyspice363@outlook.com,2,2,2,2,1,1,1,1,0,2,1,2,2,1,2,0
soiledrug494@163.com,1,0,2,0,2,1,2,1,2,2,1,1,2,2,2,0
milkytire820@gmail.com,1,2,2,2,1,0,1,1,2,2,1,0,2,1,2,2
dailybike530@gmail.com,2,2,1,2,1,1,1,1,0,2,2,0,2,1,2,2
dryjeep45@163.com,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,0
freshytide508@163.com,1,2,2,2,1,2,2,1,2,0,1,2,1,2,1,0
retiredsub614@outlook.com,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,0
deepbeans875@qq.com,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1
hotsnake893@163.com,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2
hotspice194@gmail.com,2,0,2,1,1,1,2,2,0,2,2,1,2,1,1,2
dryhat316@outlook.com,1,2,2,0,1,2,2,2,2,0,1,1,2,1,2,0
dailycola319@yahoo.com,2,2,2,1,1,0,2,2,2,1,0,1,1,1,2,2
slimycola966@outlook.com,1,2,1,2,2,1,2,2,0,2,2,1,1,2,1,0
dirtydrum361@yahoo.com,1,1,2,1,2,2,2,2,0,1,2,1,2,1,2,1
deepblanket891@outlook.com,1,2,1,2,1,1,2,2,2,1,2,0,1,2,2,0
deepcola71@qq.com,1,2,2,2,1,0,2,1,2,2,2,1,1,1,1,2
slimyshoes43@qq.com,1,1,1,2,1,2,2,2,2,1,0,2,1,1,2,2
newcola758@qq.com,2,1,1,2,0,2,0,2,2,1,2,2,1,1,1,2
foldingsnake263@yahoo.com,2,0,1,2,1,2,2,2,1,1,1,2,2,1,1,2
soiledblanket200@gmail.com,2,2,2,2,1,2,0,2,2,1,2,1,1,1,1,1
foundsub142@qq.com,1,1,2,2,2,0,1,0,2,2,1,0,2,2,1,2
hotcup793@outlook.com,1,0,2,1,2,2,1,0,0,2,2,1,2,2,2,0
hotbike829@163.com,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2
foundshoes836@qq.com,0,2,0,2,1,2,2,2,0,2,2,0,2,1,0,0
slightlychrysler353@qq.com,2,0,1,2,2,2,1,1,1,1,1,2,2,2,2,1
soiledshirt718@outlook.com,2,2,1,0,2,1,1,1,2,2,0,2,2,2,1,1
acientcup466@gmail.com,2,1,2,2,1,1,1,2,0,1,2,1,2,2,2,0
deeptide254@qq.com,2,2,1,2,0,2,2,1,1,1,1,1,2,2,1,2
slimyskates612@outlook.com,1,2,1,2,2,2,1,1,0,1,2,2,1,1,2,2
retiredspice749@gmail.com,2,2,1,1,1,2,1,1,2,2,2,0,2,1,2,1
foundshack537@qq.com,1,2,1,2,1,2,2,2,0,1,1,2,2,1,1,2
clamybike977@163.com,2,2,2,2,1,0,2,0,2,2,1,1,1,1,0,2
soiledcola253@163.com,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,0
dailybeans446@yahoo.com,2,2,2,0,2,2,0,2,1,2,0,2,0,1,1,0
replacementbeans236@outlook.com,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2
clamyjeep153@163.com,1,2,1,2,1,1,2,0,1,2,2,2,2,1,1,2
slightlydrum798@163.com,2,2,1,1,1,1,1,2,0,2,2,2,0,1,2,2
deepskates63@qq.com,0,0,1,2,2,2,2,0,2,1,2,2,1,2,1,1
newbeans797@163.com,1,2,2,0,2,1,1,2,2,2,1,1,1,1,2,2
replacementshoes858@gmail.com,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2
replacementsub351@qq.com,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,0
soiledbike119@outlook.com,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2
drybread918@gmail.com,1,1,2,2,2,2,2,2,0,1,2,1,0,2,1,0
retiredbeans922@gmail.com,0,1,2,2,2,1,2,2,1,0,1,2,1,2,2,0
coldbread793@gmail.com,2,2,1,2,1,2,1,1,1,2,1,2,2,1,0,2
lostchrysler403@outlook.com,2,2,2,1,0,0,2,2,0,2,1,1,1,1,2,2
milkysub116@yahoo.com,1,1,1,2,1,2,2,2,0,2,2,1,2,1,1,2
clamyshack993@163.com,1,0,2,2,2,0,1,1,2,0,1,0,2,2,2,2
slightlytire774@163.com,1,1,2,2,2,1,1,0,2,1,2,2,1,2,2,1
slightlyhat370@outlook.com,1,2,2,0,2,2,0,2,0,0,2,2,1,1,2,0
replacementtide904@outlook.com,2,1,2,2,1,1,2,2,2,0,2,1,1,1,2,1
buriedcup310@outlook.com,2,1,2,2,1,0,1,2,2,2,1,1,2,1,2,1
freshybike569@163.com,1,0,1,2,1,2,2,2,2,2,1,2,1,1,2,1
buriedshirt699@gmail.com,1,1,2,1,1,2,0,2,0,2,2,1,2,2,2,0
mostlytire665@163.com,2,2,2,1,2,2,2,1,2,1,1,0,1,1,1,2
clamyshoes18@163.com,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,0
clamytire651@gmail.com,2,1,1,1,1,0,2,2,2,1,0,0,2,2,2,2
slightlybike13@yahoo.com,1,2,2,1,2,2,2,2,0,0,2,1,0,2,1,0
newbike169@gmail.com,2,2,0,2,1,1,2,0,0,2,1,1,2,1,2,2
lostskates908@163.com,1,2,1,2,2,1,1,2,1,2,0,2,2,1,2,1
slightlyjug390@163.com,1,2,2,1,2,1,2,0,2,1,2,2,2,1,0,0
deeptire245@qq.com,1,2,2,2,1,1,2,1,0,1,2,2,2,1,1,2
mostlyspice474@yahoo.com,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1
clamybeans775@outlook.com,2,0,1,2,1,2,1,1,2,1,2,1,2,1,2,2
tiredsnake664@outlook.com,2,2,1,1,2,2,1,2,1,2,2,0,1,1,1,2
tiredcola21@yahoo.com,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2
dailyshoes209@163.com,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2
foundjeep958@gmail.com,1,2,1,1,2,2,2,2,0,0,1,1,2,2,0,2
slightlywindow776@yahoo.com,1,2,1,1,1,2,2,0,2,2,1,2,2,1,1,2
acientchrysler809@gmail.com,1,2,2,1,2,1,1,2,0,2,2,0,2,0,2,1
clamyjug891@163.com,2,0,1,0,1,0,2,2,2,1,1,2,2,1,2,2
mostlywindow259@qq.com,2,0,0,1,2,1,2,2,2,1,1,2,2,1,0,2
dirtyjug352@gmail.com,2,2,0,1,1,1,2,0,0,2,2,2,2,2,1,0
extraskates465@qq.com,0,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2
buriedcup729@outlook.com,0,2,1,2,1,2,2,2,1,0,1,0,0,2,2,2
lostsub932@163.com,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2
deepsnake659@163.com,2,2,2,2,2,1,0,0,2,1,2,1,1,1,2,1
extracola140@gmail.com,1,2,2,1,1,0,2,1,2,2,1,1,1,2,2,2
moistbike306@yahoo.com,2,0,1,2,2,2,2,2,0,1,2,1,0,0,1,2
foldingtire66@outlook.com,2,1,1,0,2,1,2,0,2,2,2,1,1,2,2,1
replacementdrum150@163.com,0,1,1,0,1,1,1,2,2,2,2,2,2,2,2,0
lostrug682@163.com,2,2,2,2,1,1,2,2,2,0,1,2,1,1,0,0
acientshoes215@outlook.com,2,1,1,2,1,2,1,2,0,1,2,2,2,1,2,1
drysnake204@gmail.com,2,2,1,2,1,2,2,1,0,1,1,1,2,1,2,2
oldtide62@qq.com,2,2,1,1,0,1,2,0,2,2,1,0,2,2,1,2
milkytide458@163.com,2,0,1,2,2,1,2,1,2,1,1,1,2,1,2,2
dailycup813@yahoo.com,2,2,1,2,2,2,2,1,0,1,1,1,1,1,2,2
dirtydrum199@163.com,2,1,0,1,2,1,1,1,2,1,2,1,2,2,2,2
foundsnake177@163.com,1,0,1,2,1,2,2,0,0,2,2,1,2,2,0,2
dailyblanket972@163.com,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,2
retiredchrysler146@outlook.com,1,2,2,0,1,1,0,2,1,2,2,2,2,1,1,2
slimybeans83@yahoo.com,2,0,1,0,2,2,2,0,2,0,2,2,2,1,0,0
lostjug455@outlook.com,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,0
soiledblanket652@gmail.com,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2
dailychrysler726@outlook.com,1,1,2,1,1,0,2,2,0,2,2,2,2,1,0,2
foundhat698@outlook.com,2,2,1,1,1,2,2,2,2,1,1,0,2,1,2,0
fishyrug380@163.com,2,1,2,2,1,2,2,2,0,1,2,0,1,2,1,0
oldchrysler400@163.com,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1
buriedspice689@qq.com,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2
usedjeep619@outlook.com,2,2,1,0,2,2,1,2,2,1,1,1,2,1,0,2
usedtide801@yahoo.com,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,0
tiredhat204@163.com,1,0,0,1,2,2,2,2,0,2,2,1,2,1,2,0
hotsnake274@yahoo.com,2,2,2,2,2,1,1,2,0,1,1,1,1,1,2,2
clamyrug518@163.com,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1
mostlyrug653@gmail.com,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,0
moistcola824@gmail.com,1,1,2,1,1,1,2,2,0,2,1,1,2,2,2,2
retiredcola422@163.com,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2
newbike640@gmail.com,1,2,2,0,1,2,2,2,2,2,1,0,2,1,0,0
oldhat392@163.com,2,2,0,2,2,1,1,2,2,1,1,1,2,2,1,1
usedbike748@qq.com,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2
freshyblanket903@qq.com,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2
dailycup358@yahoo.com,1,2,2,2,1,2,1,1,2,2,1,1,2,1,0,2
freshycola108@qq.com,2,2,2,1,1,2,1,1,0,1,2,0,2,2,0,2
moistsnake997@163.com,2,2,1,0,1,2,2,2,2,2,1,2,1,1,1,1
moistspice161@163.com,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2
coldcup141@qq.com,1,2,1,2,1,1,2,1,1,0,1,2,2,2,2,2
dailyshack386@yahoo.com,1,2,2,1,1,2,1,0,0,2,1,2,2,2,1,2
acientshoes397@163.com,2,2,1,2,1,2,2,1,2,1,2,0,0,1,2,0
usedrug938@yahoo.com,2,1,2,2,2,1,2,1,2,1,1,2,2,1,1,0
moistbeans625@yahoo.com,2,2,2,0,2,2,1,0,0,2,2,1,1,1,2,1
dirtysub599@163.com,2,1,1,2,1,2,2,1,0,2,2,2,1,1,1,2
tiredshack292@gmail.com,1,2,2,2,2,0,1,2,0,2,1,2,1,1,1,2
acientrug266@gmail.com,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1
dryjug879@yahoo.com,2,2,1,2,2,2,2,1,0,1,1,1,1,2,2,1
usedrug181@yahoo.com,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2
coldsub278@yahoo.com,2,1,2,1,2,0,1,2,2,2,2,1,0,1,1,2
colddrum318@gmail.com,2,1,2,0,1,2,1,1,2,1,1,2,2,1,2,2
deepbread381@yahoo.com,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2
extraskates390@qq.com,1,2,1,1,1,2,2,2,2,2,1,1,2,1,0,2
slightlyjug290@qq.com,1,1,1,2,2,2,2,2,0,2,0,2,1,1,1,2
mostlyblanket953@163.com,2,1,1,1,1,2,2,0,2,2,1,2,2,1,2,1
drycola993@163.com,1,1,1,1,1,2,2,0,2,2,1,2,2,1,2,2
foldingskates613@gmail.com,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1
foldingbike830@outlook.com,2,2,1,1,1,2,2,2,0,2,1,1,2,1,2,0
replacementskates795@outlook.com,1,1,2,1,2,2,2,0,2,2,1,1,1,1,2,2
foldingshoes832@outlook.com,2,0,2,2,2,2,1,2,0,1,2,0,1,0,1,2
moistspice387@qq.com,1,0,1,2,1,1,0,2,2,2,0,2,2,1,2,2
lostbike784@outlook.com,2,2,2,0,2,2,1,2,1,2,2,1,1,1,1,1
newhat705@yahoo.com,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2
fishysnake533@yahoo.com,2,0,2,1,1,2,2,0,0,2,2,1,2,2,1,0
burieddrum36@qq.com,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2
soiledrug637@163.com,2,1,0,2,2,2,1,1,0,2,1,2,1,1,2,2
fishysub695@qq.com,2,1,1,2,1,2,1,2,0,2,1,2,2,1,2,1
dailyspice87@yahoo.com,2,1,2,2,1,2,1,1,2,1,1,0,2,2,2,0
coldrug83@yahoo.com,2,2,1,2,1,2,1,1,0,2,0,1,2,2,2,0
freshyspice204@outlook.com,1,0,1,0,2,2,2,1,1,0,1,2,2,2,2,2
slimyjeep670@gmail.com,1,1,2,0,1,1,2,2,0,2,1,2,2,2,2,1
tiredrug873@163.com,2,1,1,1,1,1,2,1,2,2,0,2,1,2,2,2
deepsnake396@163.com,2,0,0,2,2,2,2,1,1,1,1,2,2,1,2,0
freshysub776@163.com,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2
foldingwindow786@qq.com,2,0,1,1,1,1,2,2,2,0,2,2,2,0,2,1
moistsnake909@outlook.com,0,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2
extrasnake858@gmail.com,1,1,2,1,2,1,1,0,2,0,1,2,2,2,2,2
fishycola451@outlook.com,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,0
oldsnake198@outlook.com,2,0,1,0,2,1,2,1,2,1,1,1,2,2,2,2
slimycup494@qq.com,2,1,0,0,2,2,2,2,0,0,1,2,2,1,2,0
replacementblanket784@163.com,2,0,1,2,1,1,1,2,2,2,2,1,2,1,2,1
dailytire198@qq.com,2,2,2,1,1,2,1,0,0,2,1,2,1,2,0,2
burieddrum84@outlook.com,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,0
hotshoes609@163.com,0,0,2,2,1,2,2,0,2,1,1,2,1,2,0,2
dirtywindow29@163.com,1,2,2,1,2,0,2,2,1,1,1,2,0,2,1,2
retiredbeans380@yahoo.com,1,1,1,1,1,2,2,0,2,1,2,1,2,2,2,2
foundtire657@outlook.com,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,0
newjeep849@qq.com,2,2,2,1,1,1,1,2,0,1,2,2,0,1,2,2
acientskates970@gmail.com,2,2,1,1,1,1,2,2,0,2,2,1,1,2,2,0
olddrum822@gmail.com,2,2,1,2,1,2,1,0,2,1,1,2,2,2,1,0
mostlyspice127@gmail.com,2,2,1,1,1,2,2,2,0,0,2,2,2,1,1,1
extrawindow760@gmail.com,1,1,2,2,1,2,1,2,0,2,1,2,1,2,1,2
extrabike590@outlook.com,1,1,2,1,2,1,2,2,1,0,2,1,2,2,1,2
newshirt132@yahoo.com,1,2,2,2,1,1,1,2,0,2,2,1,1,1,2,2
foldingspice440@outlook.com,1,0,2,1,1,1,1,0,0,2,2,2,2,2,2,2
buriedbread907@outlook.com,1,0,2,1,2,2,2,1,1,1,2,0,2,1,2,2
soiledsnake79@yahoo.com,1,2,1,1,2,2,2,1,1,2,2,2,1,1,0,2
freshytire743@outlook.com,1,1,2,2,2,1,2,0,0,2,1,2,1,1,2,2
foldingcup778@outlook.com,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2
newbread222@outlook.com,1,0,2,2,2,1,2,0,2,2,2,0,1,2,0,0
acientbread9@outlook.com,1,2,2,0,1,0,2,2,2,1,2,1,1,0,2,2
dailytire10@yahoo.com,1,2,2,1,2,2,2,1,0,2,1,0,2,1,2,1
newjeep577@163.com,1,0,2,0,2,2,2,2,0,1,2,0,2,1,2,1
foldingdrum2@163.com,1,1,2,0,1,2,2,1,2,2,2,1,1,1,2,2
replacementshirt40@163.com,2,0,2,1,2,2,2,1,0,1,2,0,2,1,1,2
slightlychrysler303@163.com,2,0,0,1,2,2,1,1,2,1,2,0,2,2,2,0
soiledshoes666@outlook.com,1,0,2,2,1,2,1,1,2,0,2,1,2,2,2,1
buriedwindow446@outlook.com,2,2,2,2,2,0,1,2,0,1,2,0,2,1,1,0
retiredsnake534@outlook.com,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1
coldtire810@yahoo.com,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2
extrahat650@yahoo.com,2,2,0,2,2,1,1,1,1,2,1,0,1,2,2,2
lostbike893@outlook.com,1,1,1,2,1,2,1,2,0,2,2,2,1,2,2,1
dirtysnake317@163.com,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,2
lostdrum631@163.com,1,2,2,1,1,2,2,1,0,0,2,2,2,2,1,0
usedrug5@gmail.com,2,2,1,2,1,1,2,0,0,1,2,2,2,1,2,1
mostlyshirt458@yahoo.com,0,2,1,2,1,2,2,1,2,1,2,0,2,1,2,0
retiredcola606@qq.com,2,2,1,2,1,2,1,2,0,1,1,2,2,1,0,2
foldingbeans104@gmail.com,1,2,1,1,1,2,2,2,0,2,2,1,2,2,1,1
extraspice523@gmail.com,2,2,2,2,1,2,1,1,0,1,1,2,1,2,2,1
newtire896@gmail.com,0,1,1,2,2,2,2,1,2,1,2,0,2,2,1,1
extrashoes369@outlook.com,2,2,2,1,1,1,1,2,2,2,1,0,2,1,1,2
dailywindow592@163.com,2,2,0,1,1,2,2,0,0,2,2,0,0,2,0,2
milkyrug473@yahoo.com,1,2,1,2,1,0,1,1,2,2,0,1,2,2,2,2
slightlyshirt355@yahoo.com,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1
milkydrum371@163.com,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2
milkysub801@163.com,1,0,1,2,2,1,2,1,1,2,1,2,1,2,2,2
clamyspice717@outlook.com,0,2,2,2,1,2,1,2,0,2,2,1,1,1,2,1
buriedjeep883@163.com,1,2,2,2,2,1,2,2,0,1,0,1,2,2,0,1
newchrysler335@outlook.com,2,1,0,2,1,1,2,2,1,2,1,2,2,2,1,1
fishyshoes979@qq.com,1,2,1,2,1,2,2,1,2,2,1,2,1,1,2,0
